year,pgisced97,plj0089,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Pre-primary Level,Yes,0.17013,102,311,0.12830,0.21196
2009,Pre-primary Level,No,0.45751,209,311,0.40205,0.51297
2009,Primary Level,Yes,0.19269,36,164,0.13214,0.25324
2009,Primary Level,No,0.80435,128,164,0.74345,0.86525
2009,Lower Secondary Level,Yes,0.12626,222,1780,0.11082,0.14169
2009,Lower Secondary Level,No,0.84506,1558,1780,0.82824,0.86187
2009,Upper Secondary Level,Yes,0.12294,958,9038,0.11617,0.12971
2009,Upper Secondary Level,No,0.87317,8080,9038,0.86630,0.88003
2009,Post-secondary Non-tertiary Level,Yes,0.16173,145,996,0.13885,0.18461
2009,Post-secondary Non-tertiary Level,No,0.83799,851,996,0.81509,0.86088
2009,First Stage of Tertiary Education,Yes,0.10591,120,1328,0.08935,0.12247
2009,First Stage of Tertiary Education,No,0.89130,1208,1328,0.87455,0.90805
2009,Second Stage of Tertiary Education,Yes,0.17210,587,4033,0.16045,0.18375
2009,Second Stage of Tertiary Education,No,0.82690,3446,4033,0.81522,0.83858
2014,Pre-primary Level,Yes,0.23570,171,449,0.19639,0.27500
2014,Pre-primary Level,No,0.32028,278,449,0.27707,0.36349
2014,Primary Level,Yes,0.15191,73,498,0.12036,0.18347
2014,Primary Level,No,0.83957,425,498,0.80731,0.87184
2014,Lower Secondary Level,Yes,0.11707,367,3089,0.10573,0.12841
2014,Lower Secondary Level,No,0.85625,2722,3089,0.84388,0.86863
2014,Upper Secondary Level,Yes,0.10484,1335,12485,0.09947,0.11022
2014,Upper Secondary Level,No,0.88913,11150,12485,0.88362,0.89464
2014,Post-secondary Non-tertiary Level,Yes,0.13818,251,2041,0.12320,0.15315
2014,Post-secondary Non-tertiary Level,No,0.85810,1790,2041,0.84296,0.87324
2014,First Stage of Tertiary Education,Yes,0.08707,129,1590,0.07321,0.10093
2014,First Stage of Tertiary Education,No,0.90671,1461,1590,0.89241,0.92101
2014,Second Stage of Tertiary Education,Yes,0.15138,867,6205,0.14246,0.16030
2014,Second Stage of Tertiary Education,No,0.84356,5338,6205,0.83453,0.85260
2019,Pre-primary Level,Yes,0.24106,130,329,0.19477,0.28735
2019,Pre-primary Level,No,0.35387,199,329,0.30212,0.40562
2019,Primary Level,Yes,0.14880,66,389,0.11339,0.18421
2019,Primary Level,No,0.71117,323,389,0.66607,0.75627
2019,Lower Secondary Level,Yes,0.11383,333,2408,0.10114,0.12652
2019,Lower Secondary Level,No,0.83635,2075,2408,0.82157,0.85113
2019,Upper Secondary Level,Yes,0.10779,1303,11103,0.10203,0.11356
2019,Upper Secondary Level,No,0.88639,9800,11103,0.88049,0.89229
2019,Post-secondary Non-tertiary Level,Yes,0.15877,334,2173,0.14340,0.17414
2019,Post-secondary Non-tertiary Level,No,0.83616,1839,2173,0.82059,0.85172
2019,First Stage of Tertiary Education,Yes,0.07902,138,1665,0.06605,0.09198
2019,First Stage of Tertiary Education,No,0.92079,1527,1665,0.90781,0.93376
2019,Second Stage of Tertiary Education,Yes,0.15178,1049,7003,0.14338,0.16019
2019,Second Stage of Tertiary Education,No,0.83932,5954,7003,0.83072,0.84792
