year,regtyp,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Urban regions,Agree completely,0.00921,139,1453,0.00430,0.01413
1990,Urban regions,Agree,0.00938,147,1453,0.00442,0.01434
1990,Urban regions,Disagree,0.01754,310,1453,0.01079,0.02429
1990,Urban regions,Disagree completely,0.04540,857,1453,0.03470,0.05611
1990,Rural regions,Agree completely,0.02742,235,2846,0.02142,0.03342
1990,Rural regions,Agree,0.03045,240,2846,0.02414,0.03677
1990,Rural regions,Disagree,0.06245,557,2846,0.05356,0.07134
1990,Rural regions,Disagree completely,0.20311,1814,2846,0.18833,0.21790
1991,Urban regions,Agree completely,0.00807,118,1339,0.00328,0.01286
1991,Urban regions,Agree,0.00930,126,1339,0.00416,0.01445
1991,Urban regions,Disagree,0.02247,338,1339,0.01452,0.03041
1991,Urban regions,Disagree completely,0.04527,757,1339,0.03413,0.05641
1991,Rural regions,Agree completely,0.02609,206,2710,0.02009,0.03210
1991,Rural regions,Agree,0.03484,238,2710,0.02794,0.04175
1991,Rural regions,Disagree,0.08203,647,2710,0.07169,0.09236
1991,Rural regions,Disagree completely,0.18957,1619,2710,0.17481,0.20433
1992,Urban regions,Agree completely,0.06063,489,6570,0.05486,0.06640
1992,Urban regions,Agree,0.08749,674,6570,0.08066,0.09432
1992,Urban regions,Disagree,0.20848,1798,6570,0.19866,0.21831
1992,Urban regions,Disagree completely,0.39752,3609,6570,0.38569,0.40935
1992,Rural regions,Agree completely,0.06718,321,4246,0.05965,0.07471
1992,Rural regions,Agree,0.10631,467,4246,0.09704,0.11559
1992,Rural regions,Disagree,0.23245,1212,4246,0.21974,0.24515
1992,Rural regions,Disagree completely,0.38791,2246,4246,0.37325,0.40257
1993,Urban regions,Agree completely,0.06513,603,8522,0.05989,0.07037
1993,Urban regions,Agree,0.10952,1064,8522,0.10289,0.11615
1993,Urban regions,Disagree,0.23474,2370,8522,0.22574,0.24374
1993,Urban regions,Disagree completely,0.40913,4485,8522,0.39869,0.41957
1993,Rural regions,Agree completely,0.07915,370,4498,0.07126,0.08704
1993,Rural regions,Agree,0.11703,564,4498,0.10764,0.12643
1993,Rural regions,Disagree,0.23305,1251,4498,0.22070,0.24541
1993,Rural regions,Disagree completely,0.38489,2313,4498,0.37067,0.39911
1995,Urban regions,Agree completely,0.06737,602,8661,0.06209,0.07264
1995,Urban regions,Agree,0.11895,1138,8661,0.11213,0.12576
1995,Urban regions,Disagree,0.26085,2667,8661,0.25160,0.27010
1995,Urban regions,Disagree completely,0.37294,4254,8661,0.36276,0.38313
1995,Rural regions,Agree completely,0.06939,308,4545,0.06200,0.07678
1995,Rural regions,Agree,0.10880,533,4545,0.09975,0.11785
1995,Rural regions,Disagree,0.27918,1568,4545,0.26614,0.29222
1995,Rural regions,Disagree completely,0.35092,2136,4545,0.33705,0.36480
1996,Urban regions,Agree completely,0.05856,526,8490,0.05357,0.06356
1996,Urban regions,Agree,0.11183,1067,8490,0.10513,0.11854
1996,Urban regions,Disagree,0.27076,2716,8490,0.26131,0.28021
1996,Urban regions,Disagree completely,0.37935,4181,8490,0.36903,0.38968
1996,Rural regions,Agree completely,0.06179,285,4517,0.05477,0.06881
1996,Rural regions,Agree,0.12012,548,4517,0.11064,0.12960
1996,Rural regions,Disagree,0.27941,1582,4517,0.26632,0.29250
1996,Rural regions,Disagree completely,0.35224,2102,4517,0.33830,0.36617
1997,Urban regions,Agree completely,0.06308,521,8311,0.05785,0.06830
1997,Urban regions,Agree,0.10926,969,8311,0.10256,0.11597
1997,Urban regions,Disagree,0.24255,2483,8311,0.23333,0.25177
1997,Urban regions,Disagree completely,0.40349,4338,8311,0.39294,0.41404
1997,Rural regions,Agree completely,0.07206,292,4438,0.06445,0.07966
1997,Rural regions,Agree,0.10077,484,4438,0.09191,0.10962
1997,Rural regions,Disagree,0.26249,1474,4438,0.24955,0.27544
1997,Rural regions,Disagree completely,0.37471,2188,4438,0.36047,0.38895
2008,Urban regions,Agree completely,0.06197,779,12618,0.05777,0.06618
2008,Urban regions,Agree,0.12720,1659,12618,0.12139,0.13301
2008,Urban regions,Disagree,0.31710,4720,12618,0.30898,0.32522
2008,Urban regions,Disagree completely,0.32704,5460,12618,0.31886,0.33523
2008,Rural regions,Agree completely,0.06101,411,6623,0.05524,0.06677
2008,Rural regions,Agree,0.12866,906,6623,0.12059,0.13672
2008,Rural regions,Disagree,0.34759,2768,6623,0.33613,0.35906
2008,Rural regions,Disagree completely,0.30237,2538,6623,0.29131,0.31343
2013,Urban regions,Agree completely,0.03521,538,12003,0.03191,0.03851
2013,Urban regions,Agree,0.08556,1345,12003,0.08055,0.09056
2013,Urban regions,Disagree,0.27476,4617,12003,0.26678,0.28275
2013,Urban regions,Disagree completely,0.29869,5503,12003,0.29050,0.30688
2013,Rural regions,Agree completely,0.04346,347,6792,0.03861,0.04831
2013,Rural regions,Agree,0.09278,764,6792,0.08588,0.09968
2013,Rural regions,Disagree,0.31316,2792,6792,0.30213,0.32419
2013,Rural regions,Disagree completely,0.28715,2889,6792,0.27639,0.29791
2018,Urban regions,Agree completely,0.04913,886,16570,0.04584,0.05242
2018,Urban regions,Agree,0.11763,2224,16570,0.11273,0.12254
2018,Urban regions,Disagree,0.31229,6085,16570,0.30524,0.31935
2018,Urban regions,Disagree completely,0.35233,7375,16570,0.34506,0.35961
2018,Rural regions,Agree completely,0.04431,445,8932,0.04004,0.04858
2018,Rural regions,Agree,0.11925,1115,8932,0.11252,0.12597
2018,Rural regions,Disagree,0.33410,3403,8932,0.32432,0.34388
2018,Rural regions,Disagree completely,0.33562,3969,8932,0.32582,0.34541
