year,quintil_oecd,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,1st Quintile,Agree completely,0.08092,220,2276,0.06971,0.09213
1992,1st Quintile,Agree,0.12371,322,2276,0.11018,0.13724
1992,1st Quintile,Disagree,0.20548,634,2276,0.18888,0.22209
1992,1st Quintile,Disagree completely,0.30543,1100,2276,0.28651,0.32436
1992,2nd Quintile,Agree completely,0.05858,179,2280,0.04893,0.06822
1992,2nd Quintile,Agree,0.09625,250,2280,0.08414,0.10836
1992,2nd Quintile,Disagree,0.18225,587,2280,0.16640,0.19810
1992,2nd Quintile,Disagree completely,0.36325,1264,2280,0.34350,0.38299
1992,3rd Quintile,Agree completely,0.04992,140,2092,0.04059,0.05925
1992,3rd Quintile,Agree,0.08137,189,2092,0.06965,0.09308
1992,3rd Quintile,Disagree,0.22249,618,2092,0.20467,0.24032
1992,3rd Quintile,Disagree completely,0.39040,1145,2092,0.36949,0.41131
1992,4th Quintile,Agree completely,0.06643,160,2108,0.05580,0.07707
1992,4th Quintile,Agree,0.08710,209,2108,0.07506,0.09915
1992,4th Quintile,Disagree,0.21765,567,2108,0.20003,0.23527
1992,4th Quintile,Disagree completely,0.43245,1172,2108,0.41129,0.45360
1992,5th Quintile,Agree completely,0.05794,123,2177,0.04812,0.06775
1992,5th Quintile,Agree,0.07801,179,2177,0.06675,0.08928
1992,5th Quintile,Disagree,0.25103,628,2177,0.23281,0.26925
1992,5th Quintile,Disagree completely,0.48224,1247,2177,0.46124,0.50324
1993,1st Quintile,Agree completely,0.09403,264,2606,0.08282,0.10524
1993,1st Quintile,Agree,0.14530,408,2606,0.13177,0.15883
1993,1st Quintile,Disagree,0.21914,737,2606,0.20326,0.23503
1993,1st Quintile,Disagree completely,0.32100,1197,2606,0.30307,0.33893
1993,2nd Quintile,Agree completely,0.06486,189,2795,0.05573,0.07399
1993,2nd Quintile,Agree,0.11462,354,2795,0.10281,0.12643
1993,2nd Quintile,Disagree,0.21690,745,2795,0.20162,0.23218
1993,2nd Quintile,Disagree completely,0.37119,1507,2795,0.35327,0.38910
1993,3rd Quintile,Agree completely,0.07088,198,2654,0.06111,0.08064
1993,3rd Quintile,Agree,0.09028,313,2654,0.07938,0.10119
1993,3rd Quintile,Disagree,0.22809,733,2654,0.21213,0.24406
1993,3rd Quintile,Disagree completely,0.40368,1410,2654,0.38501,0.42235
1993,4th Quintile,Agree completely,0.06226,175,2600,0.05297,0.07155
1993,4th Quintile,Agree,0.11039,315,2600,0.09834,0.12244
1993,4th Quintile,Disagree,0.24339,727,2600,0.22689,0.25988
1993,4th Quintile,Disagree completely,0.43900,1383,2600,0.41992,0.45808
1993,5th Quintile,Agree completely,0.05604,147,2363,0.04676,0.06531
1993,5th Quintile,Agree,0.09745,236,2363,0.08549,0.10941
1993,5th Quintile,Disagree,0.26386,679,2363,0.24609,0.28163
1993,5th Quintile,Disagree completely,0.47288,1301,2363,0.45275,0.49302
1995,1st Quintile,Agree completely,0.09267,246,2525,0.08136,0.10398
1995,1st Quintile,Agree,0.14048,414,2525,0.12693,0.15404
1995,1st Quintile,Disagree,0.23115,763,2525,0.21471,0.24760
1995,1st Quintile,Disagree completely,0.27928,1102,2525,0.26178,0.29678
1995,2nd Quintile,Agree completely,0.07241,208,2853,0.06290,0.08192
1995,2nd Quintile,Agree,0.10678,337,2853,0.09544,0.11811
1995,2nd Quintile,Disagree,0.24585,876,2853,0.23005,0.26165
1995,2nd Quintile,Disagree completely,0.35939,1432,2853,0.34178,0.37700
1995,3rd Quintile,Agree completely,0.05688,151,2702,0.04814,0.06561
1995,3rd Quintile,Agree,0.12117,357,2702,0.10887,0.13348
1995,3rd Quintile,Disagree,0.25232,859,2702,0.23594,0.26870
1995,3rd Quintile,Disagree completely,0.37344,1335,2702,0.35520,0.39169
1995,4th Quintile,Agree completely,0.05967,170,2655,0.05066,0.06869
1995,4th Quintile,Agree,0.11047,311,2655,0.09854,0.12239
1995,4th Quintile,Disagree,0.29528,901,2655,0.27793,0.31264
1995,4th Quintile,Disagree completely,0.39248,1273,2655,0.37390,0.41105
1995,5th Quintile,Agree completely,0.05724,132,2467,0.04807,0.06641
1995,5th Quintile,Agree,0.09983,252,2467,0.08800,0.11166
1995,5th Quintile,Disagree,0.30877,835,2467,0.29053,0.32700
1995,5th Quintile,Disagree completely,0.42565,1248,2467,0.40614,0.44517
1996,1st Quintile,Agree completely,0.07927,218,2530,0.06874,0.08980
1996,1st Quintile,Agree,0.14300,420,2530,0.12936,0.15664
