year,age_gr,pgisced97,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Lower Secondary Level,Disagree,0.04609,58,149,0.01231,0.07987
1990,17-29 y.,Lower Secondary Level,Disagree completely,0.06733,91,149,0.02696,0.10771
1990,17-29 y.,Upper Secondary Level,Agree completely,0.02085,62,706,0.01030,0.03139
1990,17-29 y.,Upper Secondary Level,Agree,0.01843,53,706,0.00850,0.02836
1990,17-29 y.,Upper Secondary Level,Disagree,0.05643,167,706,0.03940,0.07346
1990,17-29 y.,Upper Secondary Level,Disagree completely,0.15131,424,706,0.12486,0.17776
1990,17-29 y.,Second Stage of Tertiary Education,Disagree,0.12401,39,124,0.06576,0.18226
1990,17-29 y.,Second Stage of Tertiary Education,Disagree completely,0.27797,85,124,0.19879,0.35714
1990,30-45 y.,Upper Secondary Level,Agree completely,0.01767,67,852,0.00882,0.02652
1990,30-45 y.,Upper Secondary Level,Agree,0.01814,67,852,0.00917,0.02711
1990,30-45 y.,Upper Secondary Level,Disagree,0.03283,145,852,0.02086,0.04480
1990,30-45 y.,Upper Secondary Level,Disagree completely,0.13076,573,852,0.10811,0.15341
1990,30-45 y.,First Stage of Tertiary Education,Disagree completely,0.12958,79,79,0.05505,0.20412
1990,30-45 y.,Second Stage of Tertiary Education,Agree completely,0.02221,31,449,0.00856,0.03586
1990,30-45 y.,Second Stage of Tertiary Education,Disagree,0.07500,103,449,0.05061,0.09939
1990,30-45 y.,Second Stage of Tertiary Education,Disagree completely,0.21506,315,449,0.17702,0.25311
1990,46-65 y.,Lower Secondary Level,Disagree,0.02177,32,115,-0.00502,0.04855
1990,46-65 y.,Lower Secondary Level,Disagree completely,0.04886,83,115,0.00929,0.08843
1990,46-65 y.,Upper Secondary Level,Agree completely,0.02237,78,748,0.01177,0.03298
1990,46-65 y.,Upper Secondary Level,Agree,0.01545,57,748,0.00661,0.02430
1990,46-65 y.,Upper Secondary Level,Disagree,0.03687,128,748,0.02336,0.05038
1990,46-65 y.,Upper Secondary Level,Disagree completely,0.13004,485,748,0.10592,0.15416
1990,46-65 y.,First Stage of Tertiary Education,Disagree completely,0.16745,83,83,0.08663,0.24827
1990,46-65 y.,Second Stage of Tertiary Education,Agree,0.04416,31,282,0.02014,0.06818
1990,46-65 y.,Second Stage of Tertiary Education,Disagree,0.05753,50,282,0.03030,0.08475
1990,46-65 y.,Second Stage of Tertiary Education,Disagree completely,0.25034,201,282,0.19969,0.30099
1990,66 and older,Lower Secondary Level,Disagree completely,0.06153,54,54,-0.00317,0.12622
1990,66 and older,Upper Secondary Level,Agree,0.03382,38,183,0.00756,0.06008
1990,66 and older,Upper Secondary Level,Disagree,0.03559,42,183,0.00867,0.06250
1990,66 and older,Upper Secondary Level,Disagree completely,0.08482,103,183,0.04435,0.12530
1991,17-29 y.,Lower Secondary Level,Disagree,0.05022,59,137,0.01352,0.08693
1991,17-29 y.,Lower Secondary Level,Disagree completely,0.05632,78,137,0.01757,0.09506
1991,17-29 y.,Upper Secondary Level,Agree completely,0.01188,35,611,0.00328,0.02047
1991,17-29 y.,Upper Secondary Level,Agree,0.02096,53,611,0.00960,0.03233
1991,17-29 y.,Upper Secondary Level,Disagree,0.07741,184,611,0.05620,0.09862
1991,17-29 y.,Upper Secondary Level,Disagree completely,0.14205,339,611,0.11435,0.16976
1991,17-29 y.,Second Stage of Tertiary Education,Disagree,0.15013,40,116,0.08484,0.21541
1991,17-29 y.,Second Stage of Tertiary Education,Disagree completely,0.30985,76,116,0.22533,0.39437
1991,30-45 y.,Upper Secondary Level,Agree completely,0.02024,76,861,0.01083,0.02965
1991,30-45 y.,Upper Secondary Level,Agree,0.01966,70,861,0.01038,0.02893
1991,30-45 y.,Upper Secondary Level,Disagree,0.04313,171,861,0.02955,0.05670
1991,30-45 y.,Upper Secondary Level,Disagree completely,0.13012,544,861,0.10764,0.15261
1991,30-45 y.,First Stage of Tertiary Education,Disagree completely,0.10131,58,58,0.02297,0.17964
1991,30-45 y.,Second Stage of Tertiary Education,Agree,0.02666,33,441,0.01161,0.04171
1991,30-45 y.,Second Stage of Tertiary Education,Disagree,0.08076,107,441,0.05530,0.10622
1991,30-45 y.,Second Stage of Tertiary Education,Disagree completely,0.19830,301,441,0.16105,0.23556
1991,46-65 y.,Lower Secondary Level,Disagree completely,0.04769,69,69,-0.00296,0.09834
1991,46-65 y.,Upper Secondary Level,Agree completely,0.02123,66,693,0.01049,0.03197
1991,46-65 y.,Upper Secondary Level,Agree,0.02455,59,693,0.01302,0.03609
1991,46-65 y.,Upper Secondary Level,Disagree,0.04884,145,693,0.03278,0.06489
1991,46-65 y.,Upper Secondary Level,Disagree completely,0.13092,423,693,0.10578,0.15605
1991,46-65 y.,First Stage of Tertiary Education,Disagree completely,0.14922,64,64,0.06124,0.23721
1991,46-65 y.,Second Stage of Tertiary Education,Disagree,0.09926,71,264,0.06313,0.13540
1991,46-65 y.,Second Stage of Tertiary Education,Disagree completely,0.24043,193,264,0.18878,0.29207
1991,66 and older,Lower Secondary Level,Disagree completely,0.05616,44,44,-0.01265,0.12498
1991,66 and older,Upper Secondary Level,Disagree,0.05173,57,150,0.01616,0.08729
1991,66 and older,Upper Secondary Level,Disagree completely,0.08025,93,150,0.03663,0.12388
1992,17-29 y.,Pre-primary Level,Disagree,0.37928,63,122,0.29283,0.46574
1992,17-29 y.,Pre-primary Level,Disagree completely,0.38905,59,122,0.30218,0.47592
1992,17-29 y.,Lower Secondary Level,Agree,0.08425,55,540,0.06080,0.10770
1992,17-29 y.,Lower Secondary Level,Disagree,0.29081,201,540,0.25247,0.32915
1992,17-29 y.,Lower Secondary Level,Disagree completely,0.39923,284,540,0.35789,0.44058
1992,17-29 y.,Upper Secondary Level,Agree completely,0.04445,70,1482,0.03395,0.05494
1992,17-29 y.,Upper Secondary Level,Agree,0.09540,135,1482,0.08044,0.11036
1992,17-29 y.,Upper Secondary Level,Disagree,0.32640,487,1482,0.30252,0.35028
1992,17-29 y.,Upper Secondary Level,Disagree completely,0.48278,790,1482,0.45733,0.50823
1992,17-29 y.,Post-secondary Non-tertiary Level,Disagree,0.43219,64,125,0.34500,0.51938
1992,17-29 y.,Post-secondary Non-tertiary Level,Disagree completely,0.39047,61,125,0.30461,0.47634
1992,17-29 y.,First Stage of Tertiary Education,Disagree completely,0.66663,63,63,0.54929,0.78398
1992,17-29 y.,Second Stage of Tertiary Education,Disagree,0.42359,67,143,0.34231,0.50486
