year,sex,plh0189,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,male,Agree completely,0.01112,144,2090,0.00662,0.01561
1990,male,Agree,0.01076,125,2090,0.00633,0.01518
1990,male,Disagree,0.03143,417,2090,0.02395,0.03891
1990,male,Disagree completely,0.10372,1404,2090,0.09064,0.11679
1990,female,Agree completely,0.01900,238,2295,0.01341,0.02459
1990,female,Agree,0.02136,267,2295,0.01545,0.02728
1990,female,Disagree,0.03302,466,2295,0.02570,0.04033
1990,female,Disagree completely,0.09064,1324,2295,0.07889,0.10239
1991,male,Agree completely,0.01094,129,1983,0.00636,0.01552
1991,male,Agree,0.01248,127,1983,0.00759,0.01737
1991,male,Disagree,0.04043,463,1983,0.03176,0.04911
1991,male,Disagree completely,0.10230,1264,1983,0.08896,0.11564
1991,female,Agree completely,0.01707,202,2156,0.01160,0.02254
1991,female,Agree,0.02362,249,2156,0.01721,0.03003
1991,female,Disagree,0.04364,538,2156,0.03502,0.05227
1991,female,Disagree completely,0.08556,1167,2156,0.07375,0.09737
1992,male,Agree completely,0.05088,327,5198,0.04491,0.05686
1992,male,Agree,0.06391,390,5198,0.05726,0.07056
1992,male,Disagree,0.20971,1404,5198,0.19864,0.22078
1992,male,Disagree completely,0.42640,3077,5198,0.41295,0.43985
1992,female,Agree completely,0.07396,495,5736,0.06719,0.08073
1992,female,Agree,0.12101,759,5736,0.11257,0.12945
1992,female,Disagree,0.22149,1630,5736,0.21074,0.23224
1992,female,Disagree completely,0.36486,2852,5736,0.35240,0.37732
1993,male,Agree completely,0.05931,411,6324,0.05349,0.06513
1993,male,Agree,0.08776,622,6324,0.08079,0.09473
1993,male,Disagree,0.23027,1760,6324,0.21989,0.24065
1993,male,Disagree completely,0.43036,3531,6324,0.41815,0.44256
1993,female,Agree completely,0.07935,562,6696,0.07287,0.08582
1993,female,Agree,0.13482,1006,6696,0.12664,0.14300
1993,female,Disagree,0.23793,1861,6696,0.22773,0.24813
1993,female,Disagree completely,0.37396,3267,6696,0.36237,0.38555
1995,male,Agree completely,0.05190,340,6367,0.04645,0.05734
1995,male,Agree,0.08627,626,6367,0.07937,0.09317
1995,male,Disagree,0.26688,2028,6367,0.25602,0.27775
1995,male,Disagree completely,0.39886,3373,6367,0.38684,0.41089
1995,female,Agree completely,0.08335,570,6839,0.07680,0.08990
1995,female,Agree,0.14369,1045,6839,0.13538,0.15201
1995,female,Disagree,0.26657,2207,6839,0.25609,0.27705
1995,female,Disagree completely,0.33452,3017,6839,0.32333,0.34570
1996,male,Agree completely,0.04711,323,6274,0.04187,0.05235
1996,male,Agree,0.08933,615,6274,0.08227,0.09639
1996,male,Disagree,0.26826,2030,6274,0.25730,0.27923
1996,male,Disagree completely,0.40253,3306,6274,0.39040,0.41467
1996,female,Agree completely,0.07147,488,6733,0.06531,0.07762
1996,female,Agree,0.13838,1000,6733,0.13013,0.14663
1996,female,Disagree,0.27845,2268,6733,0.26774,0.28915
1996,female,Disagree completely,0.34062,2977,6733,0.32930,0.35194
1997,male,Agree completely,0.05321,330,6169,0.04761,0.05881
1997,male,Agree,0.08040,537,6169,0.07361,0.08719
1997,male,Disagree,0.24059,1853,6169,0.22992,0.25126
1997,male,Disagree completely,0.42919,3449,6169,0.41684,0.44154
1997,female,Agree completely,0.07801,483,6581,0.07153,0.08449
1997,female,Agree,0.13159,916,6581,0.12342,0.13976
1997,female,Disagree,0.25662,2104,6581,0.24606,0.26717
1997,female,Disagree completely,0.36140,3078,6581,0.34979,0.37301
2008,male,Agree completely,0.05374,486,9175,0.04912,0.05835
2008,male,Agree,0.10674,996,9175,0.10042,0.11306
2008,male,Disagree,0.33043,3594,9175,0.32080,0.34005
2008,male,Disagree completely,0.33710,4099,9175,0.32742,0.34677
2008,female,Agree completely,0.06932,704,10066,0.06435,0.07428
2008,female,Agree,0.14785,1569,10066,0.14092,0.15479
2008,female,Disagree,0.32336,3894,10066,0.31422,0.33249
2008,female,Disagree completely,0.30188,3899,10066,0.29292,0.31085
2013,male,Agree completely,0.03037,335,8802,0.02679,0.03396
2013,male,Agree,0.07605,832,8802,0.07051,0.08159
2013,male,Disagree,0.29040,3454,8802,0.28092,0.29988
2013,male,Disagree completely,0.30687,4181,8802,0.29723,0.31651
2013,female,Agree completely,0.04516,550,9993,0.04108,0.04923
2013,female,Agree,0.09935,1277,9993,0.09348,0.10521
2013,female,Disagree,0.28428,3955,9993,0.27544,0.29312
2013,female,Disagree completely,0.28342,4211,9993,0.27459,0.29226
2018,male,Agree completely,0.04013,523,11740,0.03658,0.04368
2018,male,Agree,0.10678,1330,11740,0.10119,0.11236
2018,male,Disagree,0.31242,4273,11740,0.30404,0.32080
2018,male,Disagree completely,0.36382,5614,11740,0.35512,0.37253
2018,female,Agree completely,0.05499,808,13762,0.05118,0.05880
2018,female,Agree,0.12930,2009,13762,0.12369,0.13491
2018,female,Disagree,0.32572,5215,13762,0.31789,0.33355
2018,female,Disagree completely,0.33081,5730,13762,0.32295,0.33868
