year,migback,plh0194,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,Strongly agree,0.38492,8153,18700,0.37795,0.39190
2003,No migration background,Agree,0.36170,8262,18700,0.35482,0.36859
2003,No migration background,Disagree,0.08645,1974,18700,0.08243,0.09048
2003,No migration background,Strongly disagree,0.01435,311,18700,0.01265,0.01605
2003,Direct migration background,Strongly agree,0.45315,1278,2594,0.43399,0.47231
2003,Direct migration background,Agree,0.38562,1051,2594,0.36688,0.40435
2003,Direct migration background,Disagree,0.08296,220,2594,0.07235,0.09358
2003,Direct migration background,Strongly disagree,0.01857,45,2594,0.01337,0.02377
2003,Indirect migration background,Strongly agree,0.17083,335,750,0.14388,0.19779
2003,Indirect migration background,Agree,0.16228,338,750,0.13588,0.18869
2003,Indirect migration background,Disagree,0.04411,77,750,0.02940,0.05882
2008,No migration background,Strongly agree,0.36325,6891,16591,0.35593,0.37056
2008,No migration background,Agree,0.38137,7545,16591,0.37397,0.38876
2008,No migration background,Disagree,0.09199,1859,16591,0.08759,0.09638
2008,No migration background,Strongly disagree,0.01491,296,16591,0.01307,0.01676
2008,Direct migration background,Strongly agree,0.47231,926,1868,0.44966,0.49495
2008,Direct migration background,Agree,0.39692,765,1868,0.37473,0.41912
2008,Direct migration background,Disagree,0.08688,177,1868,0.07410,0.09966
2008,Indirect migration background,Strongly agree,0.22961,353,754,0.19957,0.25965
2008,Indirect migration background,Agree,0.21328,328,754,0.18402,0.24253
2008,Indirect migration background,Disagree,0.04255,73,754,0.02814,0.05697
2013,No migration background,Strongly agree,0.36136,8847,21539,0.35494,0.36777
2013,No migration background,Agree,0.37827,9986,21539,0.37179,0.38475
2013,No migration background,Disagree,0.09167,2405,21539,0.08782,0.09552
2013,No migration background,Strongly disagree,0.01233,301,21539,0.01086,0.01380
2013,Direct migration background,Strongly agree,0.23382,1252,2733,0.21795,0.24970
2013,Direct migration background,Agree,0.23447,1188,2733,0.21858,0.25035
2013,Direct migration background,Disagree,0.06615,258,2733,0.05683,0.07547
2013,Direct migration background,Strongly disagree,0.00900,35,2733,0.00546,0.01254
2013,Indirect migration background,Strongly agree,0.10618,482,1112,0.08807,0.12430
2013,Indirect migration background,Agree,0.13100,522,1112,0.11116,0.15084
2013,Indirect migration background,Disagree,0.03380,108,1112,0.02317,0.04443
2018,No migration background,Strongly agree,0.33182,7392,19392,0.32519,0.33845
2018,No migration background,Agree,0.39789,8887,19392,0.39100,0.40478
2018,No migration background,Disagree,0.11535,2746,19392,0.11086,0.11985
2018,No migration background,Strongly disagree,0.01509,367,19392,0.01337,0.01681
2018,Direct migration background,Strongly agree,0.44432,4400,7649,0.43318,0.45545
2018,Direct migration background,Agree,0.35777,2474,7649,0.34703,0.36852
2018,Direct migration background,Disagree,0.10634,613,7649,0.09943,0.11325
2018,Direct migration background,Strongly disagree,0.01839,162,7649,0.01538,0.02140
2018,Indirect migration background,Strongly agree,0.21870,750,1591,0.19839,0.23902
2018,Indirect migration background,Agree,0.21172,638,1591,0.19164,0.23180
2018,Indirect migration background,Disagree,0.07711,203,1591,0.06400,0.09022
