year,plh0194,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Strongly agree,0.37883,9766,22059,0.37242,0.38523
2003,Agree,0.35154,9651,22059,0.34524,0.35784
2003,Disagree,0.08333,2271,22059,0.07968,0.08698
2003,Strongly disagree,0.01451,371,22059,0.01293,0.01609
2008,Strongly agree,0.36464,8170,19247,0.35784,0.37144
2008,Agree,0.36979,8638,19247,0.36297,0.37661
2008,Disagree,0.08752,2109,19247,0.08353,0.09151
2008,Strongly disagree,0.01399,330,19247,0.01233,0.01565
2013,Strongly agree,0.32492,10581,25397,0.31916,0.33068
2013,Agree,0.34047,11696,25397,0.33464,0.34629
2013,Disagree,0.08383,2771,25397,0.08042,0.08724
2013,Strongly disagree,0.01116,349,25397,0.00987,0.01246
2018,Strongly agree,0.33718,12542,28655,0.33170,0.34265
2018,Agree,0.37480,11999,28655,0.36919,0.38040
2018,Disagree,0.11050,3562,28655,0.10687,0.11413
2018,Strongly disagree,0.01487,552,28655,0.01347,0.01628
