year,age_gr,plh0194,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,Strongly agree,0.42880,1708,3984,0.41343,0.44417
2003,17-29 y.,Agree,0.44625,1801,3984,0.43081,0.46168
2003,17-29 y.,Disagree,0.10796,426,3984,0.09832,0.11760
2003,17-29 y.,Strongly disagree,0.01087,49,3984,0.00765,0.01409
2003,30-45 y.,Strongly agree,0.41340,2831,6909,0.40179,0.42501
2003,30-45 y.,Agree,0.45898,3242,6909,0.44723,0.47074
2003,30-45 y.,Disagree,0.10725,742,6909,0.09995,0.11454
2003,30-45 y.,Strongly disagree,0.01545,94,6909,0.01254,0.01836
2003,46-65 y.,Strongly agree,0.46286,3316,7534,0.45160,0.47412
2003,46-65 y.,Agree,0.41246,3287,7534,0.40134,0.42357
2003,46-65 y.,Disagree,0.09825,778,7534,0.09152,0.10497
2003,46-65 y.,Strongly disagree,0.02070,153,7534,0.01748,0.02391
2003,66 and older,Strongly agree,0.52047,1911,3632,0.50422,0.53672
2003,66 and older,Agree,0.36668,1321,3632,0.35101,0.38235
2003,66 and older,Disagree,0.08663,325,3632,0.07748,0.09578
2003,66 and older,Strongly disagree,0.02030,75,3632,0.01571,0.02488
2008,17-29 y.,Strongly agree,0.39844,1309,3148,0.38134,0.41555
2008,17-29 y.,Agree,0.41733,1443,3148,0.40010,0.43456
2008,17-29 y.,Disagree,0.09761,360,3148,0.08724,0.10797
2008,17-29 y.,Strongly disagree,0.01051,36,3148,0.00695,0.01407
2008,30-45 y.,Strongly agree,0.40542,2031,5151,0.39201,0.41883
2008,30-45 y.,Agree,0.47439,2492,5151,0.46076,0.48803
2008,30-45 y.,Disagree,0.10320,555,5151,0.09489,0.11151
2008,30-45 y.,Strongly disagree,0.01276,73,5151,0.00970,0.01583
2008,46-65 y.,Strongly agree,0.41599,2692,6671,0.40416,0.42781
2008,46-65 y.,Agree,0.44933,3048,6671,0.43739,0.46127
2008,46-65 y.,Disagree,0.11125,798,6671,0.10370,0.11880
2008,46-65 y.,Strongly disagree,0.01890,133,6671,0.01564,0.02217
2008,66 and older,Strongly agree,0.49540,2138,4277,0.48041,0.51038
2008,66 and older,Agree,0.38047,1655,4277,0.36592,0.39502
2008,66 and older,Disagree,0.09492,396,4277,0.08613,0.10370
2008,66 and older,Strongly disagree,0.02198,88,4277,0.01759,0.02638
2013,17-29 y.,Strongly agree,0.29701,1475,3556,0.28199,0.31203
2013,17-29 y.,Agree,0.36174,1670,3556,0.34595,0.37754
2013,17-29 y.,Disagree,0.08471,375,3556,0.07556,0.09386
2013,17-29 y.,Strongly disagree,0.00754,36,3556,0.00469,0.01038
2013,30-45 y.,Strongly agree,0.30840,3104,7975,0.29827,0.31854
2013,30-45 y.,Agree,0.40344,3860,7975,0.39267,0.41421
2013,30-45 y.,Disagree,0.11035,915,7975,0.10347,0.11722
2013,30-45 y.,Strongly disagree,0.01062,96,7975,0.00837,0.01287
2013,46-65 y.,Strongly agree,0.39306,3567,8953,0.38294,0.40318
2013,46-65 y.,Agree,0.41596,4143,8953,0.40575,0.42617
2013,46-65 y.,Disagree,0.11488,1093,8953,0.10827,0.12148
2013,46-65 y.,Strongly disagree,0.01723,150,8953,0.01453,0.01992
2013,66 and older,Strongly agree,0.49853,2435,4913,0.48455,0.51251
2013,66 and older,Agree,0.39948,2023,4913,0.38578,0.41317
2013,66 and older,Disagree,0.07214,388,4913,0.06491,0.07938
2013,66 and older,Strongly disagree,0.01357,67,4913,0.01033,0.01680
2018,17-29 y.,Strongly agree,0.36128,2470,5256,0.34829,0.37427
2018,17-29 y.,Agree,0.42735,2085,5256,0.41398,0.44073
2018,17-29 y.,Disagree,0.11974,609,5256,0.11097,0.12852
2018,17-29 y.,Strongly disagree,0.01355,92,5256,0.01042,0.01667
2018,30-45 y.,Strongly agree,0.35973,3675,8255,0.34938,0.37008
2018,30-45 y.,Agree,0.44790,3363,8255,0.43718,0.45863
2018,30-45 y.,Disagree,0.16424,1055,8255,0.15625,0.17224
2018,30-45 y.,Strongly disagree,0.02081,162,8255,0.01773,0.02389
2018,46-65 y.,Strongly agree,0.39359,4131,10147,0.38408,0.40309
2018,46-65 y.,Agree,0.45102,4409,10147,0.44134,0.46070
2018,46-65 y.,Disagree,0.13231,1390,10147,0.12572,0.13890
2018,46-65 y.,Strongly disagree,0.01980,217,10147,0.01709,0.02251
2018,66 and older,Strongly agree,0.45657,2266,4997,0.44275,0.47038
2018,66 and older,Agree,0.42416,2142,4997,0.41045,0.43786
2018,66 and older,Disagree,0.09921,508,4997,0.09092,0.10750
2018,66 and older,Strongly disagree,0.01350,81,4997,0.01030,0.01670
