year,pgisced97,plh0194,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Pre-primary Level,Strongly agree,0.38532,244,607,0.34657,0.42407
2003,Pre-primary Level,Agree,0.45718,279,607,0.41752,0.49684
2003,Pre-primary Level,Disagree,0.14101,84,607,0.11330,0.16872
2003,Primary Level,Strongly agree,0.54220,148,239,0.47891,0.60550
2003,Primary Level,Agree,0.32791,91,239,0.26827,0.38756
2003,Lower Secondary Level,Strongly agree,0.51764,1423,2719,0.49885,0.53642
2003,Lower Secondary Level,Agree,0.38486,1060,2719,0.36657,0.40316
2003,Lower Secondary Level,Disagree,0.07676,205,2719,0.06676,0.08677
2003,Lower Secondary Level,Strongly disagree,0.01480,31,2719,0.01026,0.01934
2003,Upper Secondary Level,Strongly agree,0.47500,5228,11055,0.46569,0.48431
2003,Upper Secondary Level,Agree,0.41737,4719,11055,0.40818,0.42657
2003,Upper Secondary Level,Disagree,0.08871,946,11055,0.08341,0.09401
2003,Upper Secondary Level,Strongly disagree,0.01420,162,11055,0.01199,0.01640
2003,Post-secondary Non-tertiary Level,Strongly agree,0.40751,470,1128,0.37882,0.43620
2003,Post-secondary Non-tertiary Level,Agree,0.44207,525,1128,0.41308,0.47107
2003,Post-secondary Non-tertiary Level,Disagree,0.12364,133,1128,0.10442,0.14286
2003,First Stage of Tertiary Education,Strongly agree,0.44839,724,1681,0.42460,0.47217
2003,First Stage of Tertiary Education,Agree,0.42842,755,1681,0.40475,0.45208
2003,First Stage of Tertiary Education,Disagree,0.09456,163,1681,0.08057,0.10855
2003,First Stage of Tertiary Education,Strongly disagree,0.02517,39,1681,0.01768,0.03266
2003,Second Stage of Tertiary Education,Strongly agree,0.34857,1413,4341,0.33439,0.36274
2003,Second Stage of Tertiary Education,Agree,0.46808,2125,4341,0.45323,0.48292
2003,Second Stage of Tertiary Education,Disagree,0.15085,700,4341,0.14020,0.16150
2003,Second Stage of Tertiary Education,Strongly disagree,0.02721,103,4341,0.02237,0.03205
2008,Pre-primary Level,Strongly agree,0.23085,131,350,0.18664,0.27506
2008,Pre-primary Level,Agree,0.29384,178,350,0.24604,0.34163
2008,Pre-primary Level,Disagree,0.06032,41,350,0.03534,0.08530
2008,Primary Level,Strongly agree,0.60721,104,167,0.53291,0.68150
2008,Primary Level,Agree,0.29490,63,167,0.22553,0.36427
2008,Lower Secondary Level,Strongly agree,0.52395,1073,2002,0.50206,0.54583
2008,Lower Secondary Level,Agree,0.35256,732,2002,0.33162,0.37349
2008,Lower Secondary Level,Disagree,0.07427,159,2002,0.06278,0.08576
2008,Lower Secondary Level,Strongly disagree,0.01985,38,2002,0.01374,0.02596
2008,Upper Secondary Level,Strongly agree,0.46050,4436,9694,0.45058,0.47043
2008,Upper Secondary Level,Agree,0.42725,4223,9694,0.41741,0.43710
2008,Upper Secondary Level,Disagree,0.09014,880,9694,0.08444,0.09584
2008,Upper Secondary Level,Strongly disagree,0.01639,155,9694,0.01386,0.01891
2008,Post-secondary Non-tertiary Level,Strongly agree,0.37599,413,1079,0.34708,0.40491
2008,Post-secondary Non-tertiary Level,Agree,0.51579,553,1079,0.48596,0.54563
2008,Post-secondary Non-tertiary Level,Disagree,0.10072,113,1079,0.08276,0.11869
2008,First Stage of Tertiary Education,Strongly agree,0.41390,572,1395,0.38804,0.43976
2008,First Stage of Tertiary Education,Agree,0.46765,664,1395,0.44145,0.49384
2008,First Stage of Tertiary Education,Disagree,0.10317,159,1395,0.08720,0.11914
2008,Second Stage of Tertiary Education,Strongly agree,0.30362,1306,4183,0.28968,0.31755
2008,Second Stage of Tertiary Education,Agree,0.50230,2079,4183,0.48714,0.51745
2008,Second Stage of Tertiary Education,Disagree,0.16886,698,4183,0.15750,0.18021
2008,Second Stage of Tertiary Education,Strongly disagree,0.02238,100,4183,0.01789,0.02686
2013,Pre-primary Level,Strongly agree,0.18566,182,440,0.14928,0.22203
2013,Pre-primary Level,Agree,0.21753,211,440,0.17894,0.25613
2013,Pre-primary Level,Disagree,0.02795,47,440,0.01253,0.04337
2013,Primary Level,Strongly agree,0.37041,192,304,0.31604,0.42479
2013,Primary Level,Agree,0.26292,112,304,0.21335,0.31248
2013,Lower Secondary Level,Strongly agree,0.43011,1401,2543,0.41086,0.44936
2013,Lower Secondary Level,Agree,0.31782,979,2543,0.29972,0.33593
2013,Lower Secondary Level,Disagree,0.05634,163,2543,0.04738,0.06531
2013,Upper Secondary Level,Strongly agree,0.43643,5775,12358,0.42769,0.44518
2013,Upper Secondary Level,Agree,0.39620,5414,12358,0.38758,0.40483
2013,Upper Secondary Level,Disagree,0.08361,1030,12358,0.07873,0.08849
2013,Upper Secondary Level,Strongly disagree,0.01293,139,12358,0.01093,0.01492
2013,Post-secondary Non-tertiary Level,Strongly agree,0.30606,609,1746,0.28443,0.32768
2013,Post-secondary Non-tertiary Level,Agree,0.42040,932,1746,0.39724,0.44356
2013,Post-secondary Non-tertiary Level,Disagree,0.10166,205,1746,0.08748,0.11584
2013,First Stage of Tertiary Education,Strongly agree,0.39705,657,1648,0.37342,0.42068
2013,First Stage of Tertiary Education,Agree,0.44864,794,1648,0.42462,0.47266
2013,First Stage of Tertiary Education,Disagree,0.11825,197,1648,0.10266,0.13385
2013,Second Stage of Tertiary Education,Strongly agree,0.26537,1582,5810,0.25401,0.27672
2013,Second Stage of Tertiary Education,Agree,0.46284,3029,5810,0.45002,0.47566
2013,Second Stage of Tertiary Education,Disagree,0.16441,1066,5810,0.15488,0.17394
2013,Second Stage of Tertiary Education,Strongly disagree,0.01881,133,5810,0.01531,0.02230
2018,Pre-primary Level,Strongly agree,0.23858,150,328,0.19239,0.28478
2018,Pre-primary Level,Agree,0.19865,136,328,0.15541,0.24190
2018,Pre-primary Level,Disagree,0.07094,42,328,0.04311,0.09877
2018,Primary Level,Strongly agree,0.60599,1074,1604,0.58207,0.62991
2018,Primary Level,Agree,0.27330,396,1604,0.25148,0.29511
2018,Primary Level,Disagree,0.06747,101,1604,0.05519,0.07975
2018,Primary Level,Strongly disagree,0.00926,33,1604,0.00457,0.01394
2018,Lower Secondary Level,Strongly agree,0.53361,1931,3302,0.51660,0.55063
2018,Lower Secondary Level,Agree,0.36341,1142,3302,0.34700,0.37981
