year,regtyp,plh0194,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Urban regions,Strongly agree,0.37510,6380,14657,0.36726,0.38294
2003,Urban regions,Agree,0.34818,6412,14657,0.34047,0.35590
2003,Urban regions,Disagree,0.08963,1617,14657,0.08500,0.09425
2003,Urban regions,Strongly disagree,0.01428,248,14657,0.01236,0.01620
2003,Rural regions,Strongly agree,0.38686,3386,7402,0.37576,0.39795
2003,Rural regions,Agree,0.35878,3239,7402,0.34785,0.36971
2003,Rural regions,Disagree,0.06975,654,7402,0.06395,0.07556
2003,Rural regions,Strongly disagree,0.01501,123,7402,0.01224,0.01778
2008,Urban regions,Strongly agree,0.36195,5296,12620,0.35356,0.37033
2008,Urban regions,Agree,0.36758,5706,12620,0.35916,0.37599
2008,Urban regions,Disagree,0.08852,1401,12620,0.08356,0.09347
2008,Urban regions,Strongly disagree,0.01521,217,12620,0.01307,0.01734
2008,Rural regions,Strongly agree,0.37041,2874,6627,0.35878,0.38203
2008,Rural regions,Agree,0.37452,2932,6627,0.36287,0.38618
2008,Rural regions,Disagree,0.08540,708,6627,0.07867,0.09212
2008,Rural regions,Strongly disagree,0.01139,113,6627,0.00883,0.01394
2013,Urban regions,Strongly agree,0.30820,6483,16105,0.30106,0.31533
2013,Urban regions,Agree,0.33428,7440,16105,0.32699,0.34156
2013,Urban regions,Disagree,0.08824,1946,16105,0.08386,0.09262
2013,Urban regions,Strongly disagree,0.01223,236,16105,0.01053,0.01393
2013,Rural regions,Strongly agree,0.35951,4098,9292,0.34975,0.36927
2013,Rural regions,Agree,0.35326,4256,9292,0.34354,0.36298
2013,Rural regions,Disagree,0.07470,825,9292,0.06936,0.08005
2013,Rural regions,Strongly disagree,0.00896,113,9292,0.00704,0.01088
2018,Urban regions,Strongly agree,0.32285,8006,18859,0.31617,0.32952
2018,Urban regions,Agree,0.37434,7879,18859,0.36744,0.38125
2018,Urban regions,Disagree,0.12269,2590,18859,0.11801,0.12737
2018,Urban regions,Strongly disagree,0.01576,384,18859,0.01398,0.01754
2018,Rural regions,Strongly agree,0.36879,4536,9796,0.35923,0.37834
2018,Rural regions,Agree,0.37580,4120,9796,0.36621,0.38539
2018,Rural regions,Disagree,0.08362,972,9796,0.07813,0.08910
2018,Rural regions,Strongly disagree,0.01292,168,9796,0.01068,0.01515
