year,sampreg,plh0194,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,West,Strongly agree,0.36853,7232,16729,0.36122,0.37584
2003,West,Agree,0.35317,7438,16729,0.34593,0.36041
2003,West,Disagree,0.08441,1785,16729,0.08020,0.08862
2003,West,Strongly disagree,0.01404,274,16729,0.01225,0.01582
2003,East,Strongly agree,0.42538,2534,5330,0.41210,0.43865
2003,East,Agree,0.34417,2213,5330,0.33142,0.35693
2003,East,Disagree,0.07843,486,5330,0.07121,0.08565
2003,East,Strongly disagree,0.01664,97,5330,0.01321,0.02008
2008,West,Strongly agree,0.35351,5989,14482,0.34572,0.36129
2008,West,Agree,0.37339,6665,14482,0.36551,0.38127
2008,West,Disagree,0.08720,1588,14482,0.08261,0.09180
2008,West,Strongly disagree,0.01343,240,14482,0.01156,0.01531
2008,East,Strongly agree,0.41588,2181,4765,0.40188,0.42988
2008,East,Agree,0.35322,1973,4765,0.33965,0.36680
2008,East,Disagree,0.08898,521,4765,0.08090,0.09707
2008,East,Strongly disagree,0.01657,90,4765,0.01294,0.02019
2013,West,Strongly agree,0.31061,7995,19694,0.30415,0.31708
2013,West,Agree,0.33792,9211,19694,0.33131,0.34453
2013,West,Disagree,0.08402,2213,19694,0.08014,0.08789
2013,West,Strongly disagree,0.01171,275,19694,0.01021,0.01321
2013,East,Strongly agree,0.39240,2586,5703,0.37973,0.40507
2013,East,Agree,0.35247,2485,5703,0.34007,0.36487
2013,East,Disagree,0.08295,558,5703,0.07579,0.09011
2013,East,Strongly disagree,0.00859,74,5703,0.00619,0.01099
2018,West,Strongly agree,0.32915,9761,22712,0.32304,0.33526
2018,West,Agree,0.37677,9556,22712,0.37047,0.38307
2018,West,Disagree,0.11591,2961,22712,0.11175,0.12008
2018,West,Strongly disagree,0.01485,434,22712,0.01328,0.01642
2018,East,Strongly agree,0.37587,2781,5943,0.36356,0.38819
2018,East,Agree,0.36530,2443,5943,0.35306,0.37754
2018,East,Disagree,0.08441,601,5943,0.07734,0.09148
2018,East,Strongly disagree,0.01500,118,5943,0.01190,0.01809
