year,bula_h,quintil_oecd,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,1st Quintile,Never,0.58023,40,40,0.42533,0.73512
1990,Schleswig-Holstein,2nd Quintile,Never,0.55240,36,36,0.38767,0.71714
1990,Lower Saxony,1st Quintile,Seldom,0.26615,58,196,0.20412,0.32818
1990,Lower Saxony,1st Quintile,Never,0.63272,138,196,0.56505,0.70038
1990,Lower Saxony,2nd Quintile,Seldom,0.26838,49,136,0.19363,0.34313
1990,Lower Saxony,2nd Quintile,Never,0.49134,87,136,0.40701,0.57568
1990,Lower Saxony,3rd Quintile,Seldom,0.33789,60,136,0.25810,0.41767
1990,Lower Saxony,3rd Quintile,Never,0.40649,76,136,0.32363,0.48935
1990,Lower Saxony,4th Quintile,At least once per month,0.17848,37,181,0.12254,0.23442
1990,Lower Saxony,4th Quintile,Seldom,0.32960,71,181,0.26093,0.39827
1990,Lower Saxony,4th Quintile,Never,0.34013,73,181,0.27092,0.40934
1990,Lower Saxony,5th Quintile,At least once per week,0.17078,34,185,0.11640,0.22516
1990,Lower Saxony,5th Quintile,At least once per month,0.18753,37,185,0.13113,0.24393
1990,Lower Saxony,5th Quintile,Seldom,0.29145,53,185,0.22579,0.35711
1990,Lower Saxony,5th Quintile,Never,0.35024,61,185,0.28131,0.41917
1990,North Rhine-Westphalia,1st Quintile,At least once per week,0.06735,40,587,0.04706,0.08765
1990,North Rhine-Westphalia,1st Quintile,At least once per month,0.07034,34,587,0.04963,0.09104
1990,North Rhine-Westphalia,1st Quintile,Seldom,0.20754,116,587,0.17470,0.24038
1990,North Rhine-Westphalia,1st Quintile,Never,0.65477,397,587,0.61627,0.69326
1990,North Rhine-Westphalia,2nd Quintile,At least once per week,0.14620,70,551,0.11668,0.17573
1990,North Rhine-Westphalia,2nd Quintile,At least once per month,0.08308,48,551,0.06001,0.10614
1990,North Rhine-Westphalia,2nd Quintile,Seldom,0.27746,147,551,0.24004,0.31489
1990,North Rhine-Westphalia,2nd Quintile,Never,0.49325,286,551,0.45147,0.53504
1990,North Rhine-Westphalia,3rd Quintile,At least once per week,0.13417,65,489,0.10393,0.16441
