year,migback,sampreg,pli0093_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,West,At least once per week,0.12823440074830983,876,9396,0.12813702080803432,0.12833178068858533
1990,No migration background,West,At least once per month,0.1262541299515096,861,9396,0.1261573951529634,0.12635086475005583
1990,No migration background,West,Seldom,0.3019592434480418,2050,9396,0.3018255278960653,0.3020929590000183
1990,No migration background,West,Never,0.4435522258521387,2819,9396,0.44340753137555733,0.4436969203287201
1990,Direct migration background,West,At least once per week,0.09794969039790347,170,9396,0.09771003714619259,0.09818934364961435
1990,Direct migration background,West,At least once per month,0.09538167766442554,149,9396,0.09514485046425991,0.09561850486459117
1990,Direct migration background,West,Seldom,0.22016621591594993,447,9396,0.21983214184120364,0.2205002899906962
1990,Direct migration background,West,Never,0.586502416021721,1736,9396,0.5861053727844402,0.5868994592590019
1990,Indirect migration background,West,At least once per week,0.2241990347048454,52,9396,0.2230558809056315,0.2253421885040593
1990,Indirect migration background,West,At least once per month,0.11138243217892507,42,9396,0.11052009237450126,0.11224477198334888
1990,Indirect migration background,West,Seldom,0.2571144088169549,64,9396,0.2559164640017505,0.2583123536321593
1990,Indirect migration background,West,Never,0.4073041242992747,130,9396,0.405957371169562,0.4086508774289874
1995,No migration background,West,At least once per week,0.13366568115701266,869,13166,0.13356437899562618,0.13376698331839915
1995,No migration background,West,At least once per month,0.09606358028475637,624,13166,0.09597585711400249,0.09615130345551025
1995,No migration background,West,Seldom,0.30089325330503947,1976,13166,0.3007567183140896,0.3010297882959893
1995,No migration background,West,Never,0.46937748525319156,2958,13166,0.4692289190727867,0.46952605143359644
1995,No migration background,East,At least once per week,0.0735494286283739,271,13166,0.07340211507161008,0.0736967421851377
1995,No migration background,East,At least once per month,0.06928115391170069,258,13166,0.06913784976839685,0.06942445805500452
1995,No migration background,East,Seldom,0.3066765198434899,1174,13166,0.30641629416219723,0.3069367455247826
1995,No migration background,East,Never,0.5504928976164355,1806,13166,0.550212169393769,0.5507736258391019
1995,Direct migration background,West,At least once per week,0.11843631224698957,196,13166,0.11822070255875654,0.1186519219352226
1995,Direct migration background,West,At least once per month,0.07552502430346582,145,13166,0.07534870819015227,0.07570134041677937
1995,Direct migration background,West,Seldom,0.1901297008240226,469,13166,0.18986786340859502,0.1903915382394502
1995,Direct migration background,West,Never,0.6159089626255221,1812,13166,0.6155844180643166,0.6162335071867275
1995,Direct migration background,East,Seldom,0.25210143619048886,31,13166,0.25094988069613666,0.25325299168484106
1995,Direct migration background,East,Never,0.7478985638095113,91,13166,0.746747008315159,0.7490501193038634
1995,Indirect migration background,West,At least once per week,0.22344700761604255,77,13166,0.2226796178408601,0.224214397391225
1995,Indirect migration background,West,At least once per month,0.09175447082884641,50,13166,0.09122265845274842,0.0922862832049444
1995,Indirect migration background,West,Seldom,0.284978901160625,132,13166,0.2841473117118254,0.28581049060942465
1995,Indirect migration background,West,Never,0.3998196203944861,227,13166,0.398917184967319,0.4007220558216532
1998,No migration background,West,At least once per week,0.12557437542528832,936,14055,0.12547579595387784,0.1256729548966988
1998,No migration background,West,At least once per month,0.09169238860682281,691,14055,0.09160653517623027,0.09177824203741536
1998,No migration background,West,Seldom,0.2783130678978471,2126,14055,0.2781797416203067,0.2784463941753875
1998,No migration background,West,Never,0.5044201680700418,3694,14055,0.5042714281419955,0.504568907998088
1998,No migration background,East,At least once per week,0.07569119978811116,287,14055,0.07554249819017725,0.07583990138604507
1998,No migration background,East,At least once per month,0.07487338524013759,289,14055,0.07472542374230712,0.07502134673796806
1998,No migration background,East,Seldom,0.28894671017097007,1145,14055,0.28869188381200867,0.28920153652993147
1998,No migration background,East,Never,0.5604887048007812,1976,14055,0.5602096735475819,0.5607677360539804
1998,Direct migration background,West,At least once per week,0.0755161867609362,110,14055,0.07533709246694453,0.07569528105492787
1998,Direct migration background,West,At least once per month,0.06416146615621059,113,14055,0.06399537379118676,0.06432755852123441
1998,Direct migration background,West,Seldom,0.1898349174574371,336,14055,0.18956909793265833,0.19010073698221588
1998,Direct migration background,West,Never,0.6704874296254162,1700,14055,0.6701688313790085,0.6708060278718239
1998,Direct migration background,East,Never,1.0,84,14055,1.0,1.0
1998,Indirect migration background,West,At least once per week,0.18583666093623472,71,14055,0.18524833060251977,0.18642499126994966
1998,Indirect migration background,West,At least once per month,0.07973641255770253,47,14055,0.07932669531817661,0.08014612979722845
1998,Indirect migration background,West,Seldom,0.2599078000394381,138,14055,0.25924443536182395,0.2605711647170522
1998,Indirect migration background,West,Never,0.47451912646662464,312,14055,0.4737638515000259,0.47527440143322336
2001,No migration background,West,At least once per week,0.0958239259728584,1296,21616,0.09573697977665449,0.0959108721690623
2001,No migration background,West,At least once per month,0.06610701878233617,851,21616,0.06603362497064758,0.06618041259402477
2001,No migration background,West,Seldom,0.23634061002635845,3110,21616,0.2362151208913918,0.2364660991613251
2001,No migration background,West,Never,0.601728445218447,7524,21616,0.6015838423136405,0.6018730481232536
