year,bula_h,migback,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,No migration background,At least once per month,0.13729,32,222,0.09191,0.18266
1990,Schleswig-Holstein,No migration background,Seldom,0.35672,84,222,0.29356,0.41987
1990,Schleswig-Holstein,No migration background,Never,0.40439,106,222,0.33969,0.46910
1990,Hamburg,No migration background,Seldom,0.29132,38,87,0.19529,0.38736
1990,Hamburg,No migration background,Never,0.43632,49,87,0.33150,0.54114
1990,Lower Saxony,No migration background,At least once per week,0.13707,112,799,0.11320,0.16093
1990,Lower Saxony,No migration background,At least once per month,0.12418,108,799,0.10130,0.14707
1990,Lower Saxony,No migration background,Seldom,0.30525,252,799,0.27330,0.33720
1990,Lower Saxony,No migration background,Never,0.43350,327,799,0.39912,0.46788
1990,Lower Saxony,Direct migration background,Seldom,0.21724,36,132,0.14663,0.28786
1990,Lower Saxony,Direct migration background,Never,0.57132,96,132,0.48657,0.65607
1990,Bremen,No migration background,Never,0.54165,45,45,0.39442,0.68888
1990,North Rhine-Westphalia,No migration background,At least once per week,0.12850,236,1795,0.11301,0.14399
1990,North Rhine-Westphalia,No migration background,At least once per month,0.11633,209,1795,0.10149,0.13117
1990,North Rhine-Westphalia,No migration background,Seldom,0.30197,562,1795,0.28072,0.32321
1990,North Rhine-Westphalia,No migration background,Never,0.45320,788,1795,0.43017,0.47624
1990,North Rhine-Westphalia,Direct migration background,At least once per week,0.08414,47,663,0.06300,0.10529
1990,North Rhine-Westphalia,Direct migration background,At least once per month,0.07129,37,663,0.05169,0.09089
1990,North Rhine-Westphalia,Direct migration background,Seldom,0.21842,108,663,0.18694,0.24989
1990,North Rhine-Westphalia,Direct migration background,Never,0.62615,471,663,0.58929,0.66300
1990,North Rhine-Westphalia,Indirect migration background,Never,0.53711,41,41,0.38258,0.69163
1990,Hesse,No migration background,At least once per week,0.09442,59,604,0.07108,0.11776
1990,Hesse,No migration background,At least once per month,0.12260,77,604,0.09642,0.14878
1990,Hesse,No migration background,Seldom,0.31011,195,604,0.27319,0.34703
1990,Hesse,No migration background,Never,0.47287,273,604,0.43302,0.51271
1990,Hesse,Direct migration background,Seldom,0.15863,32,313,0.11809,0.19917
1990,Hesse,Direct migration background,Never,0.70419,281,313,0.65355,0.75483
1990,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.14118,74,539,0.11176,0.17060
1990,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.08974,51,539,0.06559,0.11389
1990,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.21243,118,539,0.17786,0.24699
1990,"Rhineland-Palatinate, Saarland",No migration background,Never,0.55666,296,539,0.51468,0.59863
1990,"Rhineland-Palatinate, Saarland",Direct migration background,Never,0.74294,94,94,0.65412,0.83176
1990,Baden-Wuerttemberg,No migration background,At least once per week,0.13996,150,1029,0.11875,0.16117
1990,Baden-Wuerttemberg,No migration background,At least once per month,0.14439,149,1029,0.12290,0.16587
1990,Baden-Wuerttemberg,No migration background,Seldom,0.32417,338,1029,0.29556,0.35279
1990,Baden-Wuerttemberg,No migration background,Never,0.39148,392,1029,0.36164,0.42132
1990,Baden-Wuerttemberg,Direct migration background,At least once per week,0.10711,43,678,0.08381,0.13040
1990,Baden-Wuerttemberg,Direct migration background,At least once per month,0.08839,40,678,0.06701,0.10978
1990,Baden-Wuerttemberg,Direct migration background,Seldom,0.26194,150,678,0.22882,0.29507
1990,Baden-Wuerttemberg,Direct migration background,Never,0.54256,445,678,0.50503,0.58009
1990,Baden-Wuerttemberg,Indirect migration background,Never,0.36902,33,33,0.20182,0.53621
1990,Bavaria,No migration background,At least once per week,0.13204,166,1179,0.11270,0.15137
1990,Bavaria,No migration background,At least once per month,0.13772,172,1179,0.11804,0.15740
1990,Bavaria,No migration background,Seldom,0.30521,371,1179,0.27891,0.33151
1990,Bavaria,No migration background,Never,0.42504,470,1179,0.39680,0.45327
1990,Bavaria,Direct migration background,At least once per month,0.17677,32,327,0.13536,0.21818
1990,Bavaria,Direct migration background,Seldom,0.23283,72,327,0.18695,0.27871
1990,Bavaria,Direct migration background,Never,0.47371,223,327,0.41951,0.52791
1990,Berlin,No migration background,At least once per month,0.14446,35,182,0.09324,0.19568
1990,Berlin,No migration background,Seldom,0.33879,74,182,0.26984,0.40775
1990,Berlin,No migration background,Never,0.39679,73,182,0.32551,0.46806
1990,Berlin,Direct migration background,Never,0.54388,70,70,0.42636,0.66141
1995,Schleswig-Holstein,No migration background,Seldom,0.32331,78,190,0.25662,0.38999
1995,Schleswig-Holstein,No migration background,Never,0.41939,112,190,0.34903,0.48974
1995,Hamburg,No migration background,Never,0.52515,51,51,0.38673,0.66356
1995,Lower Saxony,No migration background,At least once per week,0.11884,94,797,0.09636,0.14132
1995,Lower Saxony,No migration background,At least once per month,0.10515,85,797,0.08384,0.12646
1995,Lower Saxony,No migration background,Seldom,0.33818,263,797,0.30531,0.37104
1995,Lower Saxony,No migration background,Never,0.43783,355,797,0.40337,0.47230
1995,Lower Saxony,Direct migration background,Never,0.58875,148,148,0.50921,0.66830
1995,Bremen,No migration background,Never,0.56606,37,37,0.40415,0.72796
1995,North Rhine-Westphalia,No migration background,At least once per week,0.12595,219,1735,0.11033,0.14157
1995,North Rhine-Westphalia,No migration background,At least once per month,0.10505,166,1735,0.09062,0.11949
1995,North Rhine-Westphalia,No migration background,Seldom,0.28541,536,1735,0.26416,0.30667
1995,North Rhine-Westphalia,No migration background,Never,0.48358,814,1735,0.46006,0.50710
1995,North Rhine-Westphalia,Direct migration background,At least once per week,0.09480,40,683,0.07281,0.11678
1995,North Rhine-Westphalia,Direct migration background,At least once per month,0.09717,41,683,0.07494,0.11940
1995,North Rhine-Westphalia,Direct migration background,Seldom,0.18204,113,683,0.15308,0.21100
1995,North Rhine-Westphalia,Direct migration background,Never,0.62599,489,683,0.58968,0.66231
1995,North Rhine-Westphalia,Indirect migration background,Seldom,0.26233,39,114,0.18122,0.34344
1995,North Rhine-Westphalia,Indirect migration background,Never,0.43435,75,114,0.34296,0.52575
1995,Hesse,No migration background,At least once per week,0.12537,72,571,0.09818,0.15255
1995,Hesse,No migration background,At least once per month,0.08420,57,571,0.06141,0.10700
1995,Hesse,No migration background,Seldom,0.35182,190,571,0.31261,0.39102
1995,Hesse,No migration background,Never,0.43861,252,571,0.39788,0.47935
1995,Hesse,Direct migration background,Seldom,0.16424,37,284,0.12107,0.20740
1995,Hesse,Direct migration background,Never,0.73390,247,284,0.68241,0.78539
1995,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.12635,62,514,0.09760,0.15510
1995,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.05292,32,514,0.03355,0.07229
1995,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.22141,126,514,0.18548,0.25734
1995,"Rhineland-Palatinate, Saarland",No migration background,Never,0.59932,294,514,0.55692,0.64173
1995,"Rhineland-Palatinate, Saarland",Direct migration background,Never,0.78122,134,134,0.71096,0.85148
1995,Baden-Wuerttemberg,No migration background,At least once per week,0.13589,141,981,0.11444,0.15734
1995,Baden-Wuerttemberg,No migration background,At least once per month,0.08735,96,981,0.06967,0.10503
1995,Baden-Wuerttemberg,No migration background,Seldom,0.32551,310,981,0.29617,0.35484
1995,Baden-Wuerttemberg,No migration background,Never,0.45125,434,981,0.42010,0.48241
1995,Baden-Wuerttemberg,Direct migration background,At least once per week,0.10458,41,652,0.08107,0.12809
1995,Baden-Wuerttemberg,Direct migration background,Seldom,0.20348,144,652,0.17256,0.23441
1995,Baden-Wuerttemberg,Direct migration background,Never,0.64769,467,652,0.61100,0.68439
1995,Baden-Wuerttemberg,Indirect migration background,Seldom,0.22557,32,96,0.14153,0.30962
1995,Baden-Wuerttemberg,Indirect migration background,Never,0.46194,64,96,0.36169,0.56220
1995,Bavaria,No migration background,At least once per week,0.15446,197,1207,0.13406,0.17485
1995,Bavaria,No migration background,At least once per month,0.10363,128,1207,0.08643,0.12084
1995,Bavaria,No migration background,Seldom,0.29723,367,1207,0.27143,0.32302
1995,Bavaria,No migration background,Never,0.44468,515,1207,0.41663,0.47273
1995,Bavaria,Direct migration background,At least once per week,0.15369,45,362,0.11649,0.19089
1995,Bavaria,Direct migration background,Seldom,0.25593,93,362,0.21091,0.30094
