year,pli0093_h,age_gr,sampreg,proportion,n,lower_confidence,upper_confidence
1990,At least once per week,18-29 y.,West,0.384688995215311,18165,0.37761376471939756,0.3917642257112245
1990,At least once per week,30-45 y.,West,0.2880382775119617,18165,0.28145273139464994,0.2946238236292735
1990,At least once per week,46-65 y.,West,0.2535885167464115,18165,0.247261597110391,0.259915436382432
1990,At least once per week,66 and older,West,0.07368421052631578,18165,0.06988489711162507,0.0774835239410065
1990,At least once per month,30-45 y.,West,0.33525456292026895,18165,0.3283893596379361,0.3421197662026018
1990,At least once per month,18-29 y.,West,0.33525456292026895,18165,0.3283893596379361,0.3421197662026018
1990,At least once per month,46-65 y.,West,0.2670509125840538,18165,0.26061704219598286,0.2734847829721247
1990,At least once per month,66 and older,West,0.06243996157540826,18165,0.058921367007371245,0.06595855614344527
1990,Seldom,30-45 y.,West,0.3619047619047619,18165,0.3549163536047747,0.3688931702047491
1990,Seldom,46-65 y.,West,0.3011904761904762,18165,0.2945187472197529,0.30786220516119944
1990,Seldom,18-29 y.,West,0.2785714285714286,18165,0.27205209316787354,0.2850907639749836
1990,Seldom,66 and older,West,0.058333333333333334,18165,0.05492497407019457,0.0617416925964721
1990,Never,46-65 y.,West,0.34422327996538293,18165,0.33731394119323665,0.3511326187375292
1990,Never,30-45 y.,West,0.26135871916919085,18165,0.2549691194160459,0.2677483189223358
1990,Never,18-29 y.,West,0.23366508005192557,18165,0.2275112629375139,0.23981889716633725
1990,Never,66 and older,West,0.16075292081350065,18165,0.1554114270484289,0.1660944145785724
1995,At least once per week,18-29 y.,West,0.2765957446808511,17246,0.26991960895640726,0.2832718804052949
1995,At least once per week,30-45 y.,West,0.26265590608950845,17246,0.2560877938015693,0.2692240183774476
1995,At least once per week,46-65 y.,West,0.18195157740278797,17246,0.17619347613243033,0.1877096786731456
1995,At least once per week,66 and older,West,0.08217168011738811,17246,0.07807290877728833,0.08627045145748789
1995,At least once per week,18-29 y.,East,0.07263389581804842,17246,0.06876036372169636,0.07650742791440049
1995,At least once per week,30-45 y.,East,0.06382978723404255,17246,0.060181399489991065,0.06747817497809404
1995,At least once per week,46-65 y.,East,0.04695524578136464,17246,0.04379798403876319,0.050112507523966086
1995,At least once per week,66 and older,East,0.013206162876008804,17246,0.011502383254849022,0.014909942497168586
1995,At least once per month,30-45 y.,West,0.2933458294283037,17246,0.2865505815636714,0.30014107729293593
1995,At least once per month,18-29 y.,West,0.20712277413308341,17246,0.20107453742877407,0.21317101083739276
1995,At least once per month,46-65 y.,West,0.19306466729147143,17246,0.1871737537752186,0.19895558080772424
1995,At least once per month,30-45 y.,East,0.08716026241799438,17246,0.08295039504829128,0.09137012978769747
1995,At least once per month,18-29 y.,East,0.07778819119025304,17246,0.07379073183716554,0.08178565054334054
1995,At least once per month,46-65 y.,East,0.059044048734770385,17246,0.055526139806967245,0.06256195766257353
1995,At least once per month,66 and older,West,0.059044048734770385,17246,0.055526139806967245,0.06256195766257353
1995,At least once per month,66 and older,East,0.023430178069353328,17246,0.021172555568552437,0.02568780057015422
1995,Seldom,30-45 y.,West,0.2644140520246715,17246,0.2578318552953706,0.2709962487539724
1995,Seldom,46-65 y.,West,0.1879860552426924,17246,0.18215487532531233,0.1938172351600725
