year,age_gr,quintil_oecd,pli0093_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,1st Quintile,At least once per week,0.157567632958051,80,9140,0.1570902486467841,0.15804501726931794
1990,17-29 y.,1st Quintile,At least once per month,0.11710870091728391,52,9140,0.11668737777486933,0.11753002405969849
1990,17-29 y.,1st Quintile,Seldom,0.2987079401048977,138,9140,0.29810823194381814,0.2993076482659773
1990,17-29 y.,1st Quintile,Never,0.42661572601976744,303,9140,0.425967676141214,0.4272637758983209
1990,17-29 y.,2nd Quintile,At least once per week,0.2031430158070913,93,9140,0.20262345921963518,0.2036625723945474
1990,17-29 y.,2nd Quintile,At least once per month,0.1325880622574811,74,9140,0.13215013031321535,0.13302599420174685
1990,17-29 y.,2nd Quintile,Seldom,0.28478866083939147,146,9140,0.2842058598794388,0.28537146179934414
1990,17-29 y.,2nd Quintile,Never,0.3794802610960361,250,9140,0.3788536268697936,0.3801068953222786
1990,17-29 y.,3rd Quintile,At least once per week,0.17234620098343303,95,9140,0.1718746514383974,0.17281775052846868
1990,17-29 y.,3rd Quintile,At least once per month,0.1811770339941668,81,9140,0.18069614072694867,0.1816579272613849
1990,17-29 y.,3rd Quintile,Seldom,0.31817862376030903,150,9140,0.31759709269132874,0.3187601548292893
1990,17-29 y.,3rd Quintile,Never,0.3282981412620911,225,9140,0.3277118349046401,0.3288844476195421
1990,17-29 y.,4th Quintile,At least once per week,0.15434192604531574,96,9140,0.15393460662469444,0.15474924546593705
1990,17-29 y.,4th Quintile,At least once per month,0.1504265861468319,80,9140,0.15002353652669462,0.1508296357669692
1990,17-29 y.,4th Quintile,Seldom,0.3167952595152391,190,9140,0.31627074135117983,0.3173197776792984
1990,17-29 y.,4th Quintile,Never,0.37843622829261314,241,9140,0.37788942016758725,0.37898303641763903
1990,17-29 y.,5th Quintile,At least once per week,0.21951965463533232,91,9140,0.21896566860544323,0.22007364066522142
1990,17-29 y.,5th Quintile,At least once per month,0.18989829217864915,73,9140,0.18937335005283085,0.19042323430446745
1990,17-29 y.,5th Quintile,Seldom,0.32193605913251416,119,9140,0.321310740659452,0.32256137760557635
1990,17-29 y.,5th Quintile,Never,0.2686459940535044,122,9140,0.26805274762952364,0.2692392404774852
1990,30-45 y.,1st Quintile,At least once per month,0.0933347566648505,32,9140,0.0929240259154437,0.0937454874142573
1990,30-45 y.,1st Quintile,Seldom,0.30145861070991475,112,9140,0.30081068986468346,0.30210653155514605
1990,30-45 y.,1st Quintile,Never,0.6052066326252348,343,9140,0.6045164741947252,0.6058967910557443
1990,30-45 y.,2nd Quintile,At least once per week,0.14065942444353258,71,9140,0.14025608055171804,0.14106276833534712
1990,30-45 y.,2nd Quintile,At least once per month,0.11136725622497738,55,9140,0.1110022936575284,0.11173221879242637
1990,30-45 y.,2nd Quintile,Seldom,0.3736432796146349,219,9140,0.3730820405842426,0.3742045186450272
