year,migback,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,At least once per week,0.12821,876,6606,0.12014,0.13627
1990,No migration background,At least once per month,0.12624,861,6606,0.11823,0.13425
1990,No migration background,Seldom,0.30197,2050,6606,0.29090,0.31304
1990,No migration background,Never,0.44358,2819,6606,0.43160,0.45556
1990,Direct migration background,At least once per week,0.09794,170,2502,0.08629,0.10959
1990,Direct migration background,At least once per month,0.09538,149,2502,0.08386,0.10689
1990,Direct migration background,Seldom,0.22017,447,2502,0.20393,0.23641
1990,Direct migration background,Never,0.58651,1736,2502,0.56721,0.60581
1990,Indirect migration background,At least once per week,0.22408,52,288,0.17583,0.27232
1990,Indirect migration background,At least once per month,0.11142,42,288,0.07502,0.14783
1990,Indirect migration background,Seldom,0.25710,64,288,0.20653,0.30766
1990,Indirect migration background,Never,0.40740,130,288,0.35056,0.46425
1995,No migration background,At least once per week,0.12054,1140,9937,0.11414,0.12694
1995,No migration background,At least once per month,0.09024,882,9937,0.08460,0.09587
1995,No migration background,Seldom,0.30213,3150,9937,0.29310,0.31116
1995,No migration background,Never,0.48710,4765,9937,0.47727,0.49693
1995,Direct migration background,At least once per week,0.11556,208,2765,0.10364,0.12748
1995,Direct migration background,At least once per month,0.07546,154,2765,0.06561,0.08530
1995,Direct migration background,Seldom,0.19176,500,2765,0.17708,0.20644
1995,Direct migration background,Never,0.61722,1903,2765,0.59910,0.63534
1995,Indirect migration background,At least once per week,0.22689,82,500,0.19014,0.26363
1995,Indirect migration background,At least once per month,0.09578,53,500,0.06996,0.12160
1995,Indirect migration background,Seldom,0.28211,135,500,0.24262,0.32159
1995,Indirect migration background,Never,0.39522,230,500,0.35233,0.43812
1998,No migration background,At least once per week,0.11472,1224,11146,0.10880,0.12064
1998,No migration background,At least once per month,0.08799,980,11146,0.08273,0.09325
1998,No migration background,Seldom,0.28059,3271,11146,0.27225,0.28893
1998,No migration background,Never,0.51670,5671,11146,0.50742,0.52598
1998,Direct migration background,At least once per week,0.07361,118,2377,0.06311,0.08411
1998,Direct migration background,At least once per month,0.06509,121,2377,0.05517,0.07501
1998,Direct migration background,Seldom,0.18587,354,2377,0.17023,0.20151
1998,Direct migration background,Never,0.67543,1784,2377,0.65660,0.69426
1998,Indirect migration background,At least once per week,0.18480,75,591,0.15348,0.21611
1998,Indirect migration background,At least once per month,0.07949,49,591,0.05766,0.10131
1998,Indirect migration background,Seldom,0.26691,147,591,0.23122,0.30260
1998,Indirect migration background,Never,0.46881,320,591,0.42854,0.50908
2001,No migration background,At least once per week,0.08835,1650,18032,0.08421,0.09250
2001,No migration background,At least once per month,0.06292,1119,18032,0.05938,0.06647
2001,No migration background,Seldom,0.22902,4261,18032,0.22289,0.23515
2001,No migration background,Never,0.61970,11002,18032,0.61262,0.62679
2001,Direct migration background,At least once per week,0.06668,150,2887,0.05758,0.07578
2001,Direct migration background,At least once per month,0.04894,113,2887,0.04107,0.05682
2001,Direct migration background,Seldom,0.17602,503,2887,0.16212,0.18991
2001,Direct migration background,Never,0.70836,2121,2887,0.69177,0.72494
2001,Indirect migration background,At least once per week,0.09415,71,758,0.07335,0.11496
2001,Indirect migration background,At least once per month,0.09361,58,758,0.07286,0.11436
2001,Indirect migration background,Seldom,0.25299,195,758,0.22202,0.28396
2001,Indirect migration background,Never,0.55925,434,758,0.52388,0.59462
2003,No migration background,At least once per week,0.11590,2447,18640,0.11131,0.12050
2003,No migration background,At least once per month,0.08832,1763,18640,0.08424,0.09239
2003,No migration background,Seldom,0.25896,5029,18640,0.25267,0.26525
2003,No migration background,Never,0.53682,9401,18640,0.52966,0.54398
2003,Direct migration background,At least once per week,0.08252,185,2598,0.07194,0.09310
2003,Direct migration background,At least once per month,0.05662,130,2598,0.04773,0.06551
2003,Direct migration background,Seldom,0.17591,433,2598,0.16127,0.19056
2003,Direct migration background,Never,0.68495,1850,2598,0.66708,0.70282
2003,Indirect migration background,At least once per week,0.14023,113,773,0.11573,0.16472
2003,Indirect migration background,At least once per month,0.11197,72,773,0.08973,0.13421
2003,Indirect migration background,Seldom,0.20918,168,773,0.18049,0.23787
2003,Indirect migration background,Never,0.53862,420,773,0.50346,0.57379
2005,No migration background,At least once per week,0.09248,1793,17356,0.08817,0.09679
2005,No migration background,At least once per month,0.07284,1380,17356,0.06898,0.07671
2005,No migration background,Seldom,0.28225,5094,17356,0.27556,0.28895
2005,No migration background,Never,0.55242,9089,17356,0.54502,0.55982
2005,Direct migration background,At least once per week,0.06133,130,2344,0.05162,0.07105
2005,Direct migration background,At least once per month,0.04145,105,2344,0.03338,0.04952
2005,Direct migration background,Seldom,0.20801,466,2344,0.19158,0.22445
2005,Direct migration background,Never,0.68921,1643,2344,0.67047,0.70795
2005,Indirect migration background,At least once per week,0.09432,73,813,0.07421,0.11442
2005,Indirect migration background,At least once per month,0.07651,67,813,0.05822,0.09479
2005,Indirect migration background,Seldom,0.30155,240,813,0.26998,0.33312
2005,Indirect migration background,Never,0.52763,433,813,0.49329,0.56197
2007,No migration background,At least once per week,0.10186,1935,17449,0.09737,0.10635
2007,No migration background,At least once per month,0.07420,1447,17449,0.07031,0.07808
2007,No migration background,Seldom,0.26033,4725,17449,0.25382,0.26684
2007,No migration background,Never,0.56361,9342,17449,0.55625,0.57097
2007,Direct migration background,At least once per week,0.06340,143,2096,0.05297,0.07384
2007,Direct migration background,At least once per month,0.04624,101,2096,0.03725,0.05523
2007,Direct migration background,Seldom,0.18073,386,2096,0.16426,0.19721
2007,Direct migration background,Never,0.70962,1466,2096,0.69019,0.72906
2007,Indirect migration background,At least once per week,0.06759,69,772,0.04987,0.08531
2007,Indirect migration background,At least once per month,0.08318,64,772,0.06368,0.10267
2007,Indirect migration background,Seldom,0.29457,209,772,0.26239,0.32675
2007,Indirect migration background,Never,0.55466,430,772,0.51958,0.58975
2008,No migration background,At least once per week,0.13202,2328,16576,0.12686,0.13717
2008,No migration background,At least once per month,0.08976,1550,16576,0.08541,0.09411
2008,No migration background,Seldom,0.25527,4370,16576,0.24863,0.26191
2008,No migration background,Never,0.52296,8328,16576,0.51535,0.53056
2008,Direct migration background,At least once per week,0.08612,178,1892,0.07348,0.09877
2008,Direct migration background,At least once per month,0.05301,110,1892,0.04291,0.06311
2008,Direct migration background,Seldom,0.20028,360,1892,0.18224,0.21831
2008,Direct migration background,Never,0.66059,1244,1892,0.63925,0.68194
2008,Indirect migration background,At least once per week,0.13523,110,763,0.11095,0.15951
