year,quintil_oecd,regtyp,pli0093_h,proportion,n,lower_confidence,upper_confidence
1990,1. Quintil,Urban regions,5.0,0.2727756492124308,13886,0.265367589125768,0.2801837092990936
1990,1. Quintil,Urban regions,4.0,0.14538101319710514,13886,0.13951817909805883,0.15124384729615145
1990,2. Quintil,Urban regions,5.0,0.12824606215410814,13886,0.12268463223157328,0.133807492076643
1990,1. Quintil,Urban regions,3.0,0.06502767134951043,13886,0.06092642392348541,0.06912891877553545
1990,1. Quintil,Rural regions,5.0,0.06460195828011919,13886,0.06051322707716057,0.06869068948307781
1990,2. Quintil,Urban regions,4.0,0.06321839080459771,13886,0.05917069014648577,0.06726609146270963
1990,1. Quintil,Urban regions,2.0,0.04821200510855683,13886,0.044649010221172916,0.05177499999594075
1990,1. Quintil,Rural regions,4.0,0.04203916560238399,13886,0.03870130334001384,0.045377027864754144
1990,2. Quintil,Rural regions,5.0,0.032992762877820346,13886,0.030021837825674177,0.035963687929966515
1990,2. Quintil,Urban regions,2.0,0.02320136228182205,13886,0.02069740591759007,0.025705318646054034
1990,2. Quintil,Urban regions,3.0,0.022243507875691782,13886,0.01979058166418026,0.024696434087203303
1990,2. Quintil,Rural regions,4.0,0.02192422307364836,13886,0.019488567645809023,0.0243598785014877
1990,1. Quintil,Rural regions,3.0,0.017028522775649212,13886,0.014876601218183842,0.019180444333114582
1990,1. Quintil,Urban regions,1.0,0.014154959557258408,13886,0.012190124332879939,0.016119794781636877
1990,1. Quintil,Rural regions,2.0,0.012452107279693486,13886,0.010607652547207412,0.01429656201217956
1990,2. Quintil,Urban regions,1.0,0.008939974457215836,13886,0.007374357164916965,0.010505591749514707
1990,2. Quintil,Rural regions,3.0,0.007662835249042145,13886,0.006212421648698693,0.009113248849385597
1990,2. Quintil,Rural regions,2.0,0.006066411238825032,13886,0.004774858637919612,0.007357963839730451
1990,1. Quintil,Rural regions,1.0,0.002767134951042997,13886,0.0018933974981337589,0.0036408724039522352
1990,2. Quintil,Rural regions,1.0,0.0010642826734780758,13886,0.0005219512638548457,0.001606614083101306
1995,2. Quintil,Urban regions,5.0,0.1312679896985305,13284,0.12552531828701893,0.1370106611100421
1995,3. Quintil,Urban regions,5.0,0.12960157551886078,13284,0.12389000127395816,0.1353131497637634
1995,2. Quintil,Rural regions,5.0,0.08119981820936222,13284,0.07655488255031324,0.08584475386841119
1995,3. Quintil,Rural regions,5.0,0.0659748522951068,13284,0.061753417010367746,0.07019628757984586
1995,3. Quintil,Urban regions,4.0,0.06203605514316013,13284,0.05793394991479839,0.06613816037152187
1995,4. Quintil,Urban regions,5.0,0.06105135585517346,13284,0.0569798017140031,0.06512290999634382
1995,2. Quintil,Urban regions,4.0,0.049689440993788817,13284,0.045994083399779305,0.05338479858779833
1995,3. Quintil,Rural regions,4.0,0.04612937433722163,13284,0.042562193244208096,0.04969655543023517
1995,4. Quintil,Urban regions,4.0,0.043251022572337525,13284,0.039791717758789216,0.04671032738588583
1995,2. Quintil,Rural regions,4.0,0.03863051052870777,13284,0.03535331744800772,0.04190770360940782
1995,5. Quintil,Urban regions,5.0,0.024465990001514924,13284,0.02183878330606297,0.027093196696966877
1995,4. Quintil,Rural regions,5.0,0.022723829722769276,13284,0.020189628736410163,0.02525803070912839
1995,4. Quintil,Rural regions,4.0,0.02045144675049235,13284,0.01804449912901424,0.022858394371970462
1995,3. Quintil,Urban regions,3.0,0.020299954552340554,13284,0.017901752696077806,0.0226981564086033
1995,5. Quintil,Urban regions,4.0,0.020224208453264655,13284,0.017830392501453542,0.02261802440507577
1995,3. Quintil,Urban regions,2.0,0.019996970156036964,13284,0.017616364581019922,0.022377575731054006
1995,2. Quintil,Urban regions,2.0,0.01605817300409029,13284,0.013920582972688403,0.018195763035492175
1995,2. Quintil,Urban regions,3.0,0.014694743220724133,13284,0.01264849630145395,0.016740990139994315
1995,4. Quintil,Urban regions,2.0,0.014316012725344645,13284,0.012295918968439,0.01633610648225029
1995,4. Quintil,Urban regions,3.0,0.013482805635509772,13284,0.011521550452057192,0.015444060818962352
1995,3. Quintil,Rural regions,2.0,0.009544008483563097,13284,0.007890621029037068,0.011197395938089126
1995,3. Quintil,Rural regions,3.0,0.009316770186335404,13284,0.007682997109123621,0.010950543263547186
1995,2. Quintil,Rural regions,3.0,0.009241024087259506,13284,0.007613843715586749,0.010868204458932263
