syear,sex,pli0093_h,proportion,n,lower_confidence,upper_confidence
1990,female,5.0,0.2545764154959557,13886,0.24733075235789406,0.26182207863401735
1990,male,5.0,0.24404001702852277,13886,0.2368959187968272,0.25118411526021833
1990,male,4.0,0.13867603235419326,13886,0.13292757305407435,0.14442449165431218
1990,female,4.0,0.13388676032354194,13886,0.12822275508825481,0.13955076555882906
1990,female,3.0,0.05832269050659855,13886,0.05442473103756244,0.06222064997563466
1990,male,3.0,0.05363984674329502,13886,0.04989236541189847,0.057387328074691574
1990,female,2.0,0.0464027245636441,13886,0.04290390350120849,0.049901545626079714
1990,male,2.0,0.0435291613452533,13886,0.04013530459337301,0.0469230180971336
1990,female,1.0,0.013729246487867178,13886,0.011793765456201139,0.01566472751953322
1990,male,1.0,0.01319710515112814,13886,0.011298992268181183,0.015095218034075097
1995,female,5.0,0.2638236630813513,13284,0.2563292187542345,0.2713181074084681
1995,male,5.0,0.25867292834419026,13284,0.25122608774764627,0.26611976894073425
1995,female,4.0,0.14899257688229056,13284,0.14293720767814713,0.155047946086434
1995,male,4.0,0.13770640811998183,13284,0.13184642597893653,0.14356639026102713
1995,female,2.0,0.045750643841842145,13284,0.04219743134566893,0.04930385633801536
1995,female,3.0,0.04423572186032419,13284,0.04073906033771574,0.04773238338293265
1995,male,3.0,0.038251780033328284,13284,0.034990048904988164,0.041513511161668404
1995,male,2.0,0.03635812755643084,13284,0.033175027987457174,0.03954122712540451
1995,female,1.0,0.01446750492349644,13284,0.012436907028988758,0.01649810281800412
1995,male,1.0,0.011740645356764126,13284,0.00990886629808743,0.013572424415440822
1998,male,5.0,0.27894289358084173,14238,0.2715761753543697,0.2863096118073138
1998,female,5.0,0.2719285815502338,14238,0.2646197829123664,0.27923738018810124
1998,female,4.0,0.14056964715884937,14238,0.1348603493368648,0.14627894498083394
1998,male,4.0,0.12668272637097916,14238,0.12121915899779027,0.13214629374416803
1998,female,3.0,0.04711633838741675,14238,0.04363587328640673,0.050596803488426774
1998,female,2.0,0.044707382740541306,14238,0.041312776456539455,0.04810198902454316
1998,male,3.0,0.03436304378631146,14238,0.03137088711988672,0.03735520045273621
1998,male,2.0,0.03308771432620094,14238,0.030149668942465412,0.03602575970993646
1998,female,1.0,0.011832223324358793,14238,0.010056071443847148,0.013608375204870437
1998,male,1.0,0.010769448774266686,14238,0.009074029661358625,0.012464867887174748
2001,male,5.0,0.3136042810351986,21921,0.3074623609026479,0.3197462011677493
2001,female,5.0,0.3118051390875121,21921,0.3056728412846179,0.3179374368904063
2001,female,4.0,0.1216035429256816,21921,0.11727696737077346,0.12593011848058971
2001,male,4.0,0.10716427549937722,21921,0.10306943786618179,0.11125911313257265
2001,female,2.0,0.051667666189970936,21921,0.04873734252787487,0.054597989852067
2001,male,2.0,0.03464501545416801,21921,0.0322240433141576,0.03706598759417842
2001,female,3.0,0.03436822438529317,21921,0.03195659697078554,0.0367798517998008
2001,male,3.0,0.025141855422798357,21921,0.023069351959966324,0.02721435888563039
2003,male,5.0,0.271864067966017,22166,0.26600680740635807,0.2777213285256759
2003,female,5.0,0.25837081459270367,22166,0.2526080943038605,0.26413353488154684
2003,female,4.0,0.13734042069874153,22166,0.13280903198925986,0.1418718094082232
2003,male,4.0,0.1184407796101949,22166,0.11418686486568624,0.12269469435470357
2003,female,2.0,0.057743855345054745,22166,0.05467306770134705,0.06081464298876244
2003,female,3.0,0.05092908091408841,22166,0.048034773484703544,0.05382338834347328
2003,male,2.0,0.04020716914270138,22166,0.037621023934671656,0.0427933143507311
2003,male,3.0,0.038344464131570576,22166,0.0358164848440265,0.040872443419114654
2003,female,1.0,0.013993003498250875,22166,0.012446653220922916,0.015539353775578834
2003,male,1.0,0.012766344100676934,22166,0.01128840800440796,0.014244280196945909
2005,male,5.0,0.27290011212401893,20698,0.26683148049939825,0.2789687437486396
2005,female,5.0,0.2713888753473407,20698,0.2653307842503277,0.2774469664443537
2005,female,4.0,0.14814995368790523,20698,0.14331018934279788,0.1529897180330126
2005,male,4.0,0.13459757227124264,20698,0.12994792992479068,0.1392472146176946
2005,female,2.0,0.056793253059035737,20698,0.05364010980541657,0.0599463963126549
2005,female,3.0,0.04480085799249257,20698,0.04198259182184623,0.047619124163138904
2005,male,2.0,0.040510895529664116,20698,0.03782494613696077,0.043196844922367465
2005,male,3.0,0.030858479988300103,20698,0.028502493773177144,0.03321446620342306
2007,male,5.0,0.27720628045479156,20850,0.27113036447547634,0.2832821964341068
2007,female,5.0,0.27592656396121473,20850,0.26985932492495224,0.2819938029974772
2007,female,4.0,0.1390461190136339,20850,0.13434963961611168,0.1437425984111561
2007,male,4.0,0.12280356351823596,20850,0.11834846865749087,0.12725865837898107
2007,female,2.0,0.062263129399025445,20850,0.058983241426304026,0.06554301737174686
2007,female,3.0,0.04636511295959049,20850,0.043510877691940425,0.049219348227240556
2007,male,2.0,0.043411921051336316,20850,0.040645807360819554,0.04617803474185308
2007,male,3.0,0.03297730964217158,20850,0.030553329905413085,0.035401289378930084
2008,male,5.0,0.26394883261400864,19571,0.2577734561452801,0.2701242090827372
2008,female,5.0,0.25328896053247363,19571,0.2471959212264084,0.2593819998385389
2008,female,4.0,0.1388903333160002,19571,0.13404509876754023,0.14373556786446018
2008,male,4.0,0.11720659352087776,19571,0.1126999300885558,0.1217132569531997
2008,female,2.0,0.061151266184805785,19571,0.05779427576181495,0.06450825660779662
2008,female,3.0,0.05563933232801206,19571,0.05242782096431519,0.05885084369170893
2008,male,2.0,0.047111434662784044,19571,0.0441429569984909,0.05007991232707719
2008,male,3.0,0.03499558005303936,19571,0.03242091456056976,0.037570245545508967
2008,female,1.0,0.01445582653008164,19571,0.012783546227711804,0.016128106832451475
2008,male,1.0,0.013311840257916905,19571,0.011706161840211279,0.014917518675622531
2009,male,5.0,0.2692997198879552,18254,0.26286448155326264,0.27573495822264776
2009,female,5.0,0.2661064425770308,18254,0.25969550895244864,0.272517376201613
2009,female,4.0,0.14823529411764705,18254,0.1430804839294929,0.1533901043058012
2009,male,4.0,0.12829131652661063,18254,0.12343998040685539,0.13314265264636588
2009,female,2.0,0.06257703081232494,18254,0.059063430800493824,0.06609063082415605
2009,male,2.0,0.048179271708683476,18254,0.045072675965146726,0.051285867452220225
2009,female,3.0,0.04515406162464986,18254,0.04214180400599628,0.048166319243303446
2009,male,3.0,0.03215686274509804,18254,0.02959759117856392,0.03471613431163216
2011,female,5.0,0.2975519892301697,28898,0.2922807745931419,0.30282320386719747
