year,migback,sex,pli0093_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,male,At least once per week,0.12776699531324828,409,9302,0.12762590924705067,0.1279080813794459
1990,No migration background,male,At least once per month,0.12650838327619765,405,9302,0.12636789258502298,0.12664887396737232
1990,No migration background,male,Seldom,0.32068044154489234,1028,9302,0.3204831848184984,0.32087769827128626
1990,No migration background,male,Never,0.4250441798656617,1333,9302,0.4248352537163894,0.42525310601493393
1990,No migration background,female,At least once per week,0.128657150588905,467,9302,0.1285225754387723,0.12879172573903772
1990,No migration background,female,At least once per month,0.12602416781495784,456,9302,0.12589077574752508,0.1261575598823906
1990,No migration background,female,Seldom,0.28502665576824293,1022,9302,0.28484521242613364,0.2852080991103522
1990,No migration background,female,Never,0.46029202582789436,1486,9302,0.46009169420196994,0.4604923574538188
1990,Direct migration background,male,At least once per week,0.10874423590671696,100,9302,0.10839359630220717,0.10909487551122675
1990,Direct migration background,male,At least once per month,0.09888344394062812,86,9302,0.09854723524222347,0.09921965263903276
1990,Direct migration background,male,Seldom,0.2109008536064942,243,9302,0.21044137888358985,0.21136032832939852
1990,Direct migration background,male,Never,0.5814714665461608,887,9302,0.5809158394599875,0.5820270936323341
1990,Direct migration background,female,At least once per week,0.08660556432610063,70,9302,0.08628081961323451,0.08693030903896674
1990,Direct migration background,female,At least once per month,0.09170162665358907,63,9302,0.09136839764709168,0.09203485566008646
1990,Direct migration background,female,Seldom,0.22990330378626161,204,9302,0.22941747275975913,0.2303891348127641
1990,Direct migration background,female,Never,0.5917895052340486,849,9302,0.591222005420924,0.5923570050471733
1990,Indirect migration background,male,Seldom,0.30546023114954957,32,9302,0.3033042843034433,0.3076161779956558
1990,Indirect migration background,male,Never,0.6945397688504504,73,9302,0.6923838220043442,0.6966957156965566
1990,Indirect migration background,female,Seldom,0.47392773344705147,32,9302,0.4715139058197586,0.47634156107434433
1990,Indirect migration background,female,Never,0.5260722665529486,57,9302,0.5236584389256558,0.5284860941802414
1995,No migration background,male,At least once per week,0.11303749593521487,494,13181,0.11291676679495037,0.11315822507547936
1995,No migration background,male,At least once per month,0.0894942376933711,396,13181,0.08938539805267713,0.08960307733406507
1995,No migration background,male,Seldom,0.31034032318627236,1506,13181,0.3101639288101323,0.3105167175624124
1995,No migration background,male,Never,0.4871279431851417,2327,13181,0.4869373645318245,0.48731852183845886
1995,No migration background,female,At least once per week,0.12745459511729743,646,13181,0.1273331915745486,0.12757599866004626
1995,No migration background,female,At least once per month,0.09090731489837127,486,13181,0.09080265914931696,0.09101197064742558
