year,migback,regtyp,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Urban regions,At least once per week,0.13286,693,5015,0.12346,0.14225
1990,No migration background,Urban regions,At least once per month,0.12952,664,5015,0.12023,0.13882
1990,No migration background,Urban regions,Seldom,0.29408,1526,5015,0.28147,0.30669
1990,No migration background,Urban regions,Never,0.44354,2132,5015,0.42979,0.45729
1990,No migration background,Rural regions,At least once per week,0.11362,183,1591,0.09802,0.12922
1990,No migration background,Rural regions,At least once per month,0.11594,197,1591,0.10020,0.13168
1990,No migration background,Rural regions,Seldom,0.32672,524,1591,0.30366,0.34977
1990,No migration background,Rural regions,Never,0.44372,687,1591,0.41930,0.46814
1990,Direct migration background,Urban regions,At least once per week,0.10176,147,2186,0.08909,0.11444
1990,Direct migration background,Urban regions,At least once per month,0.09349,124,2186,0.08128,0.10569
1990,Direct migration background,Urban regions,Seldom,0.21623,385,2186,0.19897,0.23349
1990,Direct migration background,Urban regions,Never,0.58852,1530,2186,0.56788,0.60915
1990,Direct migration background,Rural regions,Seldom,0.24327,62,268,0.19180,0.29473
1990,Direct migration background,Rural regions,Never,0.57476,206,268,0.51546,0.63406
1990,Indirect migration background,Urban regions,At least once per week,0.22971,49,248,0.17725,0.28217
1990,Indirect migration background,Urban regions,At least once per month,0.11289,35,248,0.07342,0.15235
1990,Indirect migration background,Urban regions,Seldom,0.25468,52,248,0.20034,0.30901
1990,Indirect migration background,Urban regions,Never,0.40272,112,248,0.34156,0.46389
1995,No migration background,Urban regions,At least once per week,0.13259,786,5961,0.12398,0.14120
1995,No migration background,Urban regions,At least once per month,0.09487,582,5961,0.08743,0.10231
1995,No migration background,Urban regions,Seldom,0.29294,1809,5961,0.28138,0.30449
1995,No migration background,Urban regions,Never,0.47960,2784,5961,0.46692,0.49228
1995,No migration background,Rural regions,At least once per week,0.09697,354,3976,0.08777,0.10617
1995,No migration background,Rural regions,At least once per month,0.08118,300,3976,0.07269,0.08967
1995,No migration background,Rural regions,Seldom,0.32009,1341,3976,0.30559,0.33459
1995,No migration background,Rural regions,Never,0.50176,1981,3976,0.48621,0.51730
1995,Direct migration background,Urban regions,At least once per week,0.11515,168,2296,0.10209,0.12821
1995,Direct migration background,Urban regions,At least once per month,0.07339,126,2296,0.06272,0.08406
1995,Direct migration background,Urban regions,Seldom,0.18871,406,2296,0.17270,0.20472
1995,Direct migration background,Urban regions,Never,0.62275,1596,2296,0.60292,0.64258
1995,Direct migration background,Rural regions,At least once per week,0.11729,40,441,0.08723,0.14736
1995,Direct migration background,Rural regions,Seldom,0.20464,94,441,0.16695,0.24234
1995,Direct migration background,Rural regions,Never,0.59389,307,441,0.54800,0.63978
1995,Indirect migration background,Urban regions,At least once per week,0.21248,69,423,0.17345,0.25151
1995,Indirect migration background,Urban regions,At least once per month,0.10390,49,423,0.07479,0.13302
1995,Indirect migration background,Urban regions,Seldom,0.27399,104,423,0.23144,0.31655
1995,Indirect migration background,Urban regions,Never,0.40963,201,423,0.36271,0.45654
1995,Indirect migration background,Rural regions,Seldom,0.32320,31,31,0.15584,0.49056
1998,No migration background,Urban regions,At least once per week,0.12439,823,6730,0.11651,0.13228
1998,No migration background,Urban regions,At least once per month,0.09207,624,6730,0.08516,0.09898
1998,No migration background,Urban regions,Seldom,0.27945,1943,6730,0.26873,0.29017
1998,No migration background,Urban regions,Never,0.50408,3340,6730,0.49214,0.51603
1998,No migration background,Rural regions,At least once per week,0.09584,401,4416,0.08716,0.10453
1998,No migration background,Rural regions,At least once per month,0.08003,356,4416,0.07203,0.08803
1998,No migration background,Rural regions,Seldom,0.28280,1328,4416,0.26951,0.29608
1998,No migration background,Rural regions,Never,0.54133,2331,4416,0.52663,0.55603
1998,Direct migration background,Urban regions,At least once per week,0.07280,96,1964,0.06131,0.08430
1998,Direct migration background,Urban regions,At least once per month,0.06215,98,1964,0.05147,0.07283
1998,Direct migration background,Urban regions,Seldom,0.18053,279,1964,0.16352,0.19755
1998,Direct migration background,Urban regions,Never,0.68451,1491,1964,0.66395,0.70507
1998,Direct migration background,Rural regions,Seldom,0.21004,75,368,0.16836,0.25171
1998,Direct migration background,Rural regions,Never,0.63433,293,368,0.58505,0.68360
1998,Indirect migration background,Urban regions,At least once per week,0.17498,63,499,0.14161,0.20835
1998,Indirect migration background,Urban regions,At least once per month,0.08477,43,499,0.06030,0.10923
1998,Indirect migration background,Urban regions,Seldom,0.25090,109,499,0.21283,0.28898
1998,Indirect migration background,Urban regions,Never,0.48935,284,499,0.44545,0.53326
1998,Indirect migration background,Rural regions,Seldom,0.35580,38,74,0.24597,0.46563
1998,Indirect migration background,Rural regions,Never,0.35471,36,74,0.24496,0.46446
2001,No migration background,Urban regions,At least once per week,0.09718,1141,11130,0.09168,0.10269
2001,No migration background,Urban regions,At least once per month,0.06626,739,11130,0.06164,0.07088
2001,No migration background,Urban regions,Seldom,0.24239,2774,11130,0.23442,0.25035
2001,No migration background,Urban regions,Never,0.59417,6476,11130,0.58505,0.60330
2001,No migration background,Rural regions,At least once per week,0.07149,509,6902,0.06541,0.07756
2001,No migration background,Rural regions,At least once per month,0.05655,380,6902,0.05110,0.06200
2001,No migration background,Rural regions,Seldom,0.20349,1487,6902,0.19399,0.21299
2001,No migration background,Rural regions,Never,0.66847,4526,6902,0.65737,0.67958
2001,Direct migration background,Urban regions,At least once per week,0.06156,114,2382,0.05191,0.07122
2001,Direct migration background,Urban regions,At least once per month,0.04697,93,2382,0.03847,0.05547
2001,Direct migration background,Urban regions,Seldom,0.16871,398,2382,0.15367,0.18376
2001,Direct migration background,Urban regions,Never,0.72275,1777,2382,0.70477,0.74073
2001,Direct migration background,Rural regions,At least once per week,0.08978,36,485,0.06431,0.11525
2001,Direct migration background,Rural regions,Seldom,0.20900,105,485,0.17278,0.24522
2001,Direct migration background,Rural regions,Never,0.64337,344,485,0.60069,0.68604
2001,Indirect migration background,Urban regions,At least once per week,0.09332,62,661,0.07113,0.11551
2001,Indirect migration background,Urban regions,At least once per month,0.09974,53,661,0.07688,0.12261
2001,Indirect migration background,Urban regions,Seldom,0.25077,162,661,0.21770,0.28384
2001,Indirect migration background,Urban regions,Never,0.55617,384,661,0.51826,0.59407
2001,Indirect migration background,Rural regions,Seldom,0.27156,33,83,0.17530,0.36783
2001,Indirect migration background,Rural regions,Never,0.58507,50,83,0.47843,0.69172
2003,No migration background,Urban regions,At least once per week,0.12670,1718,11832,0.12070,0.13269
2003,No migration background,Urban regions,At least once per month,0.09337,1187,11832,0.08813,0.09862
2003,No migration background,Urban regions,Seldom,0.25562,3132,11832,0.24776,0.26348
2003,No migration background,Urban regions,Never,0.52431,5795,11832,0.51531,0.53331
