year,migback,pgisced97,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,No migration background,Pre-primary Level,At least once per week,0.41184,43,74,0.29893,0.52474
1990,No migration background,Pre-primary Level,Seldom,0.31307,31,74,0.20668,0.41945
1990,No migration background,Primary Level,Never,0.76673,50,50,0.64831,0.88514
1990,No migration background,Lower Secondary Level,At least once per week,0.08493,133,1491,0.07077,0.09908
1990,No migration background,Lower Secondary Level,At least once per month,0.08292,136,1491,0.06892,0.09693
1990,No migration background,Lower Secondary Level,Seldom,0.21908,345,1491,0.19808,0.24008
1990,No migration background,Lower Secondary Level,Never,0.61307,877,1491,0.58834,0.63780
1990,No migration background,Upper Secondary Level,At least once per week,0.11503,436,3627,0.10465,0.12542
1990,No migration background,Upper Secondary Level,At least once per month,0.13180,485,3627,0.12079,0.14281
1990,No migration background,Upper Secondary Level,Seldom,0.32211,1193,3627,0.30690,0.33732
1990,No migration background,Upper Secondary Level,Never,0.43105,1513,3627,0.41493,0.44717
1990,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.21387,39,190,0.15541,0.27233
1990,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.18443,32,190,0.12914,0.23973
1990,No migration background,Post-secondary Non-tertiary Level,Seldom,0.28752,59,190,0.22299,0.35204
1990,No migration background,Post-secondary Non-tertiary Level,Never,0.31418,60,190,0.24800,0.38036
1990,No migration background,First Stage of Tertiary Education,At least once per week,0.15045,67,458,0.11767,0.18323
1990,No migration background,First Stage of Tertiary Education,At least once per month,0.14033,70,458,0.10848,0.17217
1990,No migration background,First Stage of Tertiary Education,Seldom,0.36120,169,458,0.31716,0.40524
1990,No migration background,First Stage of Tertiary Education,Never,0.34802,152,458,0.30435,0.39169
1990,No migration background,Second Stage of Tertiary Education,At least once per week,0.24242,147,602,0.20816,0.27669
1990,No migration background,Second Stage of Tertiary Education,At least once per month,0.18376,116,602,0.15279,0.21472
1990,No migration background,Second Stage of Tertiary Education,Seldom,0.36187,214,602,0.32345,0.40029
1990,No migration background,Second Stage of Tertiary Education,Never,0.21195,125,602,0.17927,0.24462
1990,Direct migration background,No answer / don't know,Never,0.60288,50,50,0.46587,0.73988
1990,Direct migration background,Primary Level,Seldom,0.11046,65,510,0.08323,0.13769
1990,Direct migration background,Primary Level,Never,0.80649,445,510,0.77217,0.84081
1990,Direct migration background,Lower Secondary Level,At least once per week,0.06497,50,842,0.04831,0.08163
1990,Direct migration background,Lower Secondary Level,At least once per month,0.04990,39,842,0.03518,0.06461
1990,Direct migration background,Lower Secondary Level,Seldom,0.21219,137,842,0.18455,0.23982
1990,Direct migration background,Lower Secondary Level,Never,0.67295,616,842,0.64124,0.70465
1990,Direct migration background,Upper Secondary Level,At least once per week,0.09265,61,798,0.07252,0.11278
1990,Direct migration background,Upper Secondary Level,At least once per month,0.10108,53,798,0.08016,0.12201
1990,Direct migration background,Upper Secondary Level,Seldom,0.25380,172,798,0.22359,0.28402
1990,Direct migration background,Upper Secondary Level,Never,0.55247,512,798,0.51794,0.58699
1990,Direct migration background,Post-secondary Non-tertiary Level,Never,0.46966,52,52,0.33268,0.60663
1990,Direct migration background,Second Stage of Tertiary Education,Never,0.24760,33,33,0.09805,0.39715
1990,Indirect migration background,Lower Secondary Level,Never,0.44965,58,58,0.32050,0.57879
1990,Indirect migration background,Upper Secondary Level,Never,0.30955,31,31,0.14412,0.47499
1995,No migration background,No answer / don't know,Never,0.51596,52,52,0.37880,0.65312
1995,No migration background,Pre-primary Level,At least once per week,0.39827,73,181,0.32675,0.46978
1995,No migration background,Pre-primary Level,Seldom,0.26322,56,181,0.19889,0.32756
1995,No migration background,Pre-primary Level,Never,0.25205,52,181,0.18862,0.31548
1995,No migration background,Primary Level,Never,0.71454,45,45,0.58109,0.84799
1995,No migration background,Lower Secondary Level,At least once per week,0.08554,131,1533,0.07154,0.09955
1995,No migration background,Lower Secondary Level,At least once per month,0.05644,107,1533,0.04488,0.06799
1995,No migration background,Lower Secondary Level,Seldom,0.19449,307,1533,0.17467,0.21431
1995,No migration background,Lower Secondary Level,Never,0.66353,988,1533,0.63987,0.68719
1995,No migration background,Upper Secondary Level,At least once per week,0.10141,525,5518,0.09345,0.10938
1995,No migration background,Upper Secondary Level,At least once per month,0.08325,443,5518,0.07596,0.09054
1995,No migration background,Upper Secondary Level,Seldom,0.31822,1788,5518,0.30593,0.33051
1995,No migration background,Upper Secondary Level,Never,0.49711,2762,5518,0.48392,0.51031
1995,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.22504,55,277,0.17577,0.27431
1995,No migration background,Post-secondary Non-tertiary Level,Seldom,0.35255,123,277,0.29618,0.40891
1995,No migration background,Post-secondary Non-tertiary Level,Never,0.33054,99,277,0.27504,0.38604
1995,No migration background,First Stage of Tertiary Education,At least once per week,0.12900,85,686,0.10390,0.15410
1995,No migration background,First Stage of Tertiary Education,At least once per month,0.12351,75,686,0.09887,0.14815
1995,No migration background,First Stage of Tertiary Education,Seldom,0.34226,247,686,0.30672,0.37779
1995,No migration background,First Stage of Tertiary Education,Never,0.40523,279,686,0.36846,0.44199
1995,No migration background,Second Stage of Tertiary Education,At least once per week,0.18162,252,1546,0.16240,0.20085
1995,No migration background,Second Stage of Tertiary Education,At least once per month,0.14933,209,1546,0.13156,0.16710
1995,No migration background,Second Stage of Tertiary Education,Seldom,0.35476,597,1546,0.33090,0.37862
1995,No migration background,Second Stage of Tertiary Education,Never,0.31429,488,1546,0.29114,0.33744
1995,Direct migration background,No answer / don't know,Never,0.70323,79,79,0.60184,0.80461
1995,Direct migration background,Primary Level,Seldom,0.07876,47,443,0.05365,0.10387
1995,Direct migration background,Primary Level,Never,0.89308,396,443,0.86427,0.92188
1995,Direct migration background,Lower Secondary Level,At least once per week,0.06584,39,749,0.04807,0.08361
1995,Direct migration background,Lower Secondary Level,Seldom,0.18273,120,749,0.15503,0.21042
1995,Direct migration background,Lower Secondary Level,Never,0.71988,590,749,0.68770,0.75206
1995,Direct migration background,Upper Secondary Level,At least once per week,0.11139,80,982,0.09170,0.13107
1995,Direct migration background,Upper Secondary Level,At least once per month,0.07042,63,982,0.05441,0.08643
1995,Direct migration background,Upper Secondary Level,Seldom,0.21522,204,982,0.18950,0.24094
1995,Direct migration background,Upper Secondary Level,Never,0.60297,635,982,0.57236,0.63359
1995,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.17189,34,125,0.10548,0.23830
1995,Direct migration background,Post-secondary Non-tertiary Level,Never,0.58016,91,125,0.49330,0.66703
1995,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.27117,41,167,0.20354,0.33880
1995,Direct migration background,Second Stage of Tertiary Education,Seldom,0.23648,50,167,0.17184,0.30113
1995,Direct migration background,Second Stage of Tertiary Education,Never,0.32729,76,167,0.25590,0.39867
1995,Indirect migration background,Lower Secondary Level,Seldom,0.26454,37,122,0.18594,0.34313
1995,Indirect migration background,Lower Secondary Level,Never,0.40413,85,122,0.31669,0.49157
1995,Indirect migration background,Upper Secondary Level,Seldom,0.32608,60,132,0.24581,0.40636
1995,Indirect migration background,Upper Secondary Level,Never,0.36342,72,132,0.28105,0.44578
1998,No migration background,No answer / don't know,At least once per week,0.12626,45,414,0.09422,0.15829
1998,No migration background,No answer / don't know,At least once per month,0.07955,32,414,0.05345,0.10565
1998,No migration background,No answer / don't know,Seldom,0.20045,88,414,0.16184,0.23906
1998,No migration background,No answer / don't know,Never,0.59374,249,414,0.54637,0.64111
1998,No migration background,Pre-primary Level,At least once per week,0.32939,72,206,0.26505,0.39373
1998,No migration background,Pre-primary Level,Seldom,0.28907,68,206,0.22702,0.35113
1998,No migration background,Pre-primary Level,Never,0.25669,66,206,0.19689,0.31648
1998,No migration background,Primary Level,Never,0.74511,49,49,0.62183,0.86840
1998,No migration background,Lower Secondary Level,At least once per week,0.08611,145,1665,0.07263,0.09959
1998,No migration background,Lower Secondary Level,At least once per month,0.05854,111,1665,0.04726,0.06982
1998,No migration background,Lower Secondary Level,Seldom,0.18155,328,1665,0.16303,0.20007
1998,No migration background,Lower Secondary Level,Never,0.67380,1081,1665,0.65128,0.69633
1998,No migration background,Upper Secondary Level,At least once per week,0.09364,535,5929,0.08622,0.10105
1998,No migration background,Upper Secondary Level,At least once per month,0.08068,470,5929,0.07374,0.08761
1998,No migration background,Upper Secondary Level,Seldom,0.29345,1762,5929,0.28186,0.30504
1998,No migration background,Upper Secondary Level,Never,0.53223,3162,5929,0.51953,0.54494
1998,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.17728,56,351,0.13727,0.21729
1998,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.13502,45,351,0.09922,0.17082
1998,No migration background,Post-secondary Non-tertiary Level,Seldom,0.34842,135,351,0.29850,0.39834
1998,No migration background,Post-secondary Non-tertiary Level,Never,0.33928,115,351,0.28968,0.38889
1998,No migration background,First Stage of Tertiary Education,At least once per week,0.10598,79,744,0.08384,0.12811
1998,No migration background,First Stage of Tertiary Education,At least once per month,0.09989,63,744,0.07833,0.12145
1998,No migration background,First Stage of Tertiary Education,Seldom,0.34644,262,744,0.31222,0.38065
1998,No migration background,First Stage of Tertiary Education,Never,0.44770,340,744,0.41194,0.48345
1998,No migration background,Second Stage of Tertiary Education,At least once per week,0.18748,286,1743,0.16915,0.20581
1998,No migration background,Second Stage of Tertiary Education,At least once per month,0.13266,227,1743,0.11673,0.14858
1998,No migration background,Second Stage of Tertiary Education,Seldom,0.32859,621,1743,0.30653,0.35065
1998,No migration background,Second Stage of Tertiary Education,Never,0.35127,609,1743,0.32886,0.37369
1998,Direct migration background,No answer / don't know,Never,0.68619,92,92,0.59084,0.78153
1998,Direct migration background,Primary Level,Never,0.92177,338,338,0.89310,0.95044
1998,Direct migration background,Lower Secondary Level,Seldom,0.09780,60,608,0.07417,0.12143
1998,Direct migration background,Lower Secondary Level,Never,0.80973,548,608,0.77850,0.84096
1998,Direct migration background,Upper Secondary Level,At least once per week,0.06417,39,837,0.04756,0.08078
1998,Direct migration background,Upper Secondary Level,At least once per month,0.04915,40,837,0.03450,0.06381
1998,Direct migration background,Upper Secondary Level,Seldom,0.23293,159,837,0.20427,0.26158
1998,Direct migration background,Upper Secondary Level,Never,0.65375,599,837,0.62150,0.68600
1998,Direct migration background,Post-secondary Non-tertiary Level,Never,0.64338,88,88,0.54273,0.74404
1998,Direct migration background,Second Stage of Tertiary Education,Seldom,0.31230,53,135,0.23384,0.39077
1998,Direct migration background,Second Stage of Tertiary Education,Never,0.35140,82,135,0.27057,0.43224
1998,Indirect migration background,No answer / don't know,Never,0.62812,36,36,0.46800,0.78824
1998,Indirect migration background,Lower Secondary Level,Seldom,0.26772,47,162,0.19932,0.33611
1998,Indirect migration background,Lower Secondary Level,Never,0.49815,115,162,0.42092,0.57539
1998,Indirect migration background,Upper Secondary Level,At least once per week,0.22593,32,189,0.16615,0.28571
1998,Indirect migration background,Upper Secondary Level,Seldom,0.23769,51,189,0.17684,0.29854
1998,Indirect migration background,Upper Secondary Level,Never,0.45367,106,189,0.38251,0.52484
2001,No migration background,No answer / don't know,Never,0.74478,55,55,0.62849,0.86106
2001,No migration background,Pre-primary Level,At least once per week,0.25576,118,425,0.21423,0.29729
2001,No migration background,Pre-primary Level,At least once per month,0.09061,40,425,0.06329,0.11793
2001,No migration background,Pre-primary Level,Seldom,0.21475,93,425,0.17567,0.25384
2001,No migration background,Pre-primary Level,Never,0.43888,174,425,0.39164,0.48611
2001,No migration background,Primary Level,Never,0.90304,78,78,0.83694,0.96913
2001,No migration background,Lower Secondary Level,At least once per week,0.06601,150,2041,0.05523,0.07678
2001,No migration background,Lower Secondary Level,At least once per month,0.03640,77,2041,0.02827,0.04453
2001,No migration background,Lower Secondary Level,Seldom,0.13714,308,2041,0.12222,0.15207
2001,No migration background,Lower Secondary Level,Never,0.76045,1506,2041,0.74193,0.77897
2001,No migration background,Upper Secondary Level,At least once per week,0.07076,728,10072,0.06576,0.07577
2001,No migration background,Upper Secondary Level,At least once per month,0.05331,526,10072,0.04892,0.05769
2001,No migration background,Upper Secondary Level,Seldom,0.22157,2272,10072,0.21346,0.22968
2001,No migration background,Upper Secondary Level,Never,0.65436,6546,10072,0.64507,0.66365
2001,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.12403,92,765,0.10065,0.14740
2001,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.08812,67,765,0.06802,0.10822
2001,No migration background,Post-secondary Non-tertiary Level,Seldom,0.31240,239,765,0.27953,0.34526
2001,No migration background,Post-secondary Non-tertiary Level,Never,0.47546,367,765,0.44004,0.51087
2001,No migration background,First Stage of Tertiary Education,At least once per week,0.07971,121,1458,0.06580,0.09362
2001,No migration background,First Stage of Tertiary Education,At least once per month,0.07833,106,1458,0.06454,0.09213
2001,No migration background,First Stage of Tertiary Education,Seldom,0.24227,375,1458,0.22027,0.26427
2001,No migration background,First Stage of Tertiary Education,Never,0.59969,856,1458,0.57453,0.62484
2001,No migration background,Second Stage of Tertiary Education,At least once per week,0.14296,429,3102,0.13064,0.15528
2001,No migration background,Second Stage of Tertiary Education,At least once per month,0.10017,296,3102,0.08960,0.11074
2001,No migration background,Second Stage of Tertiary Education,Seldom,0.30417,957,3102,0.28797,0.32036
2001,No migration background,Second Stage of Tertiary Education,Never,0.45271,1420,3102,0.43519,0.47022
2001,Direct migration background,Primary Level,Never,0.96192,196,196,0.93505,0.98878
2001,Direct migration background,Lower Secondary Level,Seldom,0.13567,104,722,0.11067,0.16066
2001,Direct migration background,Lower Secondary Level,Never,0.78513,618,722,0.75515,0.81511
2001,Direct migration background,Upper Secondary Level,At least once per week,0.04748,41,1080,0.03479,0.06017
2001,Direct migration background,Upper Secondary Level,At least once per month,0.03441,34,1080,0.02354,0.04529
2001,Direct migration background,Upper Secondary Level,Seldom,0.16212,183,1080,0.14013,0.18411
2001,Direct migration background,Upper Secondary Level,Never,0.75598,822,1080,0.73036,0.78161
2001,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.20926,52,225,0.15599,0.26253
2001,Direct migration background,Post-secondary Non-tertiary Level,Never,0.64726,173,225,0.58468,0.70983
2001,Direct migration background,First Stage of Tertiary Education,Seldom,0.28774,42,134,0.21080,0.36468
2001,Direct migration background,First Stage of Tertiary Education,Never,0.53133,92,134,0.44652,0.61614
2001,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.16737,48,354,0.12843,0.20632
2001,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.09470,33,354,0.06415,0.12524
2001,Direct migration background,Second Stage of Tertiary Education,Seldom,0.25717,97,354,0.21157,0.30276
2001,Direct migration background,Second Stage of Tertiary Education,Never,0.48076,176,354,0.42864,0.53288
2001,Indirect migration background,Pre-primary Level,Never,0.41644,33,33,0.24563,0.58724
2001,Indirect migration background,Lower Secondary Level,Seldom,0.24830,55,194,0.18735,0.30925
2001,Indirect migration background,Lower Secondary Level,Never,0.58773,139,194,0.51828,0.65718
2001,Indirect migration background,Upper Secondary Level,Seldom,0.28087,92,268,0.22696,0.33478
2001,Indirect migration background,Upper Secondary Level,Never,0.58570,176,268,0.52661,0.64479
2003,No migration background,No answer / don't know,Seldom,0.27792,37,124,0.19875,0.35708
2003,No migration background,No answer / don't know,Never,0.51724,87,124,0.42893,0.60556
2003,No migration background,Pre-primary Level,At least once per week,0.36624,204,494,0.32371,0.40877
2003,No migration background,Pre-primary Level,At least once per month,0.13051,61,494,0.10077,0.16024
2003,No migration background,Pre-primary Level,Seldom,0.20822,91,494,0.17238,0.24407
2003,No migration background,Pre-primary Level,Never,0.29503,138,494,0.25477,0.33529
2003,No migration background,Primary Level,Never,0.82385,76,76,0.73764,0.91007
2003,No migration background,Lower Secondary Level,At least once per week,0.06903,156,1873,0.05755,0.08051
2003,No migration background,Lower Secondary Level,At least once per month,0.04939,102,1873,0.03957,0.05920
2003,No migration background,Lower Secondary Level,Seldom,0.16594,332,1873,0.14909,0.18280
2003,No migration background,Lower Secondary Level,Never,0.71564,1283,1873,0.69520,0.73608
2003,No migration background,Upper Secondary Level,At least once per week,0.09072,946,9744,0.08501,0.09642
2003,No migration background,Upper Secondary Level,At least once per month,0.07900,785,9744,0.07364,0.08435
2003,No migration background,Upper Secondary Level,Seldom,0.25139,2513,9744,0.24277,0.26000
2003,No migration background,Upper Secondary Level,Never,0.57890,5500,9744,0.56910,0.58870
2003,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.16159,148,878,0.13723,0.18595
2003,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.11243,108,878,0.09152,0.13334
2003,No migration background,Post-secondary Non-tertiary Level,Seldom,0.34041,292,878,0.30904,0.37177
2003,No migration background,Post-secondary Non-tertiary Level,Never,0.38557,330,878,0.35336,0.41779
2003,No migration background,First Stage of Tertiary Education,At least once per week,0.12913,196,1491,0.11210,0.14616
2003,No migration background,First Stage of Tertiary Education,At least once per month,0.09557,147,1491,0.08064,0.11050
2003,No migration background,First Stage of Tertiary Education,Seldom,0.29600,459,1491,0.27282,0.31918
2003,No migration background,First Stage of Tertiary Education,Never,0.47930,689,1491,0.45393,0.50466
2003,No migration background,Second Stage of Tertiary Education,At least once per week,0.19306,766,3900,0.18067,0.20545
2003,No migration background,Second Stage of Tertiary Education,At least once per month,0.13667,543,3900,0.12588,0.14745
2003,No migration background,Second Stage of Tertiary Education,Seldom,0.32231,1293,3900,0.30764,0.33698
2003,No migration background,Second Stage of Tertiary Education,Never,0.34796,1298,3900,0.33301,0.36291
2003,Direct migration background,Primary Level,Never,0.93379,153,153,0.89426,0.97332
2003,Direct migration background,Lower Secondary Level,Seldom,0.12726,77,611,0.10081,0.15371
2003,Direct migration background,Lower Secondary Level,Never,0.78982,534,611,0.75748,0.82215
2003,Direct migration background,Upper Secondary Level,At least once per week,0.05557,43,965,0.04111,0.07003
2003,Direct migration background,Upper Secondary Level,At least once per month,0.04203,41,965,0.02936,0.05470
2003,Direct migration background,Upper Secondary Level,Seldom,0.18114,159,965,0.15682,0.20545
2003,Direct migration background,Upper Secondary Level,Never,0.72126,722,965,0.69296,0.74957
2003,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.20038,45,195,0.14405,0.25671
2003,Direct migration background,Post-secondary Non-tertiary Level,Never,0.61591,150,195,0.54746,0.68435
2003,Direct migration background,First Stage of Tertiary Education,Seldom,0.33005,42,116,0.24410,0.41599
2003,Direct migration background,First Stage of Tertiary Education,Never,0.47053,74,116,0.37930,0.56175
2003,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.20148,71,365,0.16027,0.24269
2003,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.09907,38,365,0.06838,0.12977
2003,Direct migration background,Second Stage of Tertiary Education,Seldom,0.22856,89,365,0.18542,0.27170
2003,Direct migration background,Second Stage of Tertiary Education,Never,0.47088,167,365,0.41960,0.52216
2003,Indirect migration background,Lower Secondary Level,Seldom,0.19955,34,151,0.13559,0.26351
2003,Indirect migration background,Lower Secondary Level,Never,0.58074,117,151,0.50178,0.65971
2003,Indirect migration background,Upper Secondary Level,At least once per week,0.10078,41,325,0.06800,0.13356
2003,Indirect migration background,Upper Secondary Level,At least once per month,0.09590,32,325,0.06383,0.12796
2003,Indirect migration background,Upper Secondary Level,Seldom,0.23532,77,325,0.18913,0.28151
2003,Indirect migration background,Upper Secondary Level,Never,0.56801,175,325,0.51407,0.62195
2005,No migration background,No answer / don't know,Seldom,0.23441,57,165,0.16958,0.29925
2005,No migration background,No answer / don't know,Never,0.56732,108,165,0.49150,0.64315
2005,No migration background,Pre-primary Level,At least once per week,0.31801,178,502,0.27723,0.35879
2005,No migration background,Pre-primary Level,At least once per month,0.14274,62,502,0.11211,0.17337
2005,No migration background,Pre-primary Level,Seldom,0.22708,111,502,0.19039,0.26376
2005,No migration background,Pre-primary Level,Never,0.31217,151,502,0.27160,0.35275
2005,No migration background,Primary Level,Never,0.68247,63,63,0.56660,0.79835
2005,No migration background,Lower Secondary Level,At least once per week,0.05242,108,1635,0.04162,0.06323
2005,No migration background,Lower Secondary Level,At least once per month,0.03741,78,1635,0.02821,0.04661
2005,No migration background,Lower Secondary Level,Seldom,0.19459,318,1635,0.17540,0.21379
2005,No migration background,Lower Secondary Level,Never,0.71557,1131,1635,0.69370,0.73745
2005,No migration background,Upper Secondary Level,At least once per week,0.07084,679,8950,0.06553,0.07616
2005,No migration background,Upper Secondary Level,At least once per month,0.06088,590,8950,0.05592,0.06583
2005,No migration background,Upper Secondary Level,Seldom,0.27400,2484,8950,0.26476,0.28324
2005,No migration background,Upper Secondary Level,Never,0.59428,5197,8950,0.58411,0.60445
2005,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.14276,113,862,0.11939,0.16613
2005,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.10049,86,862,0.08041,0.12057
2005,No migration background,Post-secondary Non-tertiary Level,Seldom,0.35722,313,862,0.32521,0.38923
2005,No migration background,Post-secondary Non-tertiary Level,Never,0.39953,350,862,0.36681,0.43225
2005,No migration background,First Stage of Tertiary Education,At least once per week,0.09302,124,1370,0.07764,0.10841
2005,No migration background,First Stage of Tertiary Education,At least once per month,0.07431,104,1370,0.06042,0.08820
2005,No migration background,First Stage of Tertiary Education,Seldom,0.29854,446,1370,0.27430,0.32278
2005,No migration background,First Stage of Tertiary Education,Never,0.53413,696,1370,0.50771,0.56055
2005,No migration background,Second Stage of Tertiary Education,At least once per week,0.14571,556,3736,0.13440,0.15703
2005,No migration background,Second Stage of Tertiary Education,At least once per month,0.11881,436,3736,0.10843,0.12919
2005,No migration background,Second Stage of Tertiary Education,Seldom,0.35479,1351,3736,0.33945,0.37014
2005,No migration background,Second Stage of Tertiary Education,Never,0.38069,1393,3736,0.36512,0.39626
2005,Direct migration background,Primary Level,Never,0.94670,137,137,0.90895,0.98445
2005,Direct migration background,Lower Secondary Level,Seldom,0.15114,88,530,0.12061,0.18166
2005,Direct migration background,Lower Secondary Level,Never,0.77371,442,530,0.73806,0.80937
2005,Direct migration background,Upper Secondary Level,At least once per week,0.03951,34,838,0.02631,0.05270
2005,Direct migration background,Upper Secondary Level,Seldom,0.21751,165,838,0.18956,0.24546
2005,Direct migration background,Upper Secondary Level,Never,0.71712,639,838,0.68661,0.74763
2005,Direct migration background,Post-secondary Non-tertiary Level,Seldom,0.16722,41,187,0.11359,0.22085
2005,Direct migration background,Post-secondary Non-tertiary Level,Never,0.67428,146,187,0.60693,0.74163
2005,Direct migration background,First Stage of Tertiary Education,Seldom,0.41640,40,110,0.32385,0.50894
2005,Direct migration background,First Stage of Tertiary Education,Never,0.43931,70,110,0.34614,0.53248
2005,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.14896,45,334,0.11072,0.18720
2005,Direct migration background,Second Stage of Tertiary Education,At least once per month,0.07643,31,334,0.04789,0.10496
2005,Direct migration background,Second Stage of Tertiary Education,Seldom,0.26630,99,334,0.21882,0.31377
2005,Direct migration background,Second Stage of Tertiary Education,Never,0.50832,159,334,0.45462,0.56201
2005,Indirect migration background,No answer / don't know,Never,0.67540,34,34,0.51564,0.83515
2005,Indirect migration background,Pre-primary Level,Never,0.46971,41,41,0.31504,0.62438
2005,Indirect migration background,Lower Secondary Level,Seldom,0.23269,44,151,0.16507,0.30031
2005,Indirect migration background,Lower Secondary Level,Never,0.57792,107,151,0.49888,0.65696
2005,Indirect migration background,Upper Secondary Level,At least once per month,0.08125,38,308,0.05069,0.11181
2005,Indirect migration background,Upper Secondary Level,Seldom,0.33375,93,308,0.28100,0.38650
2005,Indirect migration background,Upper Secondary Level,Never,0.51703,177,308,0.46113,0.57292
2007,No migration background,No answer / don't know,At least once per week,0.11893,32,207,0.07472,0.16313
2007,No migration background,No answer / don't know,Seldom,0.26201,58,207,0.20196,0.32206
2007,No migration background,No answer / don't know,Never,0.52845,117,207,0.46028,0.59662
2007,No migration background,Pre-primary Level,At least once per week,0.32347,102,273,0.26787,0.37906
2007,No migration background,Pre-primary Level,At least once per month,0.12842,36,273,0.08866,0.16818
2007,No migration background,Pre-primary Level,Seldom,0.21932,58,273,0.17014,0.26850
2007,No migration background,Pre-primary Level,Never,0.32879,77,273,0.27296,0.38462
