"pli0093_h","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Täglich","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","13","","",""
"Täglich","1995","(noch) kein Abschluss","2","7","","",""
"Täglich","1995","(noch) kein Abschluss","3","8","","",""
"Täglich","1995","(noch) kein Abschluss","4","4","","",""
"Täglich","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","4","","",""
"Täglich","1995","Hauptschule","1 Einkommensschwächstes Quintil","45","0.0179844282849857","0.0127864765802611","0.0231823799897104"
"Täglich","1995","Hauptschule","2","27","","",""
"Täglich","1995","Hauptschule","3","10","","",""
"Täglich","1995","Hauptschule","4","14","","",""
"Täglich","1995","Hauptschule","5 Einkommensstärkstes Quintil","5","","",""
"Täglich","1995","Realschule","1 Einkommensschwächstes Quintil","31","0.0340233775943345","0.023206313842628","0.044840441346041"
"Täglich","1995","Realschule","2","30","0.0404125804542398","0.0276529496644652","0.0531722112440143"
"Täglich","1995","Realschule","3","10","","",""
"Täglich","1995","Realschule","4","10","","",""
"Täglich","1995","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","22","","",""
"Täglich","1995","(Fach-)Abitur","2","16","","",""
"Täglich","1995","(Fach-)Abitur","3","11","","",""
"Täglich","1995","(Fach-)Abitur","4","6","","",""
"Täglich","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","1","","",""
"Täglich","1995","AkademikerIn","1 Einkommensschwächstes Quintil","13","","",""
"Täglich","1995","AkademikerIn","2","15","","",""
"Täglich","1995","AkademikerIn","3","13","","",""
"Täglich","1995","AkademikerIn","4","11","","",""
"Täglich","1995","AkademikerIn","5 Einkommensstärkstes Quintil","11","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","27","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","2","21","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","3","18","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","4","8","","",""
"Min 1x pro Woche","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Min 1x pro Woche","1995","Hauptschule","1 Einkommensschwächstes Quintil","116","0.051488502640135","0.0428447731792893","0.0601322321009807"
"Min 1x pro Woche","1995","Hauptschule","2","107","0.0609441867280565","0.0501216815950546","0.0717666918610583"
"Min 1x pro Woche","1995","Hauptschule","3","62","0.0689822451496504","0.0528671107242994","0.0850973795750015"
"Min 1x pro Woche","1995","Hauptschule","4","45","0.0972754751807105","0.0727758616076849","0.121775088753736"
"Min 1x pro Woche","1995","Hauptschule","5 Einkommensstärkstes Quintil","11","","",""
"Min 1x pro Woche","1995","Realschule","1 Einkommensschwächstes Quintil","83","0.0853950787091493","0.0687198976875721","0.102070259730726"
"Min 1x pro Woche","1995","Realschule","2","69","0.0941116029502395","0.0751926769797558","0.113030528920723"
"Min 1x pro Woche","1995","Realschule","3","60","0.0909839929642203","0.0668394993346275","0.115128486593813"
"Min 1x pro Woche","1995","Realschule","4","39","0.134280172474756","0.100044392192415","0.168515952757098"
"Min 1x pro Woche","1995","Realschule","5 Einkommensstärkstes Quintil","15","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","35","0.10976037131901","0.0784545610212035","0.141066181616816"
"Min 1x pro Woche","1995","(Fach-)Abitur","2","36","0.136986788639365","0.0967134958225207","0.17726008145621"
"Min 1x pro Woche","1995","(Fach-)Abitur","3","32","0.196441474502701","0.138560724116041","0.254322224889361"
"Min 1x pro Woche","1995","(Fach-)Abitur","4","23","","",""
"Min 1x pro Woche","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","14","","",""
"Min 1x pro Woche","1995","AkademikerIn","1 Einkommensschwächstes Quintil","51","0.156498871891541","0.118967427354192","0.194030316428889"
"Min 1x pro Woche","1995","AkademikerIn","2","49","0.133636800407084","0.102372016920883","0.164901583893286"
"Min 1x pro Woche","1995","AkademikerIn","3","50","0.14716723650914","0.111262661083297","0.183071811934982"
"Min 1x pro Woche","1995","AkademikerIn","4","34","0.123343552801561","0.0866793882219085","0.160007717381214"
"Min 1x pro Woche","1995","AkademikerIn","5 Einkommensstärkstes Quintil","48","0.193948097256222","0.145033836356872","0.242862358155572"
"Min 1x pro Monat","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","22","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","2","8","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","3","5","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","4","4","","",""
"Min 1x pro Monat","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","2","","",""
"Min 1x pro Monat","1995","Hauptschule","1 Einkommensschwächstes Quintil","127","0.0513090300293619","0.0426795620739732","0.0599384979847506"
"Min 1x pro Monat","1995","Hauptschule","2","116","0.0706773253308033","0.0590831657264975","0.0822714849351092"
"Min 1x pro Monat","1995","Hauptschule","3","63","0.075077825674217","0.0583208851821211","0.091834766166313"
"Min 1x pro Monat","1995","Hauptschule","4","44","0.0809405028249123","0.0583911181259049","0.10348988752392"
"Min 1x pro Monat","1995","Hauptschule","5 Einkommensstärkstes Quintil","10","","",""
"Min 1x pro Monat","1995","Realschule","1 Einkommensschwächstes Quintil","97","0.092482177636051","0.0751961989287338","0.109768156343368"
"Min 1x pro Monat","1995","Realschule","2","78","0.0776935417146925","0.0603488083239433","0.0950382751054418"
"Min 1x pro Monat","1995","Realschule","3","56","0.111401605640991","0.0849867447944145","0.137816466487567"
"Min 1x pro Monat","1995","Realschule","4","46","0.0979877280260295","0.0681354367604241","0.127840019291635"
"Min 1x pro Monat","1995","Realschule","5 Einkommensstärkstes Quintil","26","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","45","0.137525066983973","0.103033503797217","0.172016630170728"
"Min 1x pro Monat","1995","(Fach-)Abitur","2","30","0.128169528155646","0.0890154061099711","0.167323650201321"
"Min 1x pro Monat","1995","(Fach-)Abitur","3","21","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","4","21","","",""
"Min 1x pro Monat","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","10","","",""
"Min 1x pro Monat","1995","AkademikerIn","1 Einkommensschwächstes Quintil","40","0.140956725642522","0.105010999355584","0.176902451929461"
"Min 1x pro Monat","1995","AkademikerIn","2","61","0.147102028485775","0.114555830335568","0.179648226635982"
"Min 1x pro Monat","1995","AkademikerIn","3","51","0.130307011533576","0.0961893570503717","0.164424666016779"
"Min 1x pro Monat","1995","AkademikerIn","4","48","0.176911357530009","0.134364252696106","0.219458462363912"
"Min 1x pro Monat","1995","AkademikerIn","5 Einkommensstärkstes Quintil","37","0.160952806263989","0.115490265711258","0.206415346816719"
"Seltener","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","72","0.177851046123207","0.143678367748288","0.212023724498126"
"Seltener","1995","(noch) kein Abschluss","2","34","0.170444353553784","0.120980758851956","0.219907948255612"
"Seltener","1995","(noch) kein Abschluss","3","17","","",""
"Seltener","1995","(noch) kein Abschluss","4","12","","",""
"Seltener","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Seltener","1995","Hauptschule","1 Einkommensschwächstes Quintil","514","0.208424604229944","0.192537477101031","0.224311731358856"
"Seltener","1995","Hauptschule","2","435","0.234539164459261","0.215370796874426","0.253707532044095"
"Seltener","1995","Hauptschule","3","257","0.270249421898156","0.242009993679811","0.2984888501165"
"Seltener","1995","Hauptschule","4","178","0.310444313566793","0.272192109851768","0.348696517281818"
"Seltener","1995","Hauptschule","5 Einkommensstärkstes Quintil","56","0.316507271842071","0.248370685588329","0.384643858095812"
"Seltener","1995","Realschule","1 Einkommensschwächstes Quintil","378","0.354221139857549","0.325683600802753","0.382758678912346"
"Seltener","1995","Realschule","2","347","0.389027883275353","0.357438684958568","0.420617081592138"
"Seltener","1995","Realschule","3","199","0.379677888124089","0.338933657294803","0.420422118953375"
"Seltener","1995","Realschule","4","138","0.370567723623426","0.322073065434438","0.419062381812413"
"Seltener","1995","Realschule","5 Einkommensstärkstes Quintil","65","0.422705590696561","0.350338810962194","0.495072370430929"
"Seltener","1995","(Fach-)Abitur","1 Einkommensschwächstes Quintil","120","0.296403467027755","0.250668097852088","0.342138836203421"
"Seltener","1995","(Fach-)Abitur","2","97","0.300717841003908","0.247005399125185","0.354430282882631"
"Seltener","1995","(Fach-)Abitur","3","56","0.307291086732066","0.240077174712715","0.374504998751417"
"Seltener","1995","(Fach-)Abitur","4","49","0.327467801871841","0.247410312117912","0.407525291625769"
"Seltener","1995","(Fach-)Abitur","5 Einkommensstärkstes Quintil","30","0.324675324675325","0.220759487524777","0.428591161825872"
"Seltener","1995","AkademikerIn","1 Einkommensschwächstes Quintil","119","0.291007684331708","0.244086406252821","0.337928962410596"
"Seltener","1995","AkademikerIn","2","181","0.355713729031387","0.311725938837549","0.399701519225225"
"Seltener","1995","AkademikerIn","3","150","0.372529346620247","0.323530117824648","0.421528575415846"
"Seltener","1995","AkademikerIn","4","122","0.337185696909553","0.28447492707015","0.389896466748957"
"Seltener","1995","AkademikerIn","5 Einkommensstärkstes Quintil","78","0.329485104424617","0.271337297713051","0.387632911136182"
"Nie","1995","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","347","0.657862119179958","0.615464294641593","0.700259943718323"
"Nie","1995","(noch) kein Abschluss","2","152","0.581849941967638","0.516965110316265","0.646734773619011"
"Nie","1995","(noch) kein Abschluss","3","50","0.453663188530128","0.355096071203796","0.552230305856461"
"Nie","1995","(noch) kein Abschluss","4","29","","",""
"Nie","1995","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","9","","",""
"Nie","1995","Hauptschule","1 Einkommensschwächstes Quintil","1709","0.670793434815574","0.652413101611474","0.689173768019673"
"Nie","1995","Hauptschule","2","1192","0.619653495265657","0.597691078865017","0.641615911666296"
"Nie","1995","Hauptschule","3","558","0.574856262456256","0.543419789434938","0.606292735477573"
"Nie","1995","Hauptschule","4","281","0.486395640743461","0.44507289978137","0.527718381705551"
