year,age_gr,migback,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,No migration background,At least once per week,0.17961,324,1755,0.16165,0.19757
1990,17-29 y.,No migration background,At least once per month,0.15794,268,1755,0.14087,0.17500
1990,17-29 y.,No migration background,Seldom,0.31933,557,1755,0.29752,0.34115
1990,17-29 y.,No migration background,Never,0.34312,606,1755,0.32090,0.36534
1990,17-29 y.,Direct migration background,At least once per week,0.16244,84,691,0.13492,0.18996
1990,17-29 y.,Direct migration background,At least once per month,0.12955,53,691,0.10449,0.15460
1990,17-29 y.,Direct migration background,Seldom,0.24272,134,691,0.21073,0.27471
1990,17-29 y.,Direct migration background,Never,0.46530,420,691,0.42808,0.50252
1990,17-29 y.,Indirect migration background,At least once per week,0.22102,47,255,0.16999,0.27205
1990,17-29 y.,Indirect migration background,At least once per month,0.12779,39,255,0.08673,0.16885
1990,17-29 y.,Indirect migration background,Seldom,0.21758,52,255,0.16684,0.26833
1990,17-29 y.,Indirect migration background,Never,0.43361,117,255,0.37266,0.49455
1990,30-45 y.,No migration background,At least once per week,0.13474,252,1921,0.11946,0.15001
1990,30-45 y.,No migration background,At least once per month,0.15894,306,1921,0.14258,0.17529
1990,30-45 y.,No migration background,Seldom,0.38330,735,1921,0.36155,0.40505
1990,30-45 y.,No migration background,Never,0.32303,628,1921,0.30211,0.34394
1990,30-45 y.,Direct migration background,At least once per week,0.10250,46,829,0.08184,0.12316
1990,30-45 y.,Direct migration background,At least once per month,0.07792,42,829,0.05966,0.09617
1990,30-45 y.,Direct migration background,Seldom,0.24009,168,829,0.21100,0.26919
1990,30-45 y.,Direct migration background,Never,0.57949,573,829,0.54586,0.61311
1990,46-65 y.,No migration background,At least once per week,0.11680,230,1982,0.10266,0.13095
1990,46-65 y.,No migration background,At least once per month,0.11373,228,1982,0.09975,0.12771
1990,46-65 y.,No migration background,Seldom,0.31377,623,1982,0.29334,0.33420
1990,46-65 y.,No migration background,Never,0.45570,901,1982,0.43377,0.47763
1990,46-65 y.,Direct migration background,At least once per week,0.06742,33,901,0.05104,0.08380
1990,46-65 y.,Direct migration background,At least once per month,0.09165,48,901,0.07280,0.11050
1990,46-65 y.,Direct migration background,Seldom,0.21153,134,901,0.18485,0.23821
1990,46-65 y.,Direct migration background,Never,0.62940,686,901,0.59785,0.66095
1990,66 and older,No migration background,At least once per week,0.07419,70,948,0.05750,0.09088
1990,66 and older,No migration background,At least once per month,0.06151,59,948,0.04621,0.07681
1990,66 and older,No migration background,Seldom,0.14506,135,948,0.12263,0.16749
1990,66 and older,No migration background,Never,0.71924,684,948,0.69062,0.74786
1990,66 and older,Direct migration background,Never,0.71126,57,57,0.59257,0.82996
1995,17-29 y.,No migration background,At least once per week,0.17411,385,2293,0.15859,0.18964
1995,17-29 y.,No migration background,At least once per month,0.10552,240,2293,0.09294,0.11809
1995,17-29 y.,No migration background,Seldom,0.32549,754,2293,0.30630,0.34467
1995,17-29 y.,No migration background,Never,0.39489,914,2293,0.37487,0.41490
1995,17-29 y.,Direct migration background,At least once per week,0.21255,84,601,0.17982,0.24529
