year,age_gr,regtyp,pli0093_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,Urban regions,At least once per week,0.18628,370,2135,0.16976,0.20279
1990,17-29 y.,Urban regions,At least once per month,0.15447,276,2135,0.13914,0.16980
1990,17-29 y.,Urban regions,Seldom,0.30542,573,2135,0.28588,0.32496
1990,17-29 y.,Urban regions,Never,0.35383,916,2135,0.33354,0.37412
1990,17-29 y.,Rural regions,At least once per week,0.15582,85,566,0.12591,0.18573
1990,17-29 y.,Rural regions,At least once per month,0.15277,84,566,0.12311,0.18244
1990,17-29 y.,Rural regions,Seldom,0.31754,170,566,0.27915,0.35593
1990,17-29 y.,Rural regions,Never,0.37387,227,566,0.33397,0.41376
1990,30-45 y.,Urban regions,At least once per week,0.13484,244,2228,0.12066,0.14903
1990,30-45 y.,Urban regions,At least once per month,0.15279,284,2228,0.13784,0.16773
1990,30-45 y.,Urban regions,Seldom,0.34924,705,2228,0.32944,0.36904
1990,30-45 y.,Urban regions,Never,0.36313,995,2228,0.34316,0.38310
1990,30-45 y.,Rural regions,At least once per week,0.11576,57,542,0.08880,0.14272
1990,30-45 y.,Rural regions,At least once per month,0.12841,65,542,0.10022,0.15660
1990,30-45 y.,Rural regions,Seldom,0.42415,207,542,0.38251,0.46580
1990,30-45 y.,Rural regions,Never,0.33168,213,542,0.29201,0.37136
1990,46-65 y.,Urban regions,At least once per week,0.11808,220,2304,0.10490,0.13126
1990,46-65 y.,Urban regions,At least once per month,0.11115,216,2304,0.09831,0.12398
1990,46-65 y.,Urban regions,Seldom,0.28496,571,2304,0.26653,0.30340
1990,46-65 y.,Urban regions,Never,0.48581,1297,2304,0.46540,0.50622
1990,46-65 y.,Rural regions,At least once per week,0.08685,45,589,0.06409,0.10961
1990,46-65 y.,Rural regions,At least once per month,0.10995,62,589,0.08466,0.13523
1990,46-65 y.,Rural regions,Seldom,0.34600,188,589,0.30755,0.38445
1990,46-65 y.,Rural regions,Never,0.45720,294,589,0.41694,0.49747
1990,66 and older,Urban regions,At least once per week,0.06731,55,782,0.04974,0.08488
1990,66 and older,Urban regions,At least once per month,0.06440,47,782,0.04719,0.08162
1990,66 and older,Urban regions,Seldom,0.14629,114,782,0.12150,0.17107
1990,66 and older,Urban regions,Never,0.72200,566,782,0.69058,0.75342
1990,66 and older,Rural regions,Seldom,0.14311,33,210,0.09563,0.19058
1990,66 and older,Rural regions,Never,0.70686,177,210,0.64515,0.76857
1995,17-29 y.,Urban regions,At least once per week,0.20428,390,2217,0.18749,0.22107
