year,age_gr,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,unter 18 J.,kein Migrationshintergrund,,,,,,,,,,,,
1984,unter 18 J.,direkter Migrationshintergrund,,,,,,,,,,,,
1984,unter 18 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1984,18-29 J.,kein Migrationshintergrund,42,59.13441322912107,55.580057045726555,62.68876941251559,40.0,50.0,80.0,20.0,100.0,50.0,30.0,50.0
1984,18-29 J.,direkter Migrationshintergrund,,,,,,,,,,,,
1984,18-29 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1984,30-45 J.,kein Migrationshintergrund,119,54.7610302226342,52.62496231940928,56.89709812585912,30.0,50.0,70.0,15.0,100.0,50.0,50.0,50.0
1984,30-45 J.,direkter Migrationshintergrund,39,49.37309209398045,45.68893062412296,53.057253563837946,30.0,46.53805706014723,60.0,20.0,100.0,50.0,40.0,70.0
1984,30-45 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1984,46-65 J.,kein Migrationshintergrund,536,60.09751672317783,59.191434498987995,61.00359894736767,50.0,60.0,80.0,10.0,100.0,60.0,60.0,60.125
1984,46-65 J.,direkter Migrationshintergrund,104,56.784013431517174,55.265053812364535,58.30297305066981,50.0,60.0,70.0,20.0,100.0,60.0,60.0,70.0
1984,46-65 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1984,66 und älter,kein Migrationshintergrund,268,71.56744413569868,70.35216699333215,72.78272127806521,60.0,70.0,90.0,15.0,100.0,70.0,60.0,70.0
1984,66 und älter,direkter Migrationshintergrund,,,,,,,,,,,,
1984,66 und älter,indirekter Migrationshintergrund,,,,,,,,,,,,
1985,unter 18 J.,kein Migrationshintergrund,,,,,,,,,,,,
1985,unter 18 J.,direkter Migrationshintergrund,,,,,,,,,,,,
1985,unter 18 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1985,18-29 J.,kein Migrationshintergrund,48,57.7722055464587,53.92585846423964,61.61855262867776,40.0,50.0,80.0,10.0,100.0,50.0,30.0,50.0
1985,18-29 J.,direkter Migrationshintergrund,,,,,,,,,,,,
1985,18-29 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1985,30-45 J.,kein Migrationshintergrund,102,56.12390312183985,53.811297986319914,58.43650825735979,40.0,50.0,70.0,15.0,100.0,50.0,40.0,50.0
1985,30-45 J.,direkter Migrationshintergrund,,,,,,,,,,,,
1985,30-45 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1985,46-65 J.,kein Migrationshintergrund,475,60.3349626436459,59.41894652633282,61.250978760958986,50.0,60.0,80.0,10.0,100.0,60.0,60.0,70.0
