year,quintil_oecd,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,1st Quintile,Urban regions,453,66.65223285545518,65.6782674098431,67.62619830106726,50.0,70.0,80.0,10.0,100.0,70.0,70.0,80.0
1985,1st Quintile,Rural regions,128,62.57731854908426,60.646954546065,64.50768255210353,50.0,60.0,80.0,10.0,100.0,60.0,50.0,70.0
1985,2nd Quintile,Urban regions,183,60.02276864309314,58.43347848165649,61.61205880452978,40.0,60.0,80.0,20.0,100.0,60.0,60.0,70.0
1985,2nd Quintile,Rural regions,40,56.01546721891508,52.598160760121424,59.43277367770873,41.717105466279186,50.0,70.0,20.0,100.0,50.0,40.0,50.0
1985,3rd Quintile,Urban regions,99,60.843292881494165,58.87364983378487,62.81293592920346,50.0,60.0,70.0,20.0,100.0,60.0,60.0,70.0
1985,3rd Quintile,Rural regions,,,,,,,,,,,,
1985,4th Quintile,Urban regions,39,59.233578182932284,55.85443575914941,62.61272060671516,48.26187277453744,50.0,70.0,20.0,100.0,50.0,30.0,50.0
1985,4th Quintile,Rural regions,,,,,,,,,,,,
1985,5th Quintile,Urban regions,,,,,,,,,,,,
1985,5th Quintile,Rural regions,,,,,,,,,,,,
1986,1st Quintile,Urban regions,,,,,,,,,,,,
1986,1st Quintile,Rural regions,,,,,,,,,,,,
1986,2nd Quintile,Urban regions,,,,,,,,,,,,
1986,2nd Quintile,Rural regions,,,,,,,,,,,,
1986,3rd Quintile,Urban regions,,,,,,,,,,,,
1986,3rd Quintile,Rural regions,,,,,,,,,,,,
1986,4th Quintile,Urban regions,,,,,,,,,,,,
1986,4th Quintile,Rural regions,,,,,,,,,,,,
1986,5th Quintile,Urban regions,,,,,,,,,,,,
1986,5th Quintile,Rural regions,,,,,,,,,,,,
1987,1st Quintile,Urban regions,369,66.25485352709268,65.16410151765355,67.3456055365318,50.0,60.0,80.0,10.0,100.0,60.0,50.0,60.0
1987,1st Quintile,Rural regions,112,62.616722035889204,60.373658046385025,64.85978602539338,50.0,60.0,80.0,10.0,100.0,60.0,50.0,70.0
1987,2nd Quintile,Urban regions,193,61.78666388863341,60.40877175350197,63.16455602376485,50.0,60.0,80.0,20.0,100.0,60.0,60.0,70.0
1987,2nd Quintile,Rural regions,45,60.34997373455872,57.26975191267572,63.430195556441724,50.0,54.30281875795401,80.0,20.0,100.0,55.0,44.87499999999997,60.0
1987,3rd Quintile,Urban regions,113,58.93236673973754,57.01834387184003,60.84638960763505,50.0,60.0,70.0,20.0,100.0,60.0,60.0,70.0
1987,3rd Quintile,Rural regions,,,,,,,,,,,,
1987,4th Quintile,Urban regions,53,58.972377185335006,56.33622544001093,61.608528930659084,40.0,57.88883077705476,70.0,30.0,100.0,50.0,40.0,50.0
1987,4th Quintile,Rural regions,,,,,,,,,,,,
1987,5th Quintile,Urban regions,,,,,,,,,,,,
1987,5th Quintile,Rural regions,,,,,,,,,,,,
1988,1st Quintile,Urban regions,370,67.25704211189982,66.1874255189969,68.32665870480274,50.0,70.0,80.0,15.0,100.0,70.0,70.0,80.0
1988,1st Quintile,Rural regions,106,69.52325286963442,67.44418820751565,71.60231753175319,50.0,70.0,90.0,20.0,100.0,70.0,60.0,80.125
1988,2nd Quintile,Urban regions,237,62.899815860654414,61.555365675086854,64.24426604622197,50.0,60.0,80.0,20.0,100.0,60.0,50.0,70.0
1988,2nd Quintile,Rural regions,53,57.56374743546391,54.368949775473695,60.758545095454124,40.0,50.188019870050624,77.61524778431532,20.0,100.0,50.0,40.0,50.0
1988,3rd Quintile,Urban regions,131,61.54096968360612,59.63625834224974,63.445681024962504,50.0,60.0,80.0,20.0,100.0,60.0,50.0,70.0
1988,3rd Quintile,Rural regions,,,,,,,,,,,,
1988,4th Quintile,Urban regions,47,56.59174275631795,53.54461110287626,59.63887440975964,40.0,50.0,73.70197569324547,10.0,100.0,50.0,40.0,50.0
1988,4th Quintile,Rural regions,,,,,,,,,,,,
1988,5th Quintile,Urban regions,,,,,,,,,,,,
1988,5th Quintile,Rural regions,,,,,,,,,,,,
1989,1st Quintile,Urban regions,320,67.12473319020192,66.01329222929424,68.23617415110961,50.0,60.0,80.0,10.0,100.0,60.0,50.0,60.0
1989,1st Quintile,Rural regions,85,64.0425095788064,61.90041693210058,66.18460222551222,50.0,60.0,80.0,20.0,100.0,60.0,50.0,70.0
1989,2nd Quintile,Urban regions,223,63.32700115924987,61.90522590893551,64.74877640956423,50.0,60.0,80.0,20.0,100.0,60.0,60.0,70.0
1989,2nd Quintile,Rural regions,67,60.38164615174675,57.372653105100945,63.390639198392556,41.80156162354746,60.0,80.0,10.0,100.0,60.0,59.74999999999994,70.0
1989,3rd Quintile,Urban regions,151,57.59973612968331,55.988062088309725,59.21141017105689,50.0,50.0,70.0,20.0,100.0,50.0,40.0,50.0
1989,3rd Quintile,Rural regions,,,,,,,,,,,,
1989,4th Quintile,Urban regions,56,58.57348523575975,56.09430962125004,61.052660850269454,45.481614914663126,50.0,70.0,20.0,100.0,50.0,30.0,50.0
1989,4th Quintile,Rural regions,,,,,,,,,,,,
1989,5th Quintile,Urban regions,,,,,,,,,,,,
1989,5th Quintile,Rural regions,,,,,,,,,,,,
1990,1st Quintile,Urban regions,,,,,,,,,,,,
1990,1st Quintile,Rural regions,,,,,,,,,,,,
1990,2nd Quintile,Urban regions,,,,,,,,,,,,
1990,2nd Quintile,Rural regions,,,,,,,,,,,,
1990,3rd Quintile,Urban regions,,,,,,,,,,,,
1990,3rd Quintile,Rural regions,,,,,,,,,,,,
1990,4th Quintile,Urban regions,,,,,,,,,,,,
1990,4th Quintile,Rural regions,,,,,,,,,,,,
1990,5th Quintile,Urban regions,,,,,,,,,,,,
1990,5th Quintile,Rural regions,,,,,,,,,,,,
1991,1st Quintile,Urban regions,288,67.45160719293288,66.24959142548063,68.65362296038514,50.0,60.0,80.0,20.0,100.0,60.0,50.0,60.0
1991,1st Quintile,Rural regions,82,66.54954725467019,64.27017853169652,68.82891597764386,50.0,60.0,90.0,20.0,100.0,60.0,50.0,65.0
1991,2nd Quintile,Urban regions,204,60.419333375183484,59.00681076346293,61.83185598690404,50.0,60.0,80.0,20.0,100.0,60.0,60.0,70.0
1991,2nd Quintile,Rural regions,57,55.45886366722594,52.62709201105568,58.2906353233962,43.42303537366875,50.0,69.28774269495749,20.0,100.0,50.0,40.0,50.0
1991,3rd Quintile,Urban regions,162,58.58189567875757,56.85796254743505,60.30582881008009,40.0,60.0,70.0,15.0,100.0,60.0,60.0,70.0
1991,3rd Quintile,Rural regions,35,65.50297158191253,61.82847889397373,69.17746426985134,50.0,60.0,83.57417139600302,20.0,100.0,60.0,40.0,70.0
1991,4th Quintile,Urban regions,107,53.530288541198374,51.64889452375416,55.41168255864259,40.0,50.0,60.0,20.0,90.0,50.0,50.0,50.0
1991,4th Quintile,Rural regions,,,,,,,,,,,,
1991,5th Quintile,Urban regions,30,67.04977262729976,63.47726200526852,70.62228324933099,50.0,67.25961899255084,80.0,30.0,100.0,70.0,60.0,90.0
1991,5th Quintile,Rural regions,,,,,,,,,,,,
1992,1st Quintile,Urban regions,282,69.2214418485193,67.9444405961783,70.49844310086031,50.0,70.0,90.0,10.0,100.0,70.0,65.0,80.0
1992,1st Quintile,Rural regions,183,64.89128774606776,63.269320704761604,66.51325478737392,50.0,60.0,80.0,15.0,100.0,60.0,50.0,60.0
1992,2nd Quintile,Urban regions,238,61.120410168820904,59.803511871902145,62.43730846573966,50.0,60.0,80.0,20.0,100.0,60.0,60.0,70.0
1992,2nd Quintile,Rural regions,102,59.29696250764121,57.08484048474585,61.509084530536576,50.0,50.0,80.0,20.0,100.0,50.0,40.0,50.0
1992,3rd Quintile,Urban regions,190,56.82398253248521,55.16390925972868,58.48405580524174,40.0,50.0,70.0,20.0,100.0,50.0,40.0,50.0
1992,3rd Quintile,Rural regions,45,58.45304248932495,54.98541505208148,61.92066992656842,40.0,50.0,80.0,10.0,100.0,50.0,30.0,50.0
1992,4th Quintile,Urban regions,139,56.84837884587113,55.0693724227175,58.627385269024764,40.0,50.0,70.0,20.0,100.0,50.0,40.0,50.0
1992,4th Quintile,Rural regions,,,,,,,,,,,,
1992,5th Quintile,Urban regions,41,58.70983320258021,55.05051106825583,62.36915533690458,40.0,50.0,80.0,10.0,100.0,50.0,30.0,50.0
1992,5th Quintile,Rural regions,,,,,,,,,,,,
1993,1st Quintile,Urban regions,,,,,,,,,,,,
1993,1st Quintile,Rural regions,,,,,,,,,,,,
1993,2nd Quintile,Urban regions,,,,,,,,,,,,
1993,2nd Quintile,Rural regions,,,,,,,,,,,,
1993,3rd Quintile,Urban regions,,,,,,,,,,,,
1993,3rd Quintile,Rural regions,,,,,,,,,,,,
1993,4th Quintile,Urban regions,,,,,,,,,,,,
1993,4th Quintile,Rural regions,,,,,,,,,,,,
1993,5th Quintile,Urban regions,,,,,,,,,,,,
1993,5th Quintile,Rural regions,,,,,,,,,,,,
1994,1st Quintile,Urban regions,226,67.14436652117399,65.73273373359794,68.55599930875005,50.0,70.0,80.0,20.0,100.0,70.0,70.0,80.0
1994,1st Quintile,Rural regions,107,62.43393777905922,60.3361380730159,64.53173748510254,50.0,60.0,80.0,10.0,100.0,60.0,60.0,70.0
1994,2nd Quintile,Urban regions,223,65.37429679305207,63.89819775007632,66.85039583602781,50.0,60.0,90.0,15.0,100.0,60.0,50.0,60.0
1994,2nd Quintile,Rural regions,111,57.14750411897446,55.08132193791329,59.21368630003563,50.0,50.0,70.0,20.0,100.0,50.0,50.0,50.0
1994,3rd Quintile,Urban regions,189,55.460637640711916,53.878229791172714,57.04304549025112,40.0,50.0,70.0,20.0,100.0,50.0,50.0,50.0
1994,3rd Quintile,Rural regions,80,63.257580982648925,60.649218064084984,65.86594390121287,50.0,60.0,88.75346822454463,20.0,100.0,60.0,40.0,70.0
1994,4th Quintile,Urban regions,153,57.47103442070243,55.810475851008874,59.13159299039599,40.0,50.0,70.0,20.0,100.0,50.0,40.0,50.0
1994,4th Quintile,Rural regions,39,61.12971495267213,57.32734088349357,64.9320890218507,40.0,54.026196030361206,80.0,20.0,100.0,50.0,30.0,50.0
1994,5th Quintile,Urban regions,72,53.17033774478002,50.82408082053841,55.51659466902163,40.0,50.0,68.2500802944295,20.0,100.0,50.0,50.0,60.0
1994,5th Quintile,Rural regions,,,,,,,,,,,,
1995,1st Quintile,Urban regions,214,68.97632611342931,67.60402681871126,70.34862540814736,50.0,70.0,80.0,30.0,100.0,70.0,65.0,80.0
