year,age_gr,quintil_oecd,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,18-29 y.,1st Quintile,32,62.33884931857156,58.07529776590107,66.60240087124205,40.0,60.0,80.0,20.0,100.0,60.0,40.0,70.25
1984,18-29 y.,2nd Quintile,,,,,,,,,,,,
1984,18-29 y.,3rd Quintile,,,,,,,,,,,,
1984,18-29 y.,4th Quintile,,,,,,,,,,,,
1984,18-29 y.,5th Quintile,,,,,,,,,,,,
1984,30-45 y.,1st Quintile,103,55.10396500646704,52.92341052681834,57.28451948611575,40.0,50.0,70.0,15.0,100.0,50.0,50.0,50.0
1984,30-45 y.,2nd Quintile,39,53.63681100829423,49.449031386178575,57.82459063040989,30.0,50.0,80.0,20.0,100.0,50.0,40.0,70.0
1984,30-45 y.,3rd Quintile,,,,,,,,,,,,
1984,30-45 y.,4th Quintile,,,,,,,,,,,,
1984,30-45 y.,5th Quintile,,,,,,,,,,,,
1984,46-65 y.,1st Quintile,381,60.92840110973606,59.89996437556379,61.956837843908325,50.0,60.0,80.0,10.0,100.0,60.0,60.0,60.0
1984,46-65 y.,2nd Quintile,154,57.09810512877592,55.42720088857921,58.76900936897263,40.0,60.0,70.0,10.0,100.0,60.0,60.0,70.0
1984,46-65 y.,3rd Quintile,60,61.758348374399816,58.80618585881164,64.710510889988,50.0,60.0,80.0,20.0,100.0,60.0,50.0,70.0
1984,46-65 y.,4th Quintile,37,56.5617662396439,53.232878172491034,59.89065430679677,40.0,60.0,70.0,10.0,100.0,60.0,50.0,70.0
1984,46-65 y.,5th Quintile,,,,,,,,,,,,
1984,66 and older,1st Quintile,202,70.81778979813195,69.41794987375283,72.21762972251108,50.0,70.0,80.0,20.0,100.0,70.0,60.0,70.0
1984,66 and older,2nd Quintile,44,74.93077577626354,72.06325777125501,77.79829378127208,60.0,80.0,90.0,25.0,100.0,80.0,80.0,90.0
1984,66 and older,3rd Quintile,,,,,,,,,,,,
1984,66 and older,4th Quintile,,,,,,,,,,,,
1984,66 and older,5th Quintile,,,,,,,,,,,,
1985,18-29 y.,1st Quintile,39,63.21768535027753,58.70878072050243,67.72658998005262,40.0,60.0,100.0,10.0,100.0,60.0,40.0,70.0
1985,18-29 y.,2nd Quintile,,,,,,,,,,,,
1985,18-29 y.,3rd Quintile,,,,,,,,,,,,
1985,18-29 y.,4th Quintile,,,,,,,,,,,,
1985,18-29 y.,5th Quintile,,,,,,,,,,,,
1985,30-45 y.,1st Quintile,83,57.45703453003194,54.98912975717617,59.92493930288771,50.0,50.0,70.0,20.0,100.0,50.0,50.0,50.0
1985,30-45 y.,2nd Quintile,,,,,,,,,,,,
1985,30-45 y.,3rd Quintile,,,,,,,,,,,,
1985,30-45 y.,4th Quintile,,,,,,,,,,,,
1985,30-45 y.,5th Quintile,,,,,,,,,,,,
1985,46-65 y.,1st Quintile,330,62.66527799111524,61.61582535407259,63.71473062815789,50.0,60.0,80.0,10.0,100.0,60.0,60.0,60.0
1985,46-65 y.,2nd Quintile,130,56.36483047123291,54.542756714212814,58.186904228253,40.0,50.0,70.0,20.0,100.0,50.0,40.0,50.0
1985,46-65 y.,3rd Quintile,77,56.12615494966707,54.07275087406935,58.17955902526479,50.0,50.0,65.94614703701052,26.08077944448422,89.8653675925263,50.0,40.0,50.0
1985,46-65 y.,4th Quintile,,,,,,,,,,,,
1985,46-65 y.,5th Quintile,,,,,,,,,,,,
1985,66 and older,1st Quintile,150,72.87308175920222,71.19299477945337,74.55316873895107,60.0,80.0,90.0,20.0,100.0,80.0,80.0,90.0
1985,66 and older,2nd Quintile,47,70.50449893733203,67.65994205144908,73.34905582321498,58.68229942910344,70.0,80.0,26.705748572758594,100.0,70.0,60.0,80.0
1985,66 and older,3rd Quintile,,,,,,,,,,,,
1985,66 and older,4th Quintile,,,,,,,,,,,,
1985,66 and older,5th Quintile,,,,,,,,,,,,
1986,18-29 y.,1st Quintile,,,,,,,,,,,,
1986,18-29 y.,2nd Quintile,,,,,,,,,,,,
1986,18-29 y.,3rd Quintile,,,,,,,,,,,,
1986,18-29 y.,4th Quintile,,,,,,,,,,,,
1986,18-29 y.,5th Quintile,,,,,,,,,,,,
1986,30-45 y.,1st Quintile,,,,,,,,,,,,
1986,30-45 y.,2nd Quintile,,,,,,,,,,,,
1986,30-45 y.,3rd Quintile,,,,,,,,,,,,
1986,30-45 y.,4th Quintile,,,,,,,,,,,,
1986,30-45 y.,5th Quintile,,,,,,,,,,,,
1986,46-65 y.,1st Quintile,,,,,,,,,,,,
1986,46-65 y.,2nd Quintile,,,,,,,,,,,,
1986,46-65 y.,3rd Quintile,,,,,,,,,,,,
1986,46-65 y.,4th Quintile,,,,,,,,,,,,
1986,46-65 y.,5th Quintile,,,,,,,,,,,,
1986,66 and older,1st Quintile,,,,,,,,,,,,
1986,66 and older,2nd Quintile,,,,,,,,,,,,
1986,66 and older,3rd Quintile,,,,,,,,,,,,
1986,66 and older,4th Quintile,,,,,,,,,,,,
1986,66 and older,5th Quintile,,,,,,,,,,,,
1987,18-29 y.,1st Quintile,31,73.8475025508314,69.80018290054036,77.89482220112242,50.0,80.0,100.0,20.0,100.0,80.0,60.0,110.0
1987,18-29 y.,2nd Quintile,,,,,,,,,,,,
1987,18-29 y.,3rd Quintile,,,,,,,,,,,,
1987,18-29 y.,4th Quintile,,,,,,,,,,,,
1987,18-29 y.,5th Quintile,,,,,,,,,,,,
