"year","bildungsniveau","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1984","(Fach-)Abitur","62.71","55","59","30","50","80","100","100","56.4","69.02","10","100","50","75"
"1984","(noch) kein Abschluss","75.11","75","70","40","50","100","100","100","69.29","80.93","22","100","50","80"
"1984","AkademikerIn","62.74","55","70","30","50","80","100","100","56.68","68.8","15","100","50","70"
"1984","Hauptschule","63.3","57.5","787","30","50","80","100","100","61.7","64.9","10","100","60","60"
"1984","Realschule","57.55","55","131","30","40","70","80","100","53.86","61.24","10","100","50","60"
"1985","(Fach-)Abitur","63.66","55","51","30","50","80","100","100","56.91","70.41","15","100","50","70"
"1985","(noch) kein Abschluss","80.27","90","62","50","50","100","100","100","73.71","86.83","20","100","50","80"
"1985","AkademikerIn","60.42","55","62","30","40","80","100","100","54","66.84","10","100","50","70"
"1985","Hauptschule","64.1","57.5","677","30","50","80","100","100","62.4","65.8","10","100","60","60"
"1985","Realschule","56.77","55","126","30","40","70","80","100","53.07","60.47","15","100","50","60"
"1986","(Fach-)Abitur","","","","","","","","","","","","","",""
"1986","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1986","AkademikerIn","","","","","","","","","","","","","",""
"1986","Hauptschule","","","","","","","","","","","","","",""
"1986","Realschule","","","","","","","","","","","","","",""
"1987","(Fach-)Abitur","64.07","55","51","30","40","90","100","100","57.28","70.86","30","100","50","80"
"1987","(noch) kein Abschluss","77.04","75","65","40","60","100","100","100","70.53","83.55","10","100","50","80"
"1987","AkademikerIn","62.21","55","57","30","50","80","100","100","55.73","68.69","10","100","50","70"
"1987","Hauptschule","63.56","57.5","627","30","50","80","100","100","61.82","65.3","15","100","60","60"
"1987","Realschule","58.2","55","122","30","50","70","80","100","54.49","61.91","10","100","50","60"
"1988","(Fach-)Abitur","61.33","55","57","30","40","80","100","100","54.73","67.93","20","100","50","70"
"1988","(noch) kein Abschluss","74.38","75","68","40","50","100","100","100","68.08","80.68","20","100","50","70"
"1988","AkademikerIn","64","55","53","35","50","80","100","100","57.68","70.32","30","100","50","80"
"1988","Hauptschule","65.63","57.5","690","40","50","80","100","100","63.92","67.34","10","100","60","60"
"1988","Realschule","58.54","53","118","30","50","70","80","100","54.67","62.41","15","100","50","60"
"1989","(Fach-)Abitur","64.88","55","49","30","50","90","100","100","57.85","71.91","20","100","50","80"
"1989","(noch) kein Abschluss","70.56","67.5","73","30","50","100","100","100","64.81","76.31","20","100","50","70"
"1989","AkademikerIn","64.04","55","56","30","50","90","100","100","57.45","70.63","20","100","50","70"
"1989","Hauptschule","63.58","57.5","675","30","50","80","100","100","61.85","65.31","10","100","60","60"
"1989","Realschule","57.43","47.5","112","30","50","70","80","100","53.94","60.92","15","100","50","60"
"1990","(Fach-)Abitur","","","","","","","","","","","","","",""
"1990","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1990","AkademikerIn","","","","","","","","","","","","","",""
"1990","Hauptschule","","","","","","","","","","","","","",""
"1990","Realschule","","","","","","","","","","","","","",""
"1991","(Fach-)Abitur","63.11","55","57","30","50","80","100","100","56.84","69.38","20","100","50","80"
"1991","(noch) kein Abschluss","68.95","57.5","77","40","50","100","100","100","63.45","74.45","30","100","50","70"
"1991","AkademikerIn","62.69","55","59","30","50","80","100","100","56.43","68.95","20","100","50","70"
"1991","Hauptschule","62.78","57.5","679","30","50","80","100","100","61.05","64.51","20","100","50","60"
"1991","Realschule","57.97","55","112","30","50","70","90","100","53.98","61.96","15","100","50","60"
"1992","(Fach-)Abitur","62.84","55","55","30","40","80","100","100","55.86","69.82","10","100","50","80"
"1992","(noch) kein Abschluss","68.23","65","79","30","40","100","100","100","62.55","73.91","20","100","50","60"
"1992","AkademikerIn","61.44","55","114","30","50","80","100","100","57.09","65.79","20","100","50","60"
"1992","Hauptschule","62.59","57.5","832","30","50","80","100","100","61.04","64.14","10","100","50","60"
"1992","Realschule","57.23","45","173","30","40","70","90","100","53.84","60.62","10","100","50","50"
"1993","(Fach-)Abitur","","","","","","","","","","","","","",""
"1993","(noch) kein Abschluss","","","","","","","","","","","","","",""
"1993","AkademikerIn","","","","","","","","","","","","","",""
"1993","Hauptschule","","","","","","","","","","","","","",""
"1993","Realschule","","","","","","","","","","","","","",""
"1994","(Fach-)Abitur","59.2","45","50","30","40","80","100","100","51.99","66.41","20","100","50","60"
"1994","(noch) kein Abschluss","67.2","65","67","30","50","100","100","100","61.2","73.2","20","100","50","60"
"1994","AkademikerIn","60.29","45","111","30","50","80","100","100","55.77","64.81","20","100","50","60"
"1994","Hauptschule","61.86","57.5","806","30","50","80","100","100","60.26","63.46","10","100","50","60"
"1994","Realschule","57.81","45","167","30","40","70","100","100","54.4","61.22","20","100","50","50"
"1995","(Fach-)Abitur","62.51","55","48","30","40","90","100","100","55.4","69.62","30","100","50","70"
"1995","(noch) kein Abschluss","68.91","57.5","70","30","50","100","100","100","63.08","74.74","30","100","50","70"
