"year","migback","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1995","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","63.18","57.5","112","40","50","80","90","100","59.25","67.11","10","100","50","60"
"1995","direkter Migrationshintergrund","2","60.79","55","72","40","50","70","90","100","56.11","65.47","20","100","50","60"
"1995","direkter Migrationshintergrund","3","54.68","45","40","30","50","70","80","100","48.64","60.72","30","100","40","50"
"1995","direkter Migrationshintergrund","4","","","","","","","","","","","","","",""
"1995","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1995","indirekter Migrationshintergrund","2","","","","","","","","","","","","","",""
"1995","indirekter Migrationshintergrund","3","","","","","","","","","","","","","",""
"1995","indirekter Migrationshintergrund","4","","","","","","","","","","","","","",""
"1995","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1995","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","65.01","56","327","30","50","80","100","100","62.55","67.47","20","100","50","60"
"1995","kein Migrationshintergrund","2","65.44","55","291","30","50","80","100","100","62.86","68.02","23","100","60","60"
"1995","kein Migrationshintergrund","3","57.88","45","181","30","40","70","100","100","54.77","60.99","30","100","50","50"
"1995","kein Migrationshintergrund","4","58.84","45","123","30","40","80","100","100","54.61","63.07","20","100","50","60"
"1995","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","63.51","55","62","30","50","80","100","100","57.85","69.17","30","100","50","70"
"1995","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"1995","Migrationshintergrund - n. w. differenzierbar","2","","","","","","","","","","","","","",""
"1995","Migrationshintergrund - n. w. differenzierbar","3","","","","","","","","","","","","","",""
"1995","Migrationshintergrund - n. w. differenzierbar","4","","","","","","","","","","","","","",""
"1995","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"1996","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","63.29","57.5","100","40","50","80","100","100","58.97","67.61","20","100","50","60"
"1996","direkter Migrationshintergrund","2","60.12","55","98","30","50","80","100","100","55.38","64.86","10","100","50","60"
"1996","direkter Migrationshintergrund","3","49.63","45","31","30","50","60","70","100","43.32","55.94","20","100","40","50"
"1996","direkter Migrationshintergrund","4","","","","","","","","","","","","","",""
"1996","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
