"year","alter_gr","migback","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 Jahre alt","direkter Migrationshintergrund","57.9","57.9","1386","57.9","57.9"
"1984","16-34 Jahre alt","indirekter Migrationshintergrund","57.9","57.9","102","57.9","57.9"
"1984","16-34 Jahre alt","kein Migrationshintergrund ","57.9","57.9","3107","57.9","57.9"
"1984","35-65 Jahre alt","direkter Migrationshintergrund","57.9","57.9","1948","57.9","57.9"
"1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1984","35-65 Jahre alt","kein Migrationshintergrund ","57.9","57.9","4333","57.9","57.9"
"1984","66 und älter","direkter Migrationshintergrund","57.9","57.9","35","57.9","57.9"
"1984","66 und älter","indirekter Migrationshintergrund","","","","",""
"1984","66 und älter","kein Migrationshintergrund ","57.9","57.9","1229","57.9","57.9"
"1985","16-34 Jahre alt","direkter Migrationshintergrund","59.3","59.3","1146","59.3","59.3"
"1985","16-34 Jahre alt","indirekter Migrationshintergrund","59.3","59.3","120","59.3","59.3"
"1985","16-34 Jahre alt","kein Migrationshintergrund ","59.3","59.3","2902","59.3","59.3"
"1985","35-65 Jahre alt","direkter Migrationshintergrund","59.3","59.3","1723","59.3","59.3"
"1985","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1985","35-65 Jahre alt","kein Migrationshintergrund ","59.3","59.3","4010","59.3","59.3"
"1985","66 und älter","direkter Migrationshintergrund","59.3","59.3","37","59.3","59.3"
"1985","66 und älter","indirekter Migrationshintergrund","","","","",""
"1985","66 und älter","kein Migrationshintergrund ","59.3","59.3","1067","59.3","59.3"
"1986","16-34 Jahre alt","direkter Migrationshintergrund","60.6","60.6","1102","60.6","60.6"
"1986","16-34 Jahre alt","indirekter Migrationshintergrund","60.6","60.6","130","60.6","60.6"
"1986","16-34 Jahre alt","kein Migrationshintergrund ","60.6","60.6","2852","60.6","60.6"
"1986","35-65 Jahre alt","direkter Migrationshintergrund","60.6","60.6","1673","60.6","60.6"
"1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1986","35-65 Jahre alt","kein Migrationshintergrund ","60.6","60.6","3773","60.6","60.6"
"1986","66 und älter","direkter Migrationshintergrund","60.6","60.6","50","60.6","60.6"
"1986","66 und älter","indirekter Migrationshintergrund","","","","",""
"1986","66 und älter","kein Migrationshintergrund ","60.6","60.6","979","60.6","60.6"
"1987","16-34 Jahre alt","direkter Migrationshintergrund","60.5","60.5","1074","60.5","60.5"
"1987","16-34 Jahre alt","indirekter Migrationshintergrund","60.5","60.5","147","60.5","60.5"
"1987","16-34 Jahre alt","kein Migrationshintergrund ","60.5","60.5","2809","60.5","60.5"
"1987","35-65 Jahre alt","direkter Migrationshintergrund","60.5","60.5","1683","60.5","60.5"
"1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1987","35-65 Jahre alt","kein Migrationshintergrund ","60.5","60.5","3645","60.5","60.5"
"1987","66 und älter","direkter Migrationshintergrund","60.5","60.5","56","60.5","60.5"
"1987","66 und älter","indirekter Migrationshintergrund","","","","",""
"1987","66 und älter","kein Migrationshintergrund ","60.5","60.5","1010","60.5","60.5"
"1988","16-34 Jahre alt","direkter Migrationshintergrund","60.6","60.6","1024","60.6","60.6"
"1988","16-34 Jahre alt","indirekter Migrationshintergrund","60.6","60.6","195","60.6","60.6"
"1988","16-34 Jahre alt","kein Migrationshintergrund ","60.6","60.6","2628","60.6","60.6"
"1988","35-65 Jahre alt","direkter Migrationshintergrund","60.6","60.6","1581","60.6","60.6"
"1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1988","35-65 Jahre alt","kein Migrationshintergrund ","60.6","60.6","3481","60.6","60.6"
"1988","66 und älter","direkter Migrationshintergrund","60.6","60.6","63","60.6","60.6"
"1988","66 und älter","indirekter Migrationshintergrund","","","","",""
"1988","66 und älter","kein Migrationshintergrund ","60.6","60.6","971","60.6","60.6"
"1989","16-34 Jahre alt","direkter Migrationshintergrund","61.4","61.4","959","61.4","61.4"
"1989","16-34 Jahre alt","indirekter Migrationshintergrund","61.4","61.4","229","61.4","61.4"
"1989","16-34 Jahre alt","kein Migrationshintergrund ","61.4","61.4","2575","61.4","61.4"
"1989","35-65 Jahre alt","direkter Migrationshintergrund","61.4","61.4","1560","61.4","61.4"
"1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1989","35-65 Jahre alt","kein Migrationshintergrund ","61.4","61.4","3301","61.4","61.4"
"1989","66 und älter","direkter Migrationshintergrund","61.4","61.4","69","61.4","61.4"
"1989","66 und älter","indirekter Migrationshintergrund","","","","",""
"1989","66 und älter","kein Migrationshintergrund ","61.4","61.4","940","61.4","61.4"
"1990","16-34 Jahre alt","direkter Migrationshintergrund","63.1","63.1","909","63.1","63.1"
"1990","16-34 Jahre alt","indirekter Migrationshintergrund","63.1","63.1","267","63.1","63.1"
"1990","16-34 Jahre alt","kein Migrationshintergrund ","63.1","63.1","2469","63.1","63.1"
"1990","35-65 Jahre alt","direkter Migrationshintergrund","63.1","63.1","1540","63.1","63.1"
"1990","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1990","35-65 Jahre alt","kein Migrationshintergrund ","63.1","63.1","3212","63.1","63.1"
"1990","66 und älter","direkter Migrationshintergrund","63.1","63.1","82","63.1","63.1"
"1990","66 und älter","indirekter Migrationshintergrund","","","","",""
"1990","66 und älter","kein Migrationshintergrund ","63.1","63.1","955","63.1","63.1"
"1991","16-34 Jahre alt","direkter Migrationshintergrund","64.8","64.8","873","64.8","64.8"
"1991","16-34 Jahre alt","indirekter Migrationshintergrund","64.8","64.8","317","64.8","64.8"
"1991","16-34 Jahre alt","kein Migrationshintergrund ","64.8","64.8","2450","64.8","64.8"
"1991","35-65 Jahre alt","direkter Migrationshintergrund","64.8","64.8","1513","64.8","64.8"
"1991","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1991","35-65 Jahre alt","kein Migrationshintergrund ","64.8","64.8","3215","64.8","64.8"
"1991","66 und älter","direkter Migrationshintergrund","64.8","64.8","97","64.8","64.8"
"1991","66 und älter","indirekter Migrationshintergrund","","","","",""
"1991","66 und älter","kein Migrationshintergrund ","64.8","64.8","953","64.8","64.8"
"1992","16-34 Jahre alt","direkter Migrationshintergrund","66.94","62.1","842","66.86","67.02"
"1992","16-34 Jahre alt","indirekter Migrationshintergrund","66.81","62.1","378","66.64","66.98"
"1992","16-34 Jahre alt","kein Migrationshintergrund ","64.85","62.1","3759","64.69","65.01"
"1992","35-65 Jahre alt","direkter Migrationshintergrund","66.29","62.1","1574","66.16","66.42"
"1992","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1992","35-65 Jahre alt","kein Migrationshintergrund ","64.88","62.1","5287","64.75","65.01"
"1992","66 und älter","direkter Migrationshintergrund","65.59","62.1","136","64.91","66.27"
"1992","66 und älter","indirekter Migrationshintergrund","","","","",""
"1992","66 und älter","kein Migrationshintergrund ","65.38","62.1","1311","65.13","65.63"
"1993","16-34 Jahre alt","direkter Migrationshintergrund","69.69","67.2","808","69.65","69.73"
"1993","16-34 Jahre alt","indirekter Migrationshintergrund","69.59","67.2","438","69.51","69.67"
"1993","16-34 Jahre alt","kein Migrationshintergrund ","68.57","67.2","3646","68.49","68.65"
"1993","35-65 Jahre alt","direkter Migrationshintergrund","69.39","67.2","1515","69.33","69.45"
"1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1993","35-65 Jahre alt","kein Migrationshintergrund ","68.62","67.2","5195","68.55","68.69"
"1993","66 und älter","direkter Migrationshintergrund","68.94","67.2","154","68.62","69.26"
"1993","66 und älter","indirekter Migrationshintergrund","","","","",""
"1993","66 und älter","kein Migrationshintergrund ","68.89","67.2","1315","68.76","69.02"
"1994","16-34 Jahre alt","direkter Migrationshintergrund","72.27","71.9","756","72.26","72.28"
"1994","16-34 Jahre alt","indirekter Migrationshintergrund","72.27","71.9","461","72.26","72.28"
"1994","16-34 Jahre alt","kein Migrationshintergrund ","72.12","71.9","3580","72.11","72.13"
"1994","35-65 Jahre alt","direkter Migrationshintergrund","72.23","71.9","1431","72.22","72.24"
"1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1994","35-65 Jahre alt","kein Migrationshintergrund ","72.12","71.9","5125","72.11","72.13"
"1994","66 und älter","direkter Migrationshintergrund","72.18","71.9","171","72.13","72.23"
"1994","66 und älter","indirekter Migrationshintergrund","","","","",""
"1994","66 und älter","kein Migrationshintergrund ","72.16","71.9","1319","72.14","72.18"
"1995","16-34 Jahre alt","direkter Migrationshintergrund","74.29","74.2","928","74.29","74.29"
"1995","16-34 Jahre alt","indirekter Migrationshintergrund","74.29","74.2","473","74.29","74.29"
"1995","16-34 Jahre alt","kein Migrationshintergrund ","74.25","74.2","3530","74.25","74.25"
"1995","35-65 Jahre alt","direkter Migrationshintergrund","74.29","74.2","1641","74.29","74.29"
"1995","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1995","35-65 Jahre alt","kein Migrationshintergrund ","74.26","74.2","5162","74.26","74.26"
"1995","66 und älter","direkter Migrationshintergrund","74.27","74.2","212","74.26","74.28"
"1995","66 und älter","indirekter Migrationshintergrund","","","","",""
"1995","66 und älter","kein Migrationshintergrund ","74.26","74.2","1306","74.26","74.26"
"1996","16-34 Jahre alt","direkter Migrationshintergrund","75.5","75.5","836","75.5","75.5"
"1996","16-34 Jahre alt","indirekter Migrationshintergrund","75.5","75.5","508","75.5","75.5"
"1996","16-34 Jahre alt","kein Migrationshintergrund ","75.5","75.5","3414","75.5","75.5"
"1996","35-65 Jahre alt","direkter Migrationshintergrund","75.5","75.5","1535","75.5","75.5"
"1996","35-65 Jahre alt","indirekter Migrationshintergrund","75.5","75.5","31","75.5","75.5"
"1996","35-65 Jahre alt","kein Migrationshintergrund ","75.5","75.5","5176","75.5","75.5"
"1996","66 und älter","direkter Migrationshintergrund","75.5","75.5","227","75.5","75.5"
"1996","66 und älter","indirekter Migrationshintergrund","","","","",""
"1996","66 und älter","kein Migrationshintergrund ","75.5","75.5","1315","75.5","75.5"
"1997","16-34 Jahre alt","direkter Migrationshintergrund","76.51","76.5","777","76.51","76.51"
"1997","16-34 Jahre alt","indirekter Migrationshintergrund","76.52","76.5","528","76.51","76.53"
"1997","16-34 Jahre alt","kein Migrationshintergrund ","76.59","76.5","3302","76.58","76.6"
"1997","35-65 Jahre alt","direkter Migrationshintergrund","76.53","76.5","1461","76.53","76.53"
"1997","35-65 Jahre alt","indirekter Migrationshintergrund","76.51","76.5","33","76.48","76.54"
"1997","35-65 Jahre alt","kein Migrationshintergrund ","76.59","76.5","5145","76.58","76.6"
"1997","66 und älter","direkter Migrationshintergrund","76.56","76.5","233","76.54","76.58"
"1997","66 und älter","indirekter Migrationshintergrund","","","","",""
"1997","66 und älter","kein Migrationshintergrund ","76.57","76.5","1342","76.56","76.58"
"1998","16-34 Jahre alt","direkter Migrationshintergrund","77.92","77.9","718","77.91","77.93"
"1998","16-34 Jahre alt","indirekter Migrationshintergrund","77.93","77.9","549","77.92","77.94"
"1998","16-34 Jahre alt","kein Migrationshintergrund ","78.09","77.9","3594","78.08","78.1"
"1998","35-65 Jahre alt","direkter Migrationshintergrund","77.95","77.9","1433","77.94","77.96"
"1998","35-65 Jahre alt","indirekter Migrationshintergrund","77.92","77.9","44","77.87","77.97"
"1998","35-65 Jahre alt","kein Migrationshintergrund ","78.08","77.9","6045","78.07","78.09"
"1998","66 und älter","direkter Migrationshintergrund","78.01","77.9","248","77.97","78.05"
"1998","66 und älter","indirekter Migrationshintergrund","","","","",""
"1998","66 und älter","kein Migrationshintergrund ","78.05","77.9","1602","78.03","78.07"
"1999","16-34 Jahre alt","direkter Migrationshintergrund","78.62","78.6","635","78.61","78.63"
"1999","16-34 Jahre alt","indirekter Migrationshintergrund","78.63","78.6","547","78.62","78.64"
"1999","16-34 Jahre alt","kein Migrationshintergrund ","78.81","78.6","3409","78.8","78.82"
"1999","35-65 Jahre alt","direkter Migrationshintergrund","78.64","78.6","1321","78.63","78.65"
"1999","35-65 Jahre alt","indirekter Migrationshintergrund","78.61","78.6","52","78.58","78.64"
"1999","35-65 Jahre alt","kein Migrationshintergrund ","78.79","78.6","5911","78.78","78.8"
"1999","66 und älter","direkter Migrationshintergrund","78.72","78.6","248","78.68","78.76"
"1999","66 und älter","indirekter Migrationshintergrund","","","","",""
