"year","alter_gr","bildungsniveau","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 Jahre alt","(Fach-)Abitur","57.9","57.9","573","57.9","57.9"
"1984","16-34 Jahre alt","(noch) kein Abschluss","57.9","57.9","528","57.9","57.9"
"1984","16-34 Jahre alt","AkademikerInnen","","","","",""
"1984","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1984","16-34 Jahre alt","Realschulabschluss","","","","",""
"1984","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1984","35-65 Jahre alt","(noch) kein Abschluss","57.9","57.9","766","57.9","57.9"
"1984","35-65 Jahre alt","AkademikerInnen","57.9","57.9","482","57.9","57.9"
"1984","35-65 Jahre alt","Hauptschulabschluss","57.9","57.9","4081","57.9","57.9"
"1984","35-65 Jahre alt","Realschulabschluss","57.9","57.9","702","57.9","57.9"
"1984","66 und Ã¤lter","(Fach-)Abitur","57.9","57.9","48","57.9","57.9"
"1984","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1984","66 und Ã¤lter","AkademikerInnen","57.9","57.9","63","57.9","57.9"
"1984","66 und Ã¤lter","Hauptschulabschluss","57.9","57.9","971","57.9","57.9"
"1984","66 und Ã¤lter","Realschulabschluss","","","","",""
"1985","16-34 Jahre alt","(Fach-)Abitur","59.3","59.3","524","59.3","59.3"
"1985","16-34 Jahre alt","(noch) kein Abschluss","59.3","59.3","439","59.3","59.3"
"1985","16-34 Jahre alt","AkademikerInnen","","","","",""
"1985","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1985","16-34 Jahre alt","Realschulabschluss","59.3","59.3","973","59.3","59.3"
"1985","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1985","35-65 Jahre alt","(noch) kein Abschluss","59.3","59.3","649","59.3","59.3"
"1985","35-65 Jahre alt","AkademikerInnen","59.3","59.3","462","59.3","59.3"
"1985","35-65 Jahre alt","Hauptschulabschluss","59.3","59.3","3712","59.3","59.3"
"1985","35-65 Jahre alt","Realschulabschluss","59.3","59.3","679","59.3","59.3"
"1985","66 und Ã¤lter","(Fach-)Abitur","59.3","59.3","44","59.3","59.3"
"1985","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1985","66 und Ã¤lter","AkademikerInnen","59.3","59.3","56","59.3","59.3"
"1985","66 und Ã¤lter","Hauptschulabschluss","59.3","59.3","832","59.3","59.3"
"1985","66 und Ã¤lter","Realschulabschluss","","","","",""
"1986","16-34 Jahre alt","(Fach-)Abitur","60.6","60.6","559","60.6","60.6"
"1986","16-34 Jahre alt","(noch) kein Abschluss","60.6","60.6","422","60.6","60.6"
"1986","16-34 Jahre alt","AkademikerInnen","","","","",""
"1986","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1986","16-34 Jahre alt","Realschulabschluss","60.6","60.6","959","60.6","60.6"
"1986","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1986","35-65 Jahre alt","(noch) kein Abschluss","60.6","60.6","599","60.6","60.6"
"1986","35-65 Jahre alt","AkademikerInnen","60.6","60.6","469","60.6","60.6"
"1986","35-65 Jahre alt","Hauptschulabschluss","60.6","60.6","3502","60.6","60.6"
"1986","35-65 Jahre alt","Realschulabschluss","60.6","60.6","657","60.6","60.6"
"1986","66 und Ã¤lter","(Fach-)Abitur","60.6","60.6","46","60.6","60.6"
"1986","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1986","66 und Ã¤lter","AkademikerInnen","60.6","60.6","53","60.6","60.6"
"1986","66 und Ã¤lter","Hauptschulabschluss","60.6","60.6","764","60.6","60.6"
"1986","66 und Ã¤lter","Realschulabschluss","","","","",""
"1987","16-34 Jahre alt","(Fach-)Abitur","60.5","60.5","537","60.5","60.5"
"1987","16-34 Jahre alt","(noch) kein Abschluss","60.5","60.5","399","60.5","60.5"
"1987","16-34 Jahre alt","AkademikerInnen","","","","",""
"1987","16-34 Jahre alt","Hauptschulabschluss","","","","",""
"1987","16-34 Jahre alt","Realschulabschluss","60.5","60.5","966","60.5","60.5"
"1987","35-65 Jahre alt","(Fach-)Abitur","","","","",""
"1987","35-65 Jahre alt","(noch) kein Abschluss","60.5","60.5","598","60.5","60.5"
"1987","35-65 Jahre alt","AkademikerInnen","60.5","60.5","467","60.5","60.5"
"1987","35-65 Jahre alt","Hauptschulabschluss","60.5","60.5","3424","60.5","60.5"
"1987","35-65 Jahre alt","Realschulabschluss","60.5","60.5","633","60.5","60.5"
"1987","66 und Ã¤lter","(Fach-)Abitur","60.5","60.5","44","60.5","60.5"
"1987","66 und Ã¤lter","(noch) kein Abschluss","","","","",""
"1987","66 und Ã¤lter","AkademikerInnen","60.5","60.5","58","60.5","60.5"
"1987","66 und Ã¤lter","Hauptschulabschluss","60.5","60.5","796","60.5","60.5"
