"hlc0083_h","year","quintil","sampreg","n","percent","lower_confidence","upper_confidence"
"Ja","1995","1","Westdeutschland","721","0.170554494051087","0.15939278305687","0.181716205045304"
"Ja","1995","1","Ostdeutschland","495","0.23384902989594","0.215907097960504","0.251790961831376"
"Ja","1995","2","Westdeutschland","50","0.0171398074360057","0.0126378905396937","0.0216417243323177"
"Ja","1995","2","Ostdeutschland","","","",""
"Ja","1995","3","Westdeutschland","","","",""
"Ja","1995","3","Ostdeutschland","","","",""
"Ja","1995","4","Westdeutschland","","","",""
"Ja","1995","4","Ostdeutschland","","","",""
"Ja","1995","5","Westdeutschland","","","",""
"Ja","1995","5","Ostdeutschland","","","",""
"Nein","1995","1","Westdeutschland","3641","0.829445505948913","0.818283794954696","0.84060721694313"
"Nein","1995","1","Ostdeutschland","1643","0.76615097010406","0.748209038168624","0.784092902039496"
"Nein","1995","2","Westdeutschland","3143","0.982860192563994","0.978358275667682","0.987362109460306"
"Nein","1995","2","Ostdeutschland","1388","0.982403252197117","0.975547768368347","0.989258736025886"
"Nein","1995","3","Westdeutschland","2153","0.99674229704469","0.99434199262045","0.99914260146893"
"Nein","1995","3","Ostdeutschland","642","1","1","1"
"Nein","1995","4","Westdeutschland","1448","0.999779217084813","0.999014766937277","1.00054366723235"
"Nein","1995","4","Ostdeutschland","229","0.988735575641471","0.97512624758524","1.0023449036977"
"Nein","1995","5","Westdeutschland","769","0.998940383821239","0.996645379453065","1.00123538818941"
"Nein","1995","5","Ostdeutschland","45","1","1","1"
"Ja","1996","1","Westdeutschland","602","0.140359515775069","0.129527010631827","0.151192020918311"
"Ja","1996","1","Ostdeutschland","397","0.227221543369902","0.208374732839754","0.246068353900051"
"Ja","1996","2","Westdeutschland","55","0.0197004852686866","0.0147997979632905","0.0246011725740827"
"Ja","1996","2","Ostdeutschland","","","",""
"Ja","1996","3","Westdeutschland","","","",""
"Ja","1996","3","Ostdeutschland","","","",""
"Ja","1996","4","Westdeutschland","","","",""
"Ja","1996","4","Ostdeutschland","","","",""
"Ja","1996","5","Westdeutschland","","","",""
"Ja","1996","5","Ostdeutschland","","","",""
"Nein","1996","1","Westdeutschland","3348","0.859640484224931","0.848807979081689","0.870472989368173"
"Nein","1996","1","Ostdeutschland","1502","0.772778456630098","0.753931646099949","0.791625267160246"
"Nein","1996","2","Westdeutschland","3034","0.980299514731313","0.975398827425917","0.985200202036709"
"Nein","1996","2","Ostdeutschland","1406","0.985571340098487","0.979397121136881","0.991745559060092"
"Nein","1996","3","Westdeutschland","2226","0.994080152819017","0.99090193250422","0.997258373133814"
"Nein","1996","3","Ostdeutschland","749","0.990252880711628","0.983263504768045","0.997242256655212"
"Nein","1996","4","Westdeutschland","1513","0.998303836896611","0.99623380336117","1.00037387043205"
"Nein","1996","4","Ostdeutschland","266","1","1","1"
"Nein","1996","5","Westdeutschland","842","0.993464921810622","0.988035362617576","0.998894481003667"
"Nein","1996","5","Ostdeutschland","74","1","1","1"
"Ja","1997","1","Westdeutschland","619","0.144163282257902","0.132860537391623","0.155466027124182"
"Ja","1997","1","Ostdeutschland","252","0.171599328258289","0.153954748897985","0.189243907618593"
"Ja","1997","2","Westdeutschland","68","0.0210822069834329","0.0159930297712796","0.0261713841955862"
"Ja","1997","2","Ostdeutschland","","","",""
"Ja","1997","3","Westdeutschland","","","",""
"Ja","1997","3","Ostdeutschland","","","",""
"Ja","1997","4","Westdeutschland","","","",""
"Ja","1997","4","Ostdeutschland","","","",""
"Ja","1997","5","Westdeutschland","","","",""
"Ja","1997","5","Ostdeutschland","","","",""
"Nein","1997","1","Westdeutschland","3091","0.855836717742098","0.844533972875818","0.867139462608377"
"Nein","1997","1","Ostdeutschland","1502","0.828400671741711","0.810756092381407","0.846045251102015"
"Nein","1997","2","Westdeutschland","2993","0.978917793016567","0.973828615804414","0.98400697022872"
"Nein","1997","2","Ostdeutschland","1373","0.98030766117923","0.973016598440243","0.987598723918217"
"Nein","1997","3","Westdeutschland","2296","0.987860278625421","0.983400318924421","0.992320238326421"
"Nein","1997","3","Ostdeutschland","762","0.997209045455969","0.99346819025598","1.00094990065596"
"Nein","1997","4","Westdeutschland","1552","1","1","1"
"Nein","1997","4","Ostdeutschland","290","1","1","1"
"Nein","1997","5","Westdeutschland","831","1","1","1"
"Nein","1997","5","Ostdeutschland","68","1","1","1"
"Ja","1998","1","Westdeutschland","647","0.161534930678548","0.150208975726521","0.172860885630574"
"Ja","1998","1","Ostdeutschland","365","0.20918408165546","0.191200804757354","0.227167358553566"
"Ja","1998","2","Westdeutschland","54","0.011219934962732","0.00776919476848064","0.0146706751569834"
"Ja","1998","2","Ostdeutschland","","","",""
"Ja","1998","3","Westdeutschland","","","",""
"Ja","1998","3","Ostdeutschland","","","",""
"Ja","1998","4","Westdeutschland","","","",""
"Ja","1998","4","Ostdeutschland","","","",""
"Ja","1998","5","Westdeutschland","","","",""
"Ja","1998","5","Ostdeutschland","","","",""
"Nein","1998","1","Westdeutschland","3409","0.838465069321452","0.827139114369426","0.849791024273479"
"Nein","1998","1","Ostdeutschland","1600","0.79081591834454","0.772832641446434","0.808799195242646"
"Nein","1998","2","Westdeutschland","3525","0.988780065037268","0.985329324843017","0.992230805231519"
"Nein","1998","2","Ostdeutschland","1307","0.981025620732773","0.973698726167698","0.988352515297848"
"Nein","1998","3","Westdeutschland","2575","0.98921139741808","0.985242789811888","0.993180005024273"
"Nein","1998","3","Ostdeutschland","855","0.995666882465755","0.991269290346244","1.00006447458527"
"Nein","1998","4","Westdeutschland","1934","0.997743485954188","0.995630971565092","0.999856000343285"
"Nein","1998","4","Ostdeutschland","369","0.955755105693261","0.934858222486795","0.976651988899728"
"Nein","1998","5","Westdeutschland","1026","0.997140617915339","0.993876500044152","1.00040473578653"
"Nein","1998","5","Ostdeutschland","102","0.991814281509448","0.974579847605567","1.00904871541333"
"Ja","1999","1","Westdeutschland","509","0.137484108827374","0.126208643052339","0.148759574602409"
"Ja","1999","1","Ostdeutschland","342","0.215344878232953","0.1956593367275","0.235030419738405"
"Ja","1999","2","Westdeutschland","98","0.020454793416304","0.0158808268285355","0.0250287600040725"
"Ja","1999","2","Ostdeutschland","44","0.0275654398459802","0.019602604519508","0.0355282751724523"
"Ja","1999","3","Westdeutschland","","","",""
"Ja","1999","3","Ostdeutschland","","","",""
"Ja","1999","4","Westdeutschland","","","",""
"Ja","1999","4","Ostdeutschland","","","",""
"Ja","1999","5","Westdeutschland","","","",""
"Ja","1999","5","Ostdeutschland","","","",""
"Nein","1999","1","Westdeutschland","3074","0.862515891172626","0.851240425397591","0.873791356947661"
"Nein","1999","1","Ostdeutschland","1333","0.784655121767047","0.764969580261595","0.8043406632725"
"Nein","1999","2","Westdeutschland","3581","0.979545206583696","0.974971239995927","0.984119173171465"
"Nein","1999","2","Ostdeutschland","1580","0.97243456015402","0.964471724827548","0.980397395480492"
"Nein","1999","3","Westdeutschland","2683","0.995026803330725","0.992377822623069","0.997675784038382"
"Nein","1999","3","Ostdeutschland","947","0.995956896746909","0.991930175265045","0.999983618228773"
"Nein","1999","4","Westdeutschland","2019","0.996228621274558","0.993563507094595","0.99889373545452"
"Nein","1999","4","Ostdeutschland","403","0.996576783717843","0.990895354156822","1.00225821327886"
"Nein","1999","5","Westdeutschland","1207","0.994197978557545","0.989925647971928","0.998470309143161"
"Nein","1999","5","Ostdeutschland","112","1","1","1"
"Ja","2000","1","Westdeutschland","874","0.140077637381792","0.131368771465043","0.148786503298541"
"Ja","2000","1","Ostdeutschland","493","0.202167893143951","0.18669477639735","0.217641009890552"
"Ja","2000","2","Westdeutschland","94","0.0115844934422297","0.00895713995902666","0.0142118469254327"
"Ja","2000","2","Ostdeutschland","64","0.0283087346527478","0.0215916778041362","0.0350257915013595"
"Ja","2000","3","Westdeutschland","","","",""
"Ja","2000","3","Ostdeutschland","","","",""
"Ja","2000","4","Westdeutschland","","","",""
"Ja","2000","4","Ostdeutschland","","","",""
"Ja","2000","5","Westdeutschland","","","",""
"Ja","2000","5","Ostdeutschland","","","",""
"Nein","2000","1","Westdeutschland","5227","0.859922362618208","0.851213496701459","0.868631228534957"
"Nein","2000","1","Ostdeutschland","2095","0.797832106856049","0.782358990109448","0.81330522360265"
"Nein","2000","2","Westdeutschland","6278","0.98841550655777","0.985788153074567","0.991042860040973"
"Nein","2000","2","Ostdeutschland","2278","0.971691265347252","0.96497420849864","0.978408322195864"
"Nein","2000","3","Westdeutschland","5255","0.99569099997182","0.993923553634165","0.997458446309474"
"Nein","2000","3","Ostdeutschland","1459","0.997812483300975","0.995417654019022","1.00020731258293"
"Nein","2000","4","Westdeutschland","4034","0.998321304165692","0.997059113855775","0.99958349447561"
"Nein","2000","4","Ostdeutschland","709","0.997128413019061","0.993195178660263","1.00106164737786"
"Nein","2000","5","Westdeutschland","2659","0.999313704532508","0.998318496758748","1.00030891230627"
"Nein","2000","5","Ostdeutschland","252","0.990793494309869","0.979048029208563","1.00253895941118"
"Ja","2001","1","Westdeutschland","586","0.105716891400182","0.0972972107572412","0.114136572043123"
"Ja","2001","1","Ostdeutschland","410","0.19450453883871","0.177788950755156","0.211220126922264"
"Ja","2001","2","Westdeutschland","133","0.0238069700641454","0.0198070537450008","0.02780688638329"
"Ja","2001","2","Ostdeutschland","35","0.0156798848689573","0.0103241697548006","0.0210355999831139"
"Ja","2001","3","Westdeutschland","","","",""
"Ja","2001","3","Ostdeutschland","","","",""
"Ja","2001","4","Westdeutschland","","","",""
"Ja","2001","4","Ostdeutschland","","","",""
"Ja","2001","5","Westdeutschland","","","",""
"Ja","2001","5","Ostdeutschland","","","",""
"Nein","2001","1","Westdeutschland","4537","0.894283108599818","0.885863427956877","0.902702789242759"
"Nein","2001","1","Ostdeutschland","1744","0.80549546116129","0.788779873077736","0.822211049244844"
"Nein","2001","2","Westdeutschland","5447","0.976193029935855","0.97219311361671","0.980192946254999"
"Nein","2001","2","Ostdeutschland","2032","0.984320115131043","0.978964400016886","0.989675830245199"
"Nein","2001","3","Westdeutschland","4806","0.994180298264063","0.992035815138012","0.996324781390114"
