"hlc0083_h","year","hhtyp","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1995","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","1-Pers.- Haushalt","2","9","","",""
"Ja","1995","1-Pers.- Haushalt","3","","","",""
"Ja","1995","1-Pers.- Haushalt","4","","","",""
"Ja","1995","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","(Ehe-)Paar ohne Kind(er)","2","4","","",""
"Ja","1995","(Ehe-)Paar ohne Kind(er)","3","","","",""
"Ja","1995","(Ehe-)Paar ohne Kind(er)","4","2","","",""
"Ja","1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","Alleinerziehende","2","8","","",""
"Ja","1995","Alleinerziehende","3","","","",""
"Ja","1995","Alleinerziehende","4","","","",""
"Ja","1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","Paar mit Kind(ern)","2","40","0.0134303214658726","0.00919909035760944","0.0176615525741357"
"Ja","1995","Paar mit Kind(ern)","3","7","","",""
"Ja","1995","Paar mit Kind(ern)","4","3","","",""
"Ja","1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1995","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","1995","Sonstige","2","14","","",""
"Ja","1995","Sonstige","3","5","","",""
"Ja","1995","Sonstige","4","","","",""
"Ja","1995","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","1-Pers.- Haushalt","2","409","0.976175552059752","0.961555957236577","0.990795146882928"
"Nein","1995","1-Pers.- Haushalt","3","217","1","1","1"
"Nein","1995","1-Pers.- Haushalt","4","138","1","1","1"
"Nein","1995","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","(Ehe-)Paar ohne Kind(er)","2","844","0.9978573140235","0.994745141594245","1.00096948645275"
"Nein","1995","(Ehe-)Paar ohne Kind(er)","3","816","1","1","1"
"Nein","1995","(Ehe-)Paar ohne Kind(er)","4","682","0.997893797746782","0.994458121452308","1.00132947404126"
"Nein","1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Alleinerziehende","2","171","0.978215989274697","0.956831057195711","0.999600921353683"
"Nein","1995","Alleinerziehende","3","100","1","1","1"
"Nein","1995","Alleinerziehende","4","52","1","1","1"
"Nein","1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Paar mit Kind(ern)","2","2803","0.986569678534127","0.982338447425864","0.990800909642391"
"Nein","1995","Paar mit Kind(ern)","3","1463","0.996151616264648","0.992986487878514","0.999316744650782"
"Nein","1995","Paar mit Kind(ern)","4","711","0.999421054815261","0.997656675509085","1.00118543412144"
"Nein","1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1995","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1995","Sonstige","2","304","0.91208042287555","0.880956531329123","0.943204314421976"
"Nein","1995","Sonstige","3","199","0.982763541024098","0.964903537075606","1.00062354497259"
"Nein","1995","Sonstige","4","94","1","1","1"
"Nein","1995","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","1-Pers.- Haushalt","2","4","","",""
"Ja","1996","1-Pers.- Haushalt","3","2","","",""
"Ja","1996","1-Pers.- Haushalt","4","","","",""
"Ja","1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","(Ehe-)Paar ohne Kind(er)","2","10","","",""
"Ja","1996","(Ehe-)Paar ohne Kind(er)","3","2","","",""
"Ja","1996","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Ja","1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Alleinerziehende","2","6","","",""
"Ja","1996","Alleinerziehende","3","","","",""
"Ja","1996","Alleinerziehende","4","","","",""
"Ja","1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Paar mit Kind(ern)","2","56","0.0238392775894895","0.0182756672386696","0.0294028879403094"
"Ja","1996","Paar mit Kind(ern)","3","11","","",""
"Ja","1996","Paar mit Kind(ern)","4","","","",""
"Ja","1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1996","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","1996","Sonstige","2","6","","",""
"Ja","1996","Sonstige","3","7","","",""
"Ja","1996","Sonstige","4","5","","",""
"Ja","1996","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","1-Pers.- Haushalt","2","393","0.98519131898309","0.973309817815126","0.997072820151053"
"Nein","1996","1-Pers.- Haushalt","3","226","0.994258079667834","0.984450568457889","1.00406559087778"
"Nein","1996","1-Pers.- Haushalt","4","148","1","1","1"
"Nein","1996","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","(Ehe-)Paar ohne Kind(er)","2","820","0.99283444483977","0.987096288396191","0.99857260128335"
"Nein","1996","(Ehe-)Paar ohne Kind(er)","3","802","0.998877024759199","0.996561970527032","1.00119207899137"
"Nein","1996","(Ehe-)Paar ohne Kind(er)","4","704","1","1","1"
"Nein","1996","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Alleinerziehende","2","166","0.969570019793041","0.943900113010671","0.99523992657541"
"Nein","1996","Alleinerziehende","3","119","1","1","1"
"Nein","1996","Alleinerziehende","4","63","1","1","1"
"Nein","1996","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Paar mit Kind(ern)","2","2832","0.97616072241051","0.97059711205969","0.98172433276133"
"Nein","1996","Paar mit Kind(ern)","3","1648","0.991416820445414","0.986977902282302","0.995855738608527"
"Nein","1996","Paar mit Kind(ern)","4","767","1","1","1"
"Nein","1996","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1996","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1996","Sonstige","2","229","0.987316401443555","0.973008907206578","1.00162389568053"
"Nein","1996","Sonstige","3","180","0.976973202953137","0.95547583053258","0.998470575373694"
"Nein","1996","Sonstige","4","97","0.956729085580835","0.917243322968391","0.996214848193278"
"Nein","1996","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","1-Pers.- Haushalt","2","3","","",""
"Ja","1997","1-Pers.- Haushalt","3","2","","",""
"Ja","1997","1-Pers.- Haushalt","4","","","",""
"Ja","1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","(Ehe-)Paar ohne Kind(er)","2","6","","",""
"Ja","1997","(Ehe-)Paar ohne Kind(er)","3","6","","",""
"Ja","1997","(Ehe-)Paar ohne Kind(er)","4","","","",""
"Ja","1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Alleinerziehende","2","14","","",""
"Ja","1997","Alleinerziehende","3","3","","",""
"Ja","1997","Alleinerziehende","4","","","",""
"Ja","1997","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Paar mit Kind(ern)","2","59","0.0276612528154333","0.021533960560279","0.0337885450705877"
"Ja","1997","Paar mit Kind(ern)","3","11","","",""
"Ja","1997","Paar mit Kind(ern)","4","","","",""
"Ja","1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1997","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","1997","Sonstige","2","8","","",""
"Ja","1997","Sonstige","3","","","",""
"Ja","1997","Sonstige","4","","","",""
"Ja","1997","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","1-Pers.- Haushalt","2","388","0.988118614383827","0.977378774706083","0.998858454061571"
"Nein","1997","1-Pers.- Haushalt","3","246","0.988676345946655","0.975507654590198","1.00184503730311"
"Nein","1997","1-Pers.- Haushalt","4","156","1","1","1"
"Nein","1997","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","(Ehe-)Paar ohne Kind(er)","2","866","0.996671420031899","0.992848498810989","1.00049434125281"
"Nein","1997","(Ehe-)Paar ohne Kind(er)","3","888","0.993237869026379","0.987865723664668","0.99861001438809"
"Nein","1997","(Ehe-)Paar ohne Kind(er)","4","724","1","1","1"
"Nein","1997","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Alleinerziehende","2","173","0.939548982816306","0.905391268054661","0.973706697577952"
"Nein","1997","Alleinerziehende","3","111","0.964608081798835","0.9306906340793","0.998525529518369"
"Nein","1997","Alleinerziehende","4","68","1","1","1"
"Nein","1997","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Paar mit Kind(ern)","2","2693","0.972338747184567","0.966211454929412","0.978466039439721"
"Nein","1997","Paar mit Kind(ern)","3","1608","0.987954722907594","0.982640967193004","0.993268478622184"
"Nein","1997","Paar mit Kind(ern)","4","796","1","1","1"
"Nein","1997","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","1997","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","1997","Sonstige","2","246","0.976367388552265","0.957686663749418","0.995048113355112"
"Nein","1997","Sonstige","3","205","1","1","1"
"Nein","1997","Sonstige","4","98","1","1","1"
"Nein","1997","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","1-Pers.- Haushalt","2","7","","",""
"Ja","1998","1-Pers.- Haushalt","3","2","","",""
"Ja","1998","1-Pers.- Haushalt","4","2","","",""
"Ja","1998","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","(Ehe-)Paar ohne Kind(er)","2","6","","",""
"Ja","1998","(Ehe-)Paar ohne Kind(er)","3","4","","",""
"Ja","1998","(Ehe-)Paar ohne Kind(er)","4","2","","",""
"Ja","1998","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","1998","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","1998","Alleinerziehende","2","8","","",""
"Ja","1998","Alleinerziehende","3","5","","",""
