year,quintil_oecd_hh,regtyp,hlc0083_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1995,1st Quintile,Urban regions,Yes,0.030813004243915157,200,6693,0.03075529403341563,0.030870714454414683
1995,1st Quintile,Urban regions,No,0.0978888283399044,621,6693,0.09778959023935818,0.0979880664404506
1995,1st Quintile,Rural regions,Yes,0.019527557993111944,141,6693,0.01948134931857339,0.0195737666676505
1995,1st Quintile,Rural regions,No,0.0518470851085381,347,6693,0.05177304224400955,0.05192112797306666
1995,2nd Quintile,Urban regions,Yes,0.007446542125191031,48,6693,0.007417831931259539,0.007475252319122523
1995,2nd Quintile,Urban regions,No,0.12153681326268036,823,6693,0.12142769497229573,0.12164593155306498
1995,2nd Quintile,Rural regions,No,0.06787920663825345,471,6693,0.06779520527692247,0.06796320799958443
1995,3rd Quintile,Urban regions,No,0.13709702546251695,837,6693,0.13698216333755436,0.13721188758747954
1995,3rd Quintile,Rural regions,No,0.062294675333587804,464,6693,0.06221396288889615,0.06237538777827946
1995,4th Quintile,Urban regions,No,0.14740494422822506,832,6693,0.14728655579373476,0.14752333266271536
1995,4th Quintile,Rural regions,No,0.05379871682552998,372,6693,0.05372337093463688,0.05387406271642308
1995,5th Quintile,Urban regions,No,0.16021267709476622,820,6693,0.16009018305903563,0.1603351711304968
1995,5th Quintile,Rural regions,No,0.04225292334377943,255,6693,0.042185744017240026,0.04232010267031884
1996,1st Quintile,Urban regions,Yes,0.028130257509814703,184,6626,0.028074934337552666,0.02818558068207674
1996,1st Quintile,Urban regions,No,0.10072503083076881,634,6626,0.1006243304419579,0.10082573121957972
1996,1st Quintile,Rural regions,Yes,0.017758148062229803,118,6626,0.017713958037555266,0.01780233808690434
1996,1st Quintile,Rural regions,No,0.052151322917333806,342,6626,0.05207693226634314,0.05222571356832447
1996,2nd Quintile,Urban regions,Yes,0.0037213200353881353,36,6626,0.0037009470291014908,0.00374169304167478
1996,2nd Quintile,Urban regions,No,0.12605794119236757,808,6626,0.12594688504191107,0.12616899734282408
1996,2nd Quintile,Rural regions,No,0.06761541885259675,491,6626,0.06753140776576529,0.06769942993942822
1996,3rd Quintile,Urban regions,No,0.1296345012537191,786,6626,0.1295221113434448,0.12974689116399338
1996,3rd Quintile,Rural regions,No,0.06810093313777342,486,6626,0.06801664292306334,0.0681852233524835
1996,4th Quintile,Urban regions,No,0.1518945321246602,866,6626,0.15177444064603118,0.1520146236032892
1996,4th Quintile,Rural regions,No,0.050399939647960836,350,6626,0.050326741251824354,0.05047313804409732
1996,5th Quintile,Urban regions,No,0.16183798257053647,801,6626,0.16171475144748101,0.16196121369359193
1996,5th Quintile,Rural regions,No,0.04197267186485041,252,6626,0.041905577129039896,0.04203976660066092
1997,1st Quintile,Urban regions,Yes,0.025880499242086553,177,6544,0.02582744522588556,0.025933553258287546
1997,1st Quintile,Urban regions,No,0.10233648489013396,612,6544,0.10223521091503611,0.1024377588652318
1997,1st Quintile,Rural regions,Yes,0.013769359850477232,83,6544,0.013730422002735906,0.013808297698218558
1997,1st Quintile,Rural regions,No,0.0567496097799364,353,6544,0.05667230243489171,0.05682691712498109
1997,2nd Quintile,Urban regions,Yes,0.005175045677564261,33,6544,0.005151070808108939,0.005199020547019584
1997,2nd Quintile,Urban regions,No,0.1253160842166841,796,6544,0.12520545883037965,0.12542670960298857
1997,2nd Quintile,Rural regions,No,0.06713940256023608,486,6544,0.06705578010147743,0.06722302501899473
1997,3rd Quintile,Urban regions,No,0.13660233084697096,801,6544,0.1364875788339351,0.1367170828600068
1997,3rd Quintile,Rural regions,No,0.06049448576252777,443,6544,0.060414827031561494,0.06057414449349405
1997,4th Quintile,Urban regions,No,0.15049765702303097,845,6544,0.15037818313917736,0.15061713090688458
1997,4th Quintile,Rural regions,No,0.05269577762926164,382,6544,0.05262112270358053,0.05277043255494275
1997,5th Quintile,Urban regions,No,0.16037795907890218,794,6544,0.1602553450737848,0.16050057308401955
1997,5th Quintile,Rural regions,No,0.04296530344218782,261,6544,0.04289754731021434,0.04303305957416129
1998,1st Quintile,Urban regions,Yes,0.02755459772674828,186,7413,0.027500755592365644,0.027608439861130915
1998,1st Quintile,Urban regions,No,0.10420333214784466,738,7413,0.10410283860873949,0.10430382568694983
1998,1st Quintile,Rural regions,Yes,0.015434893217272148,123,7413,0.015394345477447214,0.015475440957097082
1998,1st Quintile,Rural regions,No,0.05253067279058157,375,7413,0.05245729211975717,0.052604053461405974
1998,2nd Quintile,Urban regions,Yes,0.0058325238494490745,47,7413,0.005807477141390546,0.005857570557507603
1998,2nd Quintile,Urban regions,No,0.1258907696609,910,7413,0.12578165768663693,0.12599988163516304
1998,2nd Quintile,Rural regions,No,0.0650124297761071,537,7413,0.06493133484037446,0.06509352471183975
1998,3rd Quintile,Urban regions,No,0.1335299105207703,905,7413,0.1334180289169963,0.13364179212454427
1998,3rd Quintile,Rural regions,No,0.06313971311984867,527,7413,0.06305971471386826,0.06321971152582909
1998,4th Quintile,Urban regions,No,0.14705145207899792,960,7413,0.14693496206640586,0.14716794209158998
1998,4th Quintile,Rural regions,No,0.05672519009398282,462,7413,0.05664910497663035,0.056801275211335295
1998,5th Quintile,Urban regions,No,0.15818006237340426,944,7413,0.15806003561107757,0.15830008913573096
1998,5th Quintile,Rural regions,No,0.04491445264409331,326,7413,0.044846327598053154,0.04498257769013346
1999,1st Quintile,Urban regions,Yes,0.02254660437190355,158,7143,0.022499045571649636,0.022594163172157466
1999,1st Quintile,Urban regions,No,0.11027161875321954,778,7143,0.11017127210160817,0.11037196540483092
1999,1st Quintile,Rural regions,Yes,0.016047712165013706,137,7143,0.01600745567819512,0.016087968651832294
1999,1st Quintile,Rural regions,No,0.053171816054779844,398,7143,0.05309993430776653,0.05324369780179316
1999,2nd Quintile,Urban regions,No,0.12368810315982029,911,7143,0.12358263154218774,0.12379357477745284
1999,2nd Quintile,Rural regions,No,0.0727640538900266,581,7143,0.07268083999292063,0.07284726778713257
1999,3rd Quintile,Urban regions,No,0.13419393999422824,939,7143,0.13408474089623118,0.1343031390922253
1999,3rd Quintile,Rural regions,No,0.06512057908696112,548,7143,0.06504153321123182,0.06519962496269041
1999,4th Quintile,Urban regions,No,0.14768041887890493,940,7143,0.147566759578356,0.14779407817945386
1999,4th Quintile,Rural regions,No,0.053269761677842864,433,7143,0.05319781747753988,0.05334170587814585
1999,5th Quintile,Urban regions,No,0.1602938123331582,933,7143,0.16017627810922055,0.16041134655709585
1999,5th Quintile,Rural regions,No,0.040951579634141054,299,7143,0.040888090722126756,0.04101506854615535
2000,1st Quintile,Urban regions,Yes,0.021980051587473102,281,12944,0.021933393675250712,0.022026709499695492
2000,1st Quintile,Urban regions,No,0.10889057986330353,1324,12944,0.10879145153914921,0.10898970818745785
2000,1st Quintile,Rural regions,Yes,0.011578747936006096,175,12944,0.01154470406559922,0.011612791806412972
2000,1st Quintile,Rural regions,No,0.05842249118434192,756,12944,0.058347854014099296,0.05849712835458454
2000,2nd Quintile,Urban regions,Yes,0.003571322632179523,48,12944,0.0035523391996282556,0.0035903060647307907
2000,2nd Quintile,Urban regions,No,0.12435385929502035,1614,12944,0.12424884920168285,0.12445886938835786
2000,2nd Quintile,Rural regions,No,0.07142870914601762,1032,12944,0.07134675307719891,0.07151066521483633
2000,3rd Quintile,Urban regions,No,0.1326235342037683,1665,12944,0.13251560195958878,0.1327314664479478
2000,3rd Quintile,Rural regions,No,0.06669407990239137,990,12944,0.06661468497706513,0.06677347482771762
2000,4th Quintile,Urban regions,No,0.1467014205262194,1780,12944,0.146588829244672,0.1468140118077668
2000,4th Quintile,Rural regions,No,0.0532814392289656,782,12944,0.05320996729875251,0.053352911159178694
2000,5th Quintile,Urban regions,No,0.15696115870193353,1848,12944,0.15684539911145884,0.15707691829240822
2000,5th Quintile,Rural regions,No,0.04351260579237962,585,12944,0.04344768493256982,0.043577526652189426
2001,1st Quintile,Urban regions,Yes,0.017143301576801266,197,11678,0.017102183227258788,0.017184419926343744
2001,1st Quintile,Urban regions,No,0.11751083309968333,1217,11678,0.11740882445329988,0.11761284174606677
2001,1st Quintile,Rural regions,Yes,0.010099954556829592,136,11678,0.010068280862397841,0.010131628251261343
2001,1st Quintile,Rural regions,No,0.056060214044476725,663,11678,0.05598734503565993,0.05613308305329352
2001,2nd Quintile,Urban regions,Yes,0.0033634855908523708,46,11678,0.0033451452871199943,0.003381825894584747
2001,2nd Quintile,Urban regions,No,0.12303348774316544,1464,11678,0.12292943668210762,0.12313753880422326
2001,2nd Quintile,Rural regions,No,0.07262403062827877,928,11678,0.07254182312964276,0.07270623812691478
2001,3rd Quintile,Urban regions,No,0.13400599879396424,1555,11678,0.1338980884933286,0.1341139090945999
2001,3rd Quintile,Rural regions,No,0.06543695472185027,883,11678,0.06535861912031271,0.06551529032338782
2001,4th Quintile,Urban regions,No,0.14375265364199374,1608,11678,0.14364151863143032,0.14386378865255717
2001,4th Quintile,Rural regions,No,0.056378138281213686,754,11678,0.056305075247177025,0.056451201315250346
2001,5th Quintile,Urban regions,No,0.15816488827342906,1663,11678,0.15804930050002955,0.15828047604682857
