year,bula_h,hhtyp,hlc0083_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Schleswig-Holstein,Couple without children,No,0.99727,42,42,0.98131,1.01324
1995,Schleswig-Holstein,Couple with children,No,0.81555,44,44,0.69962,0.93147
1995,Hamburg,Single-person household,No,0.89620,36,36,0.79516,0.99725
1995,Lower Saxony,Single-person household,No,0.87389,97,97,0.80748,0.94030
1995,Lower Saxony,Couple without children,No,0.97109,146,146,0.94382,0.99836
1995,Lower Saxony,Couple with children,No,0.95083,176,176,0.91880,0.98287
1995,North Rhine-Westphalia,Single-person household,No,0.96617,266,266,0.94441,0.98794
1995,North Rhine-Westphalia,Couple without children,No,0.98473,327,327,0.97142,0.99804
1995,North Rhine-Westphalia,Single parent,No,0.73952,49,49,0.61536,0.86369
1995,North Rhine-Westphalia,Couple with children,Yes,0.05400,37,507,0.03431,0.07370
1995,North Rhine-Westphalia,Couple with children,No,0.94600,470,507,0.92630,0.96569
1995,Hesse,Single-person household,No,0.94517,90,90,0.89787,0.99246
1995,Hesse,Couple without children,No,0.98522,151,151,0.96590,1.00453
1995,Hesse,Couple with children,No,0.97508,165,165,0.95122,0.99894
1995,"Rhineland-Palatinate, Saarland",Single-person household,No,0.88679,49,49,0.79716,0.97643
1995,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99553,96,96,0.98211,1.00895
1995,"Rhineland-Palatinate, Saarland",Couple with children,No,0.97351,134,134,0.94622,1.00080
1995,Baden-Wuerttemberg,Single-person household,No,0.93168,154,154,0.89170,0.97166
1995,Baden-Wuerttemberg,Couple without children,No,0.99702,208,208,0.98959,1.00445
1995,Baden-Wuerttemberg,Single parent,No,0.69013,32,32,0.52734,0.85292
1995,Baden-Wuerttemberg,Couple with children,No,0.96410,337,337,0.94421,0.98399
1995,Bavaria,Single-person household,No,0.98346,187,187,0.96513,1.00179
1995,Bavaria,Couple without children,No,0.99213,219,219,0.98041,1.00386
1995,Bavaria,Single parent,No,0.96418,36,36,0.90261,1.02575
1995,Bavaria,Couple with children,No,0.97233,307,307,0.95395,0.99071
1995,Berlin,Single-person household,No,0.89494,79,79,0.82689,0.96299
1995,Berlin,Couple without children,No,0.95726,69,69,0.90919,1.00534
1995,Berlin,Couple with children,No,0.96383,96,96,0.92629,1.00138
1995,Brandenburg,Single-person household,No,0.83483,39,39,0.71677,0.95290
1995,Brandenburg,Couple without children,No,0.97007,75,75,0.93124,1.00889
1995,Brandenburg,Couple with children,No,0.83108,89,89,0.75279,0.90936
1995,Mecklenburg-Western Pomerania,Couple without children,No,0.94382,51,51,0.88000,1.00765
1995,Mecklenburg-Western Pomerania,Couple with children,No,0.91127,79,79,0.84816,0.97437
1995,Saxony,Single-person household,No,0.81645,74,74,0.72764,0.90525
1995,Saxony,Couple without children,No,0.97193,158,158,0.94609,0.99777
1995,Saxony,Couple with children,No,0.84520,177,177,0.79176,0.89864
1995,Saxony-Anhalt,Single-person household,No,0.87899,51,51,0.78859,0.96939
1995,Saxony-Anhalt,Couple without children,No,0.97716,92,92,0.94647,1.00785
1995,Saxony-Anhalt,Couple with children,No,0.94059,130,130,0.89980,0.98138
