year,regtyp,ple0011,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Urban regions,Yes,0.07395,1210,13360,0.06952,0.07839
2011,Urban regions,No,0.69214,12150,13360,0.68431,0.69997
2011,Rural regions,Yes,0.07096,654,7385,0.06510,0.07681
2011,Rural regions,No,0.69767,6731,7385,0.68719,0.70814
2013,Urban regions,Yes,0.07451,1139,12047,0.06982,0.07920
2013,Urban regions,No,0.62250,10908,12047,0.61384,0.63116
2013,Rural regions,Yes,0.06834,607,6819,0.06235,0.07433
2013,Rural regions,No,0.67277,6212,6819,0.66163,0.68391
2015,Urban regions,Yes,0.07746,1419,16171,0.07334,0.08158
2015,Urban regions,No,0.74245,14752,16171,0.73571,0.74919
2015,Rural regions,Yes,0.07869,765,8869,0.07308,0.08429
2015,Rural regions,No,0.75774,8104,8869,0.74882,0.76666
2017,Urban regions,Yes,0.07855,1557,17147,0.07452,0.08258
2017,Urban regions,No,0.75328,15590,17147,0.74683,0.75973
2017,Rural regions,Yes,0.08245,801,9402,0.07689,0.08801
2017,Rural regions,No,0.75632,8601,9402,0.74764,0.76500
2019,Urban regions,Yes,0.08045,1487,16365,0.07628,0.08462
2019,Urban regions,No,0.74915,14878,16365,0.74251,0.75580
2019,Rural regions,Yes,0.08315,751,8806,0.07738,0.08892
2019,Rural regions,No,0.75081,8055,8806,0.74178,0.75985
2021,Urban regions,Yes,0.09517,1304,12996,0.09013,0.10022
2021,Urban regions,No,0.72676,11692,12996,0.71910,0.73442
2021,Rural regions,Yes,0.09803,647,6166,0.09061,0.10546
2021,Rural regions,No,0.72724,5519,6166,0.71613,0.73836
