year,age_gr,pgisced97,ple0011,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,17-29 y.,Pre-primary Level,No,0.46677,309,309,0.41106,0.52249
2011,17-29 y.,Primary Level,No,0.71112,35,35,0.55877,0.86348
2011,17-29 y.,Lower Secondary Level,No,0.75935,468,468,0.72058,0.79812
2011,17-29 y.,Upper Secondary Level,No,0.90090,1324,1324,0.88480,0.91700
2011,17-29 y.,Post-secondary Non-tertiary Level,No,0.92099,207,207,0.88415,0.95782
2011,17-29 y.,First Stage of Tertiary Education,No,0.90916,49,49,0.82786,0.99046
2011,17-29 y.,Second Stage of Tertiary Education,No,0.90686,280,280,0.87275,0.94096
2011,30-45 y.,Primary Level,No,0.64128,56,56,0.51452,0.76803
2011,30-45 y.,Lower Secondary Level,Yes,0.08116,34,334,0.05183,0.11049
2011,30-45 y.,Lower Secondary Level,No,0.65927,300,334,0.60836,0.71017
2011,30-45 y.,Upper Secondary Level,Yes,0.05392,165,2377,0.04484,0.06300
2011,30-45 y.,Upper Secondary Level,No,0.73663,2212,2377,0.71892,0.75434
2011,30-45 y.,Post-secondary Non-tertiary Level,No,0.74531,450,450,0.70501,0.78561
2011,30-45 y.,First Stage of Tertiary Education,No,0.81709,348,348,0.77641,0.85777
2011,30-45 y.,Second Stage of Tertiary Education,Yes,0.04342,54,1226,0.03201,0.05484
2011,30-45 y.,Second Stage of Tertiary Education,No,0.76056,1172,1226,0.73666,0.78446
2011,46-65 y.,Primary Level,No,0.78524,63,63,0.68302,0.88746
2011,46-65 y.,Lower Secondary Level,Yes,0.16379,96,536,0.13243,0.19515
2011,46-65 y.,Lower Secondary Level,No,0.79116,440,536,0.75672,0.82560
2011,46-65 y.,Upper Secondary Level,Yes,0.10411,440,4121,0.09478,0.11343
2011,46-65 y.,Upper Secondary Level,No,0.86102,3681,4121,0.85046,0.87158
2011,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.08956,39,391,0.06122,0.11790
2011,46-65 y.,Post-secondary Non-tertiary Level,No,0.83384,352,391,0.79689,0.87078
2011,46-65 y.,First Stage of Tertiary Education,Yes,0.09510,62,651,0.07255,0.11765
2011,46-65 y.,First Stage of Tertiary Education,No,0.86508,589,651,0.83881,0.89134
2011,46-65 y.,Second Stage of Tertiary Education,Yes,0.10205,197,1988,0.08874,0.11537
2011,46-65 y.,Second Stage of Tertiary Education,No,0.85153,1791,1988,0.83590,0.86717
2011,66 and older,Primary Level,No,0.81391,51,51,0.70603,0.92178
2011,66 and older,Lower Secondary Level,Yes,0.18658,151,818,0.15987,0.21330
2011,66 and older,Lower Secondary Level,No,0.81176,667,818,0.78496,0.83857
2011,66 and older,Upper Secondary Level,Yes,0.14317,330,2639,0.12981,0.15654
2011,66 and older,Upper Secondary Level,No,0.85630,2309,2639,0.84291,0.86969
2011,66 and older,Post-secondary Non-tertiary Level,No,0.91645,108,108,0.86401,0.96888
2011,66 and older,First Stage of Tertiary Education,Yes,0.11213,41,378,0.08028,0.14398
2011,66 and older,First Stage of Tertiary Education,No,0.88697,337,378,0.85501,0.91894
2011,66 and older,Second Stage of Tertiary Education,Yes,0.10938,100,1087,0.09081,0.12794
2011,66 and older,Second Stage of Tertiary Education,No,0.88980,987,1087,0.87117,0.90842
2013,17-29 y.,Pre-primary Level,No,0.37260,256,256,0.31325,0.43194
2013,17-29 y.,Primary Level,No,0.52241,33,33,0.34934,0.69548
2013,17-29 y.,Lower Secondary Level,No,0.54656,368,368,0.49563,0.59750
2013,17-29 y.,Upper Secondary Level,No,0.76251,1097,1097,0.73732,0.78771
2013,17-29 y.,Post-secondary Non-tertiary Level,No,0.80278,158,158,0.74054,0.86502
2013,17-29 y.,First Stage of Tertiary Education,No,0.92409,45,45,0.84583,1.00235
2013,17-29 y.,Second Stage of Tertiary Education,No,0.78722,295,295,0.74043,0.83400
2013,30-45 y.,Primary Level,No,0.38751,47,47,0.24672,0.52829
2013,30-45 y.,Lower Secondary Level,Yes,0.04827,31,279,0.02307,0.07346
2013,30-45 y.,Lower Secondary Level,No,0.47191,248,279,0.41323,0.53060
2013,30-45 y.,Upper Secondary Level,Yes,0.04971,115,1895,0.03992,0.05950
2013,30-45 y.,Upper Secondary Level,No,0.64045,1780,1895,0.61884,0.66206
2013,30-45 y.,Post-secondary Non-tertiary Level,No,0.59044,386,386,0.54132,0.63956
2013,30-45 y.,First Stage of Tertiary Education,No,0.78169,285,285,0.73365,0.82974
2013,30-45 y.,Second Stage of Tertiary Education,Yes,0.02675,41,1118,0.01729,0.03621
2013,30-45 y.,Second Stage of Tertiary Education,No,0.68992,1077,1118,0.66280,0.71705
2013,46-65 y.,Primary Level,No,0.48335,48,48,0.34048,0.62621
2013,46-65 y.,Lower Secondary Level,Yes,0.13130,80,464,0.10054,0.16207
2013,46-65 y.,Lower Secondary Level,No,0.67782,384,464,0.63526,0.72039
2013,46-65 y.,Upper Secondary Level,Yes,0.12499,473,3856,0.11455,0.13543
2013,46-65 y.,Upper Secondary Level,No,0.80767,3383,3856,0.79523,0.82012
2013,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.12855,54,406,0.09595,0.16115
2013,46-65 y.,Post-secondary Non-tertiary Level,No,0.66688,352,406,0.62097,0.71278
2013,46-65 y.,First Stage of Tertiary Education,Yes,0.10597,66,634,0.08199,0.12995
2013,46-65 y.,First Stage of Tertiary Education,No,0.82839,568,634,0.79902,0.85777
2013,46-65 y.,Second Stage of Tertiary Education,Yes,0.09117,187,1894,0.07821,0.10414
2013,46-65 y.,Second Stage of Tertiary Education,No,0.81546,1707,1894,0.79798,0.83293
2013,66 and older,Primary Level,No,0.77197,40,40,0.64029,0.90365
2013,66 and older,Lower Secondary Level,Yes,0.16633,113,725,0.13921,0.19346
2013,66 and older,Lower Secondary Level,No,0.82363,612,725,0.79587,0.85139
2013,66 and older,Upper Secondary Level,Yes,0.12391,300,2534,0.11108,0.13674
2013,66 and older,Upper Secondary Level,No,0.87268,2234,2534,0.85969,0.88566
2013,66 and older,Post-secondary Non-tertiary Level,No,0.88882,106,106,0.82870,0.94895
2013,66 and older,First Stage of Tertiary Education,No,0.88133,316,316,0.84561,0.91704
2013,66 and older,Second Stage of Tertiary Education,Yes,0.10131,107,1149,0.08386,0.11877
2013,66 and older,Second Stage of Tertiary Education,No,0.89006,1042,1149,0.87196,0.90815
2015,17-29 y.,Pre-primary Level,No,0.50487,344,344,0.45195,0.55778
2015,17-29 y.,Primary Level,No,0.83924,77,77,0.75666,0.92182
2015,17-29 y.,Lower Secondary Level,Yes,0.03302,33,783,0.02050,0.04555
2015,17-29 y.,Lower Secondary Level,No,0.83102,750,783,0.80476,0.85729
2015,17-29 y.,Upper Secondary Level,Yes,0.02614,49,1581,0.01827,0.03401
2015,17-29 y.,Upper Secondary Level,No,0.92554,1532,1581,0.91259,0.93848
2015,17-29 y.,Post-secondary Non-tertiary Level,No,0.89900,211,211,0.85824,0.93975
2015,17-29 y.,First Stage of Tertiary Education,No,0.99588,60,60,0.97955,1.01222
2015,17-29 y.,Second Stage of Tertiary Education,No,0.86687,357,357,0.83158,0.90216
2015,30-45 y.,Primary Level,No,0.77322,142,142,0.70410,0.84234
2015,30-45 y.,Lower Secondary Level,Yes,0.09048,63,628,0.06802,0.11293
2015,30-45 y.,Lower Secondary Level,No,0.83020,565,628,0.80081,0.85958
2015,30-45 y.,Upper Secondary Level,Yes,0.07469,219,3216,0.06561,0.08378
2015,30-45 y.,Upper Secondary Level,No,0.89926,2997,3216,0.88886,0.90967
2015,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.04924,53,906,0.03514,0.06333
2015,30-45 y.,Post-secondary Non-tertiary Level,No,0.91898,853,906,0.90120,0.93676
2015,30-45 y.,First Stage of Tertiary Education,No,0.92635,363,363,0.89944,0.95325
2015,30-45 y.,Second Stage of Tertiary Education,Yes,0.02742,81,1997,0.02025,0.03458
2015,30-45 y.,Second Stage of Tertiary Education,No,0.90300,1916,1997,0.89002,0.91598
2015,46-65 y.,Primary Level,No,0.74087,109,109,0.65824,0.82351
2015,46-65 y.,Lower Secondary Level,Yes,0.16615,88,611,0.13661,0.19569
2015,46-65 y.,Lower Secondary Level,No,0.81846,523,611,0.78787,0.84905
2015,46-65 y.,Upper Secondary Level,Yes,0.12451,525,4327,0.11467,0.13435
2015,46-65 y.,Upper Secondary Level,No,0.86856,3802,4327,0.85849,0.87863
2015,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.10254,79,693,0.07994,0.12514
2015,46-65 y.,Post-secondary Non-tertiary Level,No,0.87885,614,693,0.85454,0.90316
2015,46-65 y.,First Stage of Tertiary Education,Yes,0.11354,79,739,0.09065,0.13643
2015,46-65 y.,First Stage of Tertiary Education,No,0.88545,660,739,0.86248,0.90843
2015,46-65 y.,Second Stage of Tertiary Education,Yes,0.09068,229,2333,0.07902,0.10233
2015,46-65 y.,Second Stage of Tertiary Education,No,0.90268,2104,2333,0.89065,0.91471
2015,66 and older,Lower Secondary Level,Yes,0.16259,107,647,0.13414,0.19105
2015,66 and older,Lower Secondary Level,No,0.83697,540,647,0.80849,0.86546
2015,66 and older,Upper Secondary Level,Yes,0.12194,282,2523,0.10917,0.13471
2015,66 and older,Upper Secondary Level,No,0.87782,2241,2523,0.86504,0.89060
2015,66 and older,Post-secondary Non-tertiary Level,No,0.94047,122,122,0.89831,0.98263
2015,66 and older,First Stage of Tertiary Education,Yes,0.16152,38,340,0.12235,0.20070
2015,66 and older,First Stage of Tertiary Education,No,0.83848,302,340,0.79930,0.87765
2015,66 and older,Second Stage of Tertiary Education,Yes,0.09498,109,1178,0.07823,0.11173
2015,66 and older,Second Stage of Tertiary Education,No,0.90238,1069,1178,0.88543,0.91934
2017,17-29 y.,Pre-primary Level,No,0.52301,396,396,0.47375,0.57226
2017,17-29 y.,Primary Level,No,0.62008,72,72,0.50718,0.73298
2017,17-29 y.,Lower Secondary Level,Yes,0.03945,43,777,0.02575,0.05314
2017,17-29 y.,Lower Secondary Level,No,0.84849,734,777,0.82327,0.87372
2017,17-29 y.,Upper Secondary Level,Yes,0.02191,52,1791,0.01513,0.02869
2017,17-29 y.,Upper Secondary Level,No,0.96529,1739,1791,0.95681,0.97377
2017,17-29 y.,Post-secondary Non-tertiary Level,No,0.94357,296,296,0.91723,0.96990
2017,17-29 y.,First Stage of Tertiary Education,No,0.93658,59,59,0.87386,0.99930
2017,17-29 y.,Second Stage of Tertiary Education,No,0.95270,461,461,0.93330,0.97210
2017,30-45 y.,Primary Level,No,0.81398,163,163,0.75406,0.87391
2017,30-45 y.,Lower Secondary Level,Yes,0.06986,44,656,0.05034,0.08938
2017,30-45 y.,Lower Secondary Level,No,0.90655,612,656,0.88426,0.92884
2017,30-45 y.,Upper Secondary Level,Yes,0.07552,216,2931,0.06596,0.08509
2017,30-45 y.,Upper Secondary Level,No,0.91958,2715,2931,0.90973,0.92943
2017,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.06702,50,911,0.05077,0.08327
2017,30-45 y.,Post-secondary Non-tertiary Level,No,0.93042,861,911,0.91389,0.94695
2017,30-45 y.,First Stage of Tertiary Education,No,0.98161,335,335,0.96720,0.99602
2017,30-45 y.,Second Stage of Tertiary Education,Yes,0.04548,96,2159,0.03669,0.05427
2017,30-45 y.,Second Stage of Tertiary Education,No,0.94686,2063,2159,0.93739,0.95632
2017,46-65 y.,Primary Level,No,0.76734,127,127,0.69356,0.84112
2017,46-65 y.,Lower Secondary Level,Yes,0.20219,124,701,0.17243,0.23194
2017,46-65 y.,Lower Secondary Level,No,0.79432,577,701,0.76438,0.82427
2017,46-65 y.,Upper Secondary Level,Yes,0.12385,588,4798,0.11453,0.13317
2017,46-65 y.,Upper Secondary Level,No,0.87542,4210,4798,0.86608,0.88477
2017,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.12534,108,853,0.10310,0.14757
2017,46-65 y.,Post-secondary Non-tertiary Level,No,0.87336,745,853,0.85103,0.89570
2017,46-65 y.,First Stage of Tertiary Education,Yes,0.14117,93,786,0.11681,0.16553
2017,46-65 y.,First Stage of Tertiary Education,No,0.85883,693,786,0.83447,0.88319
2017,46-65 y.,Second Stage of Tertiary Education,Yes,0.10150,260,2629,0.08995,0.11305
2017,46-65 y.,Second Stage of Tertiary Education,No,0.89610,2369,2629,0.88444,0.90777
2017,66 and older,Primary Level,No,0.81667,33,33,0.68260,0.95074
2017,66 and older,Lower Secondary Level,Yes,0.13694,84,605,0.10952,0.16436
2017,66 and older,Lower Secondary Level,No,0.86268,521,605,0.83523,0.89013
2017,66 and older,Upper Secondary Level,Yes,0.11990,277,2548,0.10728,0.13251
2017,66 and older,Upper Secondary Level,No,0.88009,2271,2548,0.86748,0.89271
2017,66 and older,Post-secondary Non-tertiary Level,No,0.91442,126,126,0.86537,0.96346
2017,66 and older,First Stage of Tertiary Education,Yes,0.11359,35,342,0.07991,0.14726
2017,66 and older,First Stage of Tertiary Education,No,0.88641,307,342,0.85274,0.92009
2017,66 and older,Second Stage of Tertiary Education,Yes,0.11459,123,1255,0.09696,0.13222
2017,66 and older,Second Stage of Tertiary Education,No,0.88505,1132,1255,0.86740,0.90271
2019,17-29 y.,Pre-primary Level,No,0.59143,326,326,0.53798,0.64487
2019,17-29 y.,Primary Level,No,0.63747,71,71,0.52486,0.75009
2019,17-29 y.,Lower Secondary Level,Yes,0.07062,50,694,0.05155,0.08970
2019,17-29 y.,Lower Secondary Level,No,0.78384,644,694,0.75319,0.81449
2019,17-29 y.,Upper Secondary Level,Yes,0.03994,56,1554,0.03020,0.04967
2019,17-29 y.,Upper Secondary Level,No,0.94796,1498,1554,0.93691,0.95900
2019,17-29 y.,Post-secondary Non-tertiary Level,No,0.95557,275,275,0.93117,0.97997
2019,17-29 y.,Second Stage of Tertiary Education,No,0.94601,430,430,0.92462,0.96739
2019,30-45 y.,Primary Level,No,0.73499,129,129,0.65853,0.81145
2019,30-45 y.,Lower Secondary Level,Yes,0.09575,44,522,0.07049,0.12102
2019,30-45 y.,Lower Secondary Level,No,0.86961,478,522,0.84069,0.89852
2019,30-45 y.,Upper Secondary Level,Yes,0.07066,176,2367,0.06034,0.08099
2019,30-45 y.,Upper Secondary Level,No,0.92245,2191,2367,0.91168,0.93323
2019,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.05668,53,790,0.04055,0.07282
2019,30-45 y.,Post-secondary Non-tertiary Level,No,0.93966,737,790,0.92304,0.95627
2019,30-45 y.,First Stage of Tertiary Education,No,0.97982,337,337,0.96479,0.99486
2019,30-45 y.,Second Stage of Tertiary Education,Yes,0.04410,101,2029,0.03516,0.05303
2019,30-45 y.,Second Stage of Tertiary Education,No,0.94667,1928,2029,0.93689,0.95645
2019,46-65 y.,Primary Level,No,0.73440,106,106,0.64993,0.81888
2019,46-65 y.,Lower Secondary Level,Yes,0.16961,94,653,0.14080,0.19842
2019,46-65 y.,Lower Secondary Level,No,0.82505,559,653,0.79589,0.85422
2019,46-65 y.,Upper Secondary Level,Yes,0.12755,559,4650,0.11796,0.13714
2019,46-65 y.,Upper Secondary Level,No,0.87143,4091,4650,0.86181,0.88105
2019,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.13664,93,939,0.11466,0.15862
2019,46-65 y.,Post-secondary Non-tertiary Level,No,0.86219,846,939,0.84013,0.88425
2019,46-65 y.,First Stage of Tertiary Education,Yes,0.10604,92,869,0.08555,0.12652
2019,46-65 y.,First Stage of Tertiary Education,No,0.89396,777,869,0.87348,0.91445
2019,46-65 y.,Second Stage of Tertiary Education,Yes,0.10911,292,3102,0.09814,0.12008
2019,46-65 y.,Second Stage of Tertiary Education,No,0.88880,2810,3102,0.87773,0.89986
2019,66 and older,Lower Secondary Level,Yes,0.14767,76,549,0.11796,0.17737
2019,66 and older,Lower Secondary Level,No,0.85223,473,549,0.82252,0.88194
2019,66 and older,Upper Secondary Level,Yes,0.12469,287,2569,0.11191,0.13746
2019,66 and older,Upper Secondary Level,No,0.87522,2282,2569,0.86244,0.88800
2019,66 and older,Post-secondary Non-tertiary Level,No,0.91530,143,143,0.86950,0.96110
2019,66 and older,First Stage of Tertiary Education,Yes,0.11838,38,382,0.08594,0.15081
2019,66 and older,First Stage of Tertiary Education,No,0.88162,344,382,0.84919,0.91406
2019,66 and older,Second Stage of Tertiary Education,Yes,0.11525,143,1447,0.09879,0.13170
2019,66 and older,Second Stage of Tertiary Education,No,0.88457,1304,1447,0.86810,0.90104
2021,17-29 y.,Pre-primary Level,No,0.47356,181,181,0.40061,0.54650
2021,17-29 y.,Primary Level,No,0.86229,206,206,0.81512,0.90946
2021,17-29 y.,Lower Secondary Level,Yes,0.07575,39,543,0.05347,0.09803
2021,17-29 y.,Lower Secondary Level,No,0.81687,504,543,0.78431,0.84943
2021,17-29 y.,Upper Secondary Level,Yes,0.07679,56,1176,0.06157,0.09201
2021,17-29 y.,Upper Secondary Level,No,0.89600,1120,1176,0.87854,0.91345
2021,17-29 y.,Post-secondary Non-tertiary Level,No,0.91853,219,219,0.88221,0.95484
2021,17-29 y.,First Stage of Tertiary Education,No,0.92882,33,33,0.83972,1.01791
2021,17-29 y.,Second Stage of Tertiary Education,No,0.96469,503,503,0.94854,0.98083
2021,30-45 y.,Primary Level,Yes,0.06424,33,461,0.04183,0.08665
2021,30-45 y.,Primary Level,No,0.77297,428,461,0.73469,0.81125
2021,30-45 y.,Lower Secondary Level,Yes,0.14670,36,475,0.11484,0.17855
2021,30-45 y.,Lower Secondary Level,No,0.83131,439,475,0.79759,0.86502
2021,30-45 y.,Upper Secondary Level,Yes,0.07844,141,1529,0.06496,0.09192
2021,30-45 y.,Upper Secondary Level,No,0.90255,1388,1529,0.88768,0.91742
2021,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.11738,50,544,0.09031,0.14446
2021,30-45 y.,Post-secondary Non-tertiary Level,No,0.87856,494,544,0.85108,0.90603
2021,30-45 y.,First Stage of Tertiary Education,No,0.96372,182,182,0.93648,0.99096
2021,30-45 y.,Second Stage of Tertiary Education,Yes,0.05322,89,1741,0.04267,0.06377
2021,30-45 y.,Second Stage of Tertiary Education,No,0.93660,1652,1741,0.92514,0.94805
2021,46-65 y.,Primary Level,No,0.84779,197,197,0.79750,0.89808
2021,46-65 y.,Lower Secondary Level,Yes,0.20271,71,419,0.16417,0.24125
2021,46-65 y.,Lower Secondary Level,No,0.79127,348,419,0.75231,0.83023
2021,46-65 y.,Upper Secondary Level,Yes,0.15601,415,2881,0.14276,0.16926
2021,46-65 y.,Upper Secondary Level,No,0.83373,2466,2881,0.82013,0.84733
2021,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.17118,91,687,0.14299,0.19937
2021,46-65 y.,Post-secondary Non-tertiary Level,No,0.82435,596,687,0.79587,0.85282
2021,46-65 y.,First Stage of Tertiary Education,Yes,0.17573,65,506,0.14254,0.20893
2021,46-65 y.,First Stage of Tertiary Education,No,0.81763,441,506,0.78395,0.85131
2021,46-65 y.,Second Stage of Tertiary Education,Yes,0.12829,268,2275,0.11455,0.14204
2021,46-65 y.,Second Stage of Tertiary Education,No,0.86132,2007,2275,0.84711,0.87552
2021,66 and older,Lower Secondary Level,Yes,0.17886,52,306,0.13585,0.22187
2021,66 and older,Lower Secondary Level,No,0.81733,254,306,0.77396,0.86069
2021,66 and older,Upper Secondary Level,Yes,0.14424,230,1709,0.12758,0.16091
2021,66 and older,Upper Secondary Level,No,0.84851,1479,1709,0.83151,0.86552
2021,66 and older,Post-secondary Non-tertiary Level,No,0.90425,105,105,0.84770,0.96081
2021,66 and older,First Stage of Tertiary Education,No,0.91474,232,232,0.87872,0.95075
2021,66 and older,Second Stage of Tertiary Education,Yes,0.10314,116,1102,0.08518,0.12111
