year,age_gr,migback,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,No migration background,Full-time,0.60559,489,829,0.57230,0.63888
1984,17-29 y.,No migration background,Part-time,0.17560,156,829,0.14968,0.20152
1984,17-29 y.,No migration background,Either,0.13372,113,829,0.11053,0.15690
1984,17-29 y.,No migration background,I'm not sure yet,0.08510,71,829,0.06609,0.10410
1984,17-29 y.,Direct migration background,Full-time,0.62466,203,324,0.57185,0.67746
1984,17-29 y.,Direct migration background,Part-time,0.17563,53,324,0.13414,0.21713
1984,17-29 y.,Direct migration background,Either,0.11461,37,324,0.07987,0.14935
1984,17-29 y.,Direct migration background,I'm not sure yet,0.08510,31,324,0.05467,0.11553
1984,30-45 y.,No migration background,Full-time,0.19316,80,409,0.15485,0.23147
1984,30-45 y.,No migration background,Part-time,0.66431,293,409,0.61849,0.71013
1984,30-45 y.,No migration background,Either,0.07623,36,409,0.05048,0.10198
1984,30-45 y.,Direct migration background,Full-time,0.43240,95,161,0.35563,0.50916
1984,30-45 y.,Direct migration background,Part-time,0.37297,66,161,0.29804,0.44791
1984,46-65 y.,No migration background,Full-time,0.31392,37,113,0.22797,0.39987
1984,46-65 y.,No migration background,Part-time,0.57600,76,113,0.48447,0.66753
1984,46-65 y.,Direct migration background,Full-time,0.51650,48,48,0.37363,0.65937
1985,17-29 y.,No migration background,Full-time,0.68152,441,654,0.64578,0.71725
1985,17-29 y.,No migration background,Part-time,0.15778,110,654,0.12982,0.18574
1985,17-29 y.,No migration background,Either,0.08397,53,654,0.06270,0.10525
1985,17-29 y.,No migration background,I'm not sure yet,0.07673,50,654,0.05631,0.09714
1985,17-29 y.,Direct migration background,Full-time,0.64908,164,209,0.58422,0.71394
1985,17-29 y.,Direct migration background,Part-time,0.24577,45,209,0.18726,0.30428
1985,30-45 y.,No migration background,Full-time,0.23960,62,257,0.18731,0.29188
1985,30-45 y.,No migration background,Part-time,0.63607,195,257,0.57713,0.69500
1985,30-45 y.,Direct migration background,Full-time,0.44919,84,141,0.36679,0.53159
1985,30-45 y.,Direct migration background,Part-time,0.41805,57,141,0.33635,0.49976
1985,46-65 y.,No migration background,Full-time,0.41784,46,97,0.31918,0.51650
1985,46-65 y.,No migration background,Part-time,0.40944,51,97,0.31107,0.50781
1985,46-65 y.,Direct migration background,Full-time,0.57780,43,43,0.42842,0.72717
1986,17-29 y.,No migration background,Full-time,0.68670,413,607,0.64977,0.72363
1986,17-29 y.,No migration background,Part-time,0.15093,93,607,0.12243,0.17943
1986,17-29 y.,No migration background,Either,0.09676,58,607,0.07323,0.12030
1986,17-29 y.,No migration background,I'm not sure yet,0.06560,43,607,0.04589,0.08532
1986,17-29 y.,Direct migration background,Full-time,0.71282,174,222,0.65317,0.77247
1986,17-29 y.,Direct migration background,Part-time,0.21214,48,222,0.15824,0.26604
1986,30-45 y.,No migration background,Full-time,0.26636,75,267,0.21324,0.31949
1986,30-45 y.,No migration background,Part-time,0.61350,192,267,0.55498,0.67202
1986,30-45 y.,Direct migration background,Full-time,0.51415,68,123,0.42546,0.60284
1986,30-45 y.,Direct migration background,Part-time,0.34056,55,123,0.25647,0.42466
1986,46-65 y.,No migration background,Full-time,0.40283,45,101,0.30670,0.49896
1986,46-65 y.,No migration background,Part-time,0.46019,56,101,0.36250,0.55788
1986,46-65 y.,Direct migration background,Full-time,0.61430,45,45,0.47047,0.75813
1987,17-29 y.,No migration background,Full-time,0.65719,390,593,0.61895,0.69542
1987,17-29 y.,No migration background,Part-time,0.17544,96,593,0.14480,0.20608
1987,17-29 y.,No migration background,Either,0.10488,62,593,0.08020,0.12957
1987,17-29 y.,No migration background,I'm not sure yet,0.06249,45,593,0.04299,0.08199
1987,17-29 y.,Direct migration background,Full-time,0.61795,155,192,0.54904,0.68686
1987,17-29 y.,Direct migration background,Part-time,0.21994,37,192,0.16120,0.27868
1987,17-29 y.,Indirect migration background,Full-time,0.44697,35,35,0.27985,0.61410
1987,30-45 y.,No migration background,Full-time,0.21530,63,295,0.16831,0.26228
1987,30-45 y.,No migration background,Part-time,0.62926,201,295,0.57405,0.68447
1987,30-45 y.,No migration background,Either,0.09391,31,295,0.06057,0.12725
1987,30-45 y.,Direct migration background,Full-time,0.44683,54,111,0.35392,0.53974
1987,30-45 y.,Direct migration background,Part-time,0.33422,57,111,0.24607,0.42238
1987,46-65 y.,No migration background,Full-time,0.30958,41,116,0.22508,0.39408
1987,46-65 y.,No migration background,Part-time,0.51141,75,116,0.42005,0.60277
1987,46-65 y.,Direct migration background,Full-time,0.44288,46,46,0.29775,0.58801
1988,17-29 y.,No migration background,Full-time,0.65871,378,573,0.61986,0.69757
1988,17-29 y.,No migration background,Part-time,0.17596,100,573,0.14475,0.20716
1988,17-29 y.,No migration background,Either,0.09621,51,573,0.07205,0.12038
1988,17-29 y.,No migration background,I'm not sure yet,0.06912,44,573,0.04833,0.08990
1988,17-29 y.,Direct migration background,Full-time,0.71693,143,177,0.65037,0.78348
1988,17-29 y.,Direct migration background,Part-time,0.14992,34,177,0.09718,0.20266
1988,17-29 y.,Indirect migration background,Full-time,0.65223,46,46,0.51307,0.79138
1988,30-45 y.,No migration background,Full-time,0.25054,68,260,0.19776,0.30331
1988,30-45 y.,No migration background,Part-time,0.61627,192,260,0.55705,0.67550
1988,30-45 y.,Direct migration background,Full-time,0.41365,51,101,0.31712,0.51017
1988,30-45 y.,Direct migration background,Part-time,0.33844,50,101,0.24570,0.43118
1988,46-65 y.,No migration background,Full-time,0.33029,36,107,0.24075,0.41982
1988,46-65 y.,No migration background,Part-time,0.52536,71,107,0.43029,0.62042
1988,46-65 y.,Direct migration background,Full-time,0.43784,49,49,0.29749,0.57820
1989,17-29 y.,No migration background,Full-time,0.66755,327,465,0.62469,0.71042
1989,17-29 y.,No migration background,Part-time,0.18616,92,465,0.15074,0.22157
1989,17-29 y.,No migration background,I'm not sure yet,0.09329,46,465,0.06683,0.11976
1989,17-29 y.,Direct migration background,Full-time,0.62528,106,154,0.54858,0.70199
1989,17-29 y.,Direct migration background,Part-time,0.24689,48,154,0.17856,0.31522
1989,17-29 y.,Indirect migration background,Full-time,0.65854,67,67,0.54414,0.77295
1989,30-45 y.,No migration background,Full-time,0.19060,43,223,0.13893,0.24227
1989,30-45 y.,No migration background,Part-time,0.67851,180,223,0.61707,0.73994
1989,30-45 y.,Direct migration background,Part-time,0.40421,54,54,0.27209,0.53633
1989,46-65 y.,No migration background,Full-time,0.31012,32,92,0.21509,0.40516
1989,46-65 y.,No migration background,Part-time,0.52868,60,92,0.42612,0.63124
1989,46-65 y.,Direct migration background,Full-time,0.61610,50,50,0.47992,0.75227
1990,17-29 y.,No migration background,Full-time,0.51445,121,179,0.44103,0.58787
1990,17-29 y.,No migration background,Part-time,0.27079,58,179,0.20551,0.33607
1991,17-29 y.,No migration background,Full-time,0.61739,403,662,0.58034,0.65445
1991,17-29 y.,No migration background,Part-time,0.21153,139,662,0.18039,0.24266
1991,17-29 y.,No migration background,Either,0.10402,73,662,0.08074,0.12729
1991,17-29 y.,No migration background,I'm not sure yet,0.06706,47,662,0.04799,0.08613
1991,17-29 y.,Direct migration background,Full-time,0.55140,93,135,0.46719,0.63561
1991,17-29 y.,Direct migration background,Part-time,0.22908,42,135,0.15793,0.30024
1991,17-29 y.,Indirect migration background,Full-time,0.60468,67,67,0.48672,0.72264
1991,30-45 y.,No migration background,Full-time,0.26349,129,394,0.21994,0.30705
