year,plb0240,bula_h,migback,proportion,n,lower_confidence,upper_confidence
1984,Full-time,North Rhine-Westphalia,No migration background,0.1963855421686747,16099,0.19024883715019406,0.20252224718715536
1984,Full-time,North Rhine-Westphalia,Direct migration background,0.11686746987951807,16099,0.11190478861099738,0.12183015114803876
1984,Full-time,Baden-Wuerttemberg,No migration background,0.08674698795180723,16099,0.08239908962475907,0.09109488627885538
1984,Full-time,Bavaria,No migration background,0.0855421686746988,16099,0.08122172257807875,0.08986261477131885
1984,Full-time,Lower Saxony,No migration background,0.08072289156626505,16099,0.07651486765333207,0.08493091547919804
1984,Full-time,Baden-Wuerttemberg,Direct migration background,0.06506024096385542,16099,0.06125040506826863,0.06887007685944221
1984,Full-time,Hesse,Direct migration background,0.06144578313253012,16099,0.057736138179268585,0.06515542808579167
1984,Full-time,Hesse,No migration background,0.05060240963855422,16099,0.047216570797576934,0.0539882484795315
1984,Full-time,Bavaria,Direct migration background,0.046987951807228916,16099,0.04371907108426156,0.05025683253019627
1984,Full-time,"Rhineland-Palatinate, Saarland",No migration background,0.04578313253012048,16099,0.04255439369138863,0.04901187136885233
1984,Full-time,Lower Saxony,Direct migration background,0.02891566265060241,16099,0.02632714178234129,0.031504183518863534
1984,Full-time,Schleswig-Holstein,No migration background,0.02289156626506024,16099,0.020581280211785152,0.025201852318335327
1984,Full-time,Hamburg,No migration background,0.018072289156626505,16099,0.016014490105221185,0.020130088208031825
1984,Full-time,"Rhineland-Palatinate, Saarland",Direct migration background,0.014457831325301205,16099,0.012613895493773512,0.0163017671568289
1984,Full-time,Berlin,Direct migration background,0.014457831325301205,16099,0.012613895493773512,0.0163017671568289
1984,Full-time,Berlin,No migration background,0.01325301204819277,16099,0.011486499111498096,0.015019524984887445
1984,Full-time,Hamburg,Direct migration background,0.00963855421686747,16099,0.008129310310472598,0.011147798123262343
1984,Full-time,Bremen,Direct migration background,0.007228915662650603,16099,0.005920282987903452,0.008537548337397753
1984,Full-time,North Rhine-Westphalia,Indirect migration background,0.007228915662650603,16099,0.005920282987903452,0.008537548337397753
1984,Full-time,Hesse,Indirect migration background,0.006024096385542169,16099,0.004828758993229664,0.007219433777854674
1984,Full-time,Baden-Wuerttemberg,Indirect migration background,0.004819277108433735,16099,0.0037494870735548594,0.005889067143312611
1984,Full-time,Bremen,No migration background,0.004819277108433735,16099,0.0037494870735548594,0.005889067143312611
1984,Full-time,Bavaria,Indirect migration background,0.004819277108433735,16099,0.0037494870735548594,0.005889067143312611
1984,Full-time,Schleswig-Holstein,Direct migration background,0.0036144578313253013,16099,0.002687431839665442,0.004541483822985161
1984,Full-time,Berlin,Indirect migration background,0.0012048192771084338,16099,0.0006689537810650035,0.0017406847731518643
1984,Full-time,Schleswig-Holstein,Indirect migration background,0.0012048192771084338,16099,0.0006689537810650035,0.0017406847731518643
1984,Full-time,Lower Saxony,Indirect migration background,0.0012048192771084338,16099,0.0006689537810650035,0.0017406847731518643
1984,Part-time,North Rhine-Westphalia,No migration background,0.2318181818181818,16099,0.22529946101359116,0.23833690262277246
1984,Part-time,Bavaria,No migration background,0.13636363636363635,16099,0.1310624707993882,0.1416648019278845
1984,Part-time,Baden-Wuerttemberg,No migration background,0.1303030303030303,16099,0.12510285651985956,0.13550320408620106
1984,Part-time,Lower Saxony,No migration background,0.09242424242424242,16099,0.08795029357671591,0.09689819127176894
1984,Part-time,Hesse,No migration background,0.07727272727272727,16099,0.0731478937996855,0.08139756074576904
1984,Part-time,"Rhineland-Palatinate, Saarland",No migration background,0.06212121212121212,16099,0.058392576549459535,0.0658498476929647
