year,age_gr,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,Full-time,0.60790,721,1193,0.58018,0.63562
1984,17-29 y.,Part-time,0.17415,210,1193,0.15262,0.19568
1984,17-29 y.,Either,0.13123,154,1193,0.11206,0.15040
1984,17-29 y.,I'm not sure yet,0.08672,108,1193,0.07074,0.10269
1984,30-45 y.,Full-time,0.22816,176,648,0.19583,0.26050
1984,30-45 y.,Part-time,0.62207,361,648,0.58471,0.65943
1984,30-45 y.,Either,0.08126,61,648,0.06020,0.10231
1984,30-45 y.,I'm not sure yet,0.06851,50,648,0.04905,0.08798
1984,46-65 y.,Full-time,0.33508,86,181,0.26612,0.40404
1984,46-65 y.,Part-time,0.54221,95,181,0.46943,0.61499
1985,17-29 y.,Full-time,0.67945,634,933,0.64949,0.70941
1985,17-29 y.,Part-time,0.16437,157,933,0.14058,0.18816
1985,17-29 y.,Either,0.08091,70,933,0.06340,0.09842
1985,17-29 y.,I'm not sure yet,0.07527,72,933,0.05833,0.09220
1985,30-45 y.,Full-time,0.27497,146,401,0.23121,0.31873
1985,30-45 y.,Part-time,0.59971,255,401,0.55170,0.64773
1985,46-65 y.,Full-time,0.42830,89,158,0.35089,0.50570
1985,46-65 y.,Part-time,0.41054,69,158,0.33359,0.48749
1986,17-29 y.,Full-time,0.68954,616,894,0.65919,0.71988
1986,17-29 y.,Part-time,0.15518,142,894,0.13144,0.17893
1986,17-29 y.,Either,0.09019,67,894,0.07140,0.10898
1986,17-29 y.,I'm not sure yet,0.06509,69,894,0.04891,0.08127
1986,30-45 y.,Full-time,0.30371,143,426,0.25999,0.34743
1986,30-45 y.,Part-time,0.56960,249,426,0.52253,0.61667
1986,30-45 y.,I'm not sure yet,0.07813,34,426,0.05261,0.10364
1986,46-65 y.,Full-time,0.42538,90,163,0.34924,0.50151
1986,46-65 y.,Part-time,0.43979,73,163,0.36336,0.51623
1987,17-29 y.,Full-time,0.64943,580,883,0.61794,0.68092
1987,17-29 y.,Part-time,0.18377,143,883,0.15821,0.20933
1987,17-29 y.,Either,0.10271,90,883,0.08268,0.12275
1987,17-29 y.,I'm not sure yet,0.06409,70,883,0.04793,0.08025
1987,30-45 y.,Full-time,0.24767,118,462,0.20826,0.28707
1987,30-45 y.,Part-time,0.58857,261,462,0.54365,0.63349
1987,30-45 y.,Either,0.10292,51,462,0.07518,0.13065
1987,30-45 y.,I'm not sure yet,0.06084,32,462,0.03902,0.08267
1987,46-65 y.,Full-time,0.32970,87,213,0.26642,0.39299
1987,46-65 y.,Part-time,0.49014,94,213,0.42285,0.55743
1987,46-65 y.,Either,0.12714,32,213,0.08230,0.17199
1988,17-29 y.,Full-time,0.66358,567,858,0.63195,0.69521
1988,17-29 y.,Part-time,0.17191,140,858,0.14665,0.19717
1988,17-29 y.,Either,0.09149,73,858,0.07219,0.11079
1988,17-29 y.,I'm not sure yet,0.07302,78,858,0.05560,0.09044
1988,30-45 y.,Full-time,0.27493,120,406,0.23145,0.31842
1988,30-45 y.,Part-time,0.57520,243,406,0.52706,0.62334
1988,30-45 y.,Either,0.10260,43,406,0.07305,0.13215
1988,46-65 y.,Full-time,0.34957,85,176,0.27892,0.42021
1988,46-65 y.,Part-time,0.47768,91,176,0.40367,0.55169
1989,17-29 y.,Full-time,0.66285,500,776,0.62956,0.69613
1989,17-29 y.,Part-time,0.18525,144,776,0.15789,0.21260
1989,17-29 y.,Either,0.05681,52,776,0.04051,0.07310
1989,17-29 y.,I'm not sure yet,0.09510,80,776,0.07445,0.11576
1989,30-45 y.,Full-time,0.20483,70,340,0.16187,0.24779
1989,30-45 y.,Part-time,0.64017,237,340,0.58908,0.69126
1989,30-45 y.,I'm not sure yet,0.07199,33,340,0.04447,0.09950
1989,46-65 y.,Full-time,0.36104,82,148,0.28340,0.43868
1989,46-65 y.,Part-time,0.45201,66,148,0.37155,0.53247
1990,17-29 y.,Full-time,0.52848,126,184,0.45615,0.60080
1990,17-29 y.,Part-time,0.26297,58,184,0.19918,0.32676
1991,17-29 y.,Full-time,0.61037,563,937,0.57912,0.64161
1991,17-29 y.,Part-time,0.20764,189,937,0.18165,0.23362
1991,17-29 y.,Either,0.10482,103,937,0.08520,0.12444
1991,17-29 y.,I'm not sure yet,0.07718,82,937,0.06008,0.09428
1991,30-45 y.,Full-time,0.26197,153,480,0.22259,0.30135
1991,30-45 y.,Part-time,0.55609,254,480,0.51160,0.60059
1991,30-45 y.,Either,0.11342,73,480,0.08502,0.14182
1991,46-65 y.,Full-time,0.29277,84,222,0.23278,0.35277
1991,46-65 y.,Part-time,0.47969,94,222,0.41383,0.54556
1991,46-65 y.,Either,0.18886,44,222,0.13725,0.24046
1992,17-29 y.,Full-time,0.63654,628,1007,0.60682,0.66626
1992,17-29 y.,Part-time,0.18449,185,1007,0.16052,0.20846
1992,17-29 y.,Either,0.08994,100,1007,0.07226,0.10762
1992,17-29 y.,I'm not sure yet,0.08903,94,1007,0.07143,0.10662
1992,30-45 y.,Full-time,0.32227,222,624,0.28557,0.35897
1992,30-45 y.,Part-time,0.52584,294,624,0.48663,0.56505
1992,30-45 y.,Either,0.09957,77,624,0.07605,0.12308
1992,30-45 y.,I'm not sure yet,0.05232,31,624,0.03484,0.06981
1992,46-65 y.,Full-time,0.42496,138,266,0.36544,0.48448
1992,46-65 y.,Part-time,0.36953,84,266,0.31141,0.42764
1992,46-65 y.,Either,0.15438,44,266,0.11088,0.19788
1993,17-29 y.,Full-time,0.61784,623,1044,0.58835,0.64733
1993,17-29 y.,Part-time,0.17290,195,1044,0.14995,0.19586
1993,17-29 y.,Either,0.09588,118,1044,0.07801,0.11375
1993,17-29 y.,I'm not sure yet,0.11338,108,1044,0.09414,0.13262
1993,30-45 y.,Full-time,0.30189,215,565,0.26400,0.33977
1993,30-45 y.,Part-time,0.51543,264,565,0.47419,0.55668
1993,30-45 y.,Either,0.13454,86,565,0.10637,0.16270
1993,46-65 y.,Full-time,0.47741,147,272,0.41794,0.53688
1993,46-65 y.,Part-time,0.28955,72,272,0.23555,0.34355
1993,46-65 y.,Either,0.16837,53,272,0.12382,0.21292
1994,17-29 y.,Full-time,0.62888,637,1039,0.59949,0.65827
1994,17-29 y.,Part-time,0.16243,179,1039,0.13999,0.18487
1994,17-29 y.,Either,0.10860,115,1039,0.08967,0.12752
1994,17-29 y.,I'm not sure yet,0.10009,108,1039,0.08183,0.11835
1994,30-45 y.,Full-time,0.31130,231,661,0.27597,0.34662
1994,30-45 y.,Part-time,0.47841,291,661,0.44030,0.51652
1994,30-45 y.,Either,0.12205,82,661,0.09707,0.14702
1994,30-45 y.,I'm not sure yet,0.08824,57,661,0.06660,0.10988
1994,46-65 y.,Full-time,0.45079,145,295,0.39391,0.50766
1994,46-65 y.,Part-time,0.29561,77,295,0.24345,0.34777
1994,46-65 y.,Either,0.17629,73,295,0.13273,0.21985
1995,17-29 y.,Full-time,0.59479,634,1060,0.56522,0.62436
1995,17-29 y.,Part-time,0.17379,190,1060,0.15097,0.19661
1995,17-29 y.,Either,0.13602,135,1060,0.11537,0.15667
1995,17-29 y.,I'm not sure yet,0.09540,101,1060,0.07771,0.11309
1995,30-45 y.,Full-time,0.34251,267,725,0.30794,0.37707
1995,30-45 y.,Part-time,0.48439,318,725,0.44799,0.52079
1995,30-45 y.,Either,0.12701,102,725,0.10275,0.15126
1995,30-45 y.,I'm not sure yet,0.04610,38,725,0.03082,0.06137
1995,46-65 y.,Full-time,0.44692,157,329,0.39311,0.50072
1995,46-65 y.,Part-time,0.32154,100,329,0.27099,0.37209
1995,46-65 y.,Either,0.16265,72,329,0.12271,0.20259
1996,17-29 y.,Full-time,0.58629,625,1041,0.55636,0.61622
1996,17-29 y.,Part-time,0.17645,167,1041,0.15328,0.19962
1996,17-29 y.,Either,0.13677,138,1041,0.11589,0.15766
1996,17-29 y.,I'm not sure yet,0.10048,111,1041,0.08221,0.11875
1996,30-45 y.,Full-time,0.31140,260,743,0.27808,0.34472
