year,regtyp,sampreg,plb0240,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,West,Full-time,0.525023426973556,674,1528,0.5245699122382544,0.5254769417088575
1985,Urban regions,West,Part-time,0.3222667752227939,379,1528,0.32184234810789614,0.32269120233769166
1985,Urban regions,West,Either,0.08619511984868508,93,1528,0.08594024085614138,0.08644999884122878
1985,Urban regions,West,I'm not sure yet,0.06651467795496498,85,1528,0.06628838113060946,0.06674097477932049
1985,Rural regions,West,Full-time,0.6590523295847385,195,1528,0.6582678030111295,0.6598368561583474
1985,Rural regions,West,Part-time,0.3409476704152614,102,1528,0.3401631438416525,0.3417321969888703
1986,Urban regions,West,Full-time,0.5328675105332076,680,1490,0.5324157574432383,0.5333192636231768
1986,Urban regions,West,Part-time,0.32604400645138354,375,1490,0.32561955760795264,0.32646845529481444
1986,Urban regions,West,Either,0.07480680911800923,85,1490,0.07456860007020986,0.0750450181658086
1986,Urban regions,West,I'm not sure yet,0.06628167389739967,91,1490,0.06605641801076906,0.06650692978403028
1986,Rural regions,West,Full-time,0.6735421995793067,170,1490,0.6727174889481604,0.674366910210453
1986,Rural regions,West,Part-time,0.3264578004206932,89,1490,0.32563308978954697,0.3272825110518395
1987,Urban regions,West,Full-time,0.4671512631996669,630,1559,0.4667089734313352,0.46759355296799854
1987,Urban regions,West,Part-time,0.364434323234936,407,1559,0.3640076788709161,0.3648609675989559
1987,Urban regions,West,Either,0.10355228178882202,135,1559,0.10328218558620296,0.10382237799144108
1987,Urban regions,West,I'm not sure yet,0.06486213177657507,102,1559,0.0646438036994455,0.06508045985370464
1987,Rural regions,West,Full-time,0.522637060337828,155,1559,0.5218000653765188,0.5234740552991372
1987,Rural regions,West,Part-time,0.35497173410472777,92,1559,0.35416989976434143,0.3557735684451141
1987,Rural regions,West,Either,0.12239120555744429,38,1559,0.12184201383562808,0.1229403972792605
1988,Urban regions,West,Full-time,0.47332563853738163,602,1504,0.4728858752962791,0.47376540177848414
1988,Urban regions,West,Part-time,0.353879789776027,388,1504,0.3534586246872115,0.35430095486484253
1988,Urban regions,West,Either,0.0918080794969768,110,1504,0.0915537497907285,0.09206240920322509
