year,age_gr,regtyp,plb0240,proportion,n,lower_confidence,upper_confidence
1985,18-29 J.,Staedtischer Raum,An Vollzeitbeschaeftigung,0.2827926657263752,14443,0.27544780106678923,0.29013753038596113
1985,30-45 J.,Staedtischer Raum,An Teilzeitbeschaeftigung,0.14315937940761636,14443,0.1374473913231053,0.14887136749212743
1985,18-29 J.,Staedtischer Raum,An Teilzeitbeschaeftigung,0.08674188998589563,14443,0.08215161635745512,0.09133216361433615
1985,30-45 J.,Staedtischer Raum,An Vollzeitbeschaeftigung,0.07545839210155147,14443,0.07115070282035184,0.07976608138275111
1985,18-29 J.,Laendlicher Raum,An Vollzeitbeschaeftigung,0.07122708039492243,14443,0.06703234366085492,0.07542181712898993
1985,46-65 J.,Staedtischer Raum,An Vollzeitbeschaeftigung,0.04724964739069112,14443,0.04378932780622276,0.050709966975159476
1985,30-45 J.,Laendlicher Raum,An Teilzeitbeschaeftigung,0.036671368124118475,14443,0.03360603162519795,0.039736704623039
1985,18-29 J.,Staedtischer Raum,Weiss noch nicht,0.036671368124118475,14443,0.03360603162519795,0.039736704623039
1985,18-29 J.,Staedtischer Raum,Beides recht,0.036671368124118475,14443,0.03360603162519795,0.039736704623039
1985,46-65 J.,Staedtischer Raum,An Teilzeitbeschaeftigung,0.03526093088857546,14443,0.03225292151172354,0.038268940265427376
1985,30-45 J.,Laendlicher Raum,An Vollzeitbeschaeftigung,0.027503526093088856,14443,0.024836264745372427,0.030170787440805286
1985,18-29 J.,Laendlicher Raum,An Teilzeitbeschaeftigung,0.021861777150916785,14443,0.01947687693808401,0.02424667736374956
1985,46-65 J.,Laendlicher Raum,An Vollzeitbeschaeftigung,0.015514809590973202,14443,0.013499205716788917,0.017530413465157487
1985,46-65 J.,Staedtischer Raum,Beides recht,0.014104372355430184,14443,0.012181193309739663,0.016027551401120704
1985,46-65 J.,Laendlicher Raum,An Teilzeitbeschaeftigung,0.013399153737658674,14443,0.011524000376870592,0.015274307098446757
1985,30-45 J.,Staedtischer Raum,Weiss noch nicht,0.013399153737658674,14443,0.011524000376870592,0.015274307098446757
1985,30-45 J.,Staedtischer Raum,Beides recht,0.011988716502115656,14443,0.01021373160046567,0.013763701403765642
1985,30-45 J.,Laendlicher Raum,Beides recht,0.00846262341325811,14443,0.006968679069771213,0.009956567756745008
1985,18-29 J.,Laendlicher Raum,Beides recht,0.007757404795486601,14443,0.006326553417203797,0.009188256173769406
1985,18-29 J.,Laendlicher Raum,Weiss noch nicht,0.004936530324400564,14443,0.003793484446633639,0.006079576202167489
1985,30-45 J.,Laendlicher Raum,Weiss noch nicht,0.004231311706629055,14443,0.003172681922731144,0.0052899414905269665
1985,46-65 J.,Staedtischer Raum,Weiss noch nicht,0.0028208744710860366,14443,0.0019558949303254596,0.0036858540118466137
1985,46-65 J.,Laendlicher Raum,Weiss noch nicht,0.0014104372355430183,14443,0.0007983719344387987,0.0020225025366472377
1985,46-65 J.,Laendlicher Raum,Beides recht,0.0007052186177715092,14443,0.0002722702965251368,0.0011381669390178816
1986,18-29 J.,Staedtischer Raum,An Vollzeitbeschaeftigung,0.2816386247256767,13742,0.27411809047789526,0.2891591589734581
1986,30-45 J.,Staedtischer Raum,An Teilzeitbeschaeftigung,0.14630577907827358,13742,0.14039679240447844,0.15221476575206871
1986,18-29 J.,Staedtischer Raum,An Teilzeitbeschaeftigung,0.08193123628383321,13742,0.07734566489566909,0.08651680767199733
1986,30-45 J.,Staedtischer Raum,An Vollzeitbeschaeftigung,0.08046817849305048,13742,0.07592011450675132,0.08501624247934964
1986,18-29 J.,Laendlicher Raum,An Vollzeitbeschaeftigung,0.06949524506217995,13742,0.06524349288288106,0.07374699724147885
