year,sampreg,sex,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,West,male,Full-time,0.76817,549,669,0.73617,0.80018
1984,West,male,Either,0.12437,79,669,0.09935,0.14940
1984,West,male,I'm not sure yet,0.06706,41,669,0.04809,0.08603
1984,West,female,Full-time,0.30246,434,1351,0.27796,0.32696
1984,West,female,Part-time,0.51266,638,1351,0.48600,0.53932
1984,West,female,Either,0.10414,154,1351,0.08784,0.12043
1984,West,female,I'm not sure yet,0.08074,125,1351,0.06621,0.09527
1985,West,male,Full-time,0.82092,525,606,0.79036,0.85147
1985,West,male,Either,0.07742,43,606,0.05612,0.09871
1985,West,male,I'm not sure yet,0.06328,38,606,0.04388,0.08269
1985,West,female,Full-time,0.33174,344,943,0.30167,0.36181
1985,West,female,Part-time,0.51435,457,943,0.48244,0.54627
1985,West,female,Either,0.08988,77,943,0.07162,0.10815
1985,West,female,I'm not sure yet,0.06402,65,943,0.04839,0.07965
1986,West,male,Full-time,0.85548,513,547,0.82599,0.88497
1986,West,male,Either,0.05901,34,547,0.03925,0.07878
1986,West,female,Full-time,0.33561,337,928,0.30521,0.36601
1986,West,female,Part-time,0.49373,435,928,0.46154,0.52591
1986,West,female,Either,0.09199,77,928,0.07339,0.11060
1986,West,female,I'm not sure yet,0.07867,79,928,0.06134,0.09600
1987,West,male,Full-time,0.81065,489,571,0.77849,0.84282
1987,West,male,Either,0.08406,47,571,0.06128,0.10684
1987,West,male,I'm not sure yet,0.05141,35,571,0.03328,0.06954
1987,West,female,Full-time,0.27290,296,979,0.24498,0.30082
1987,West,female,Part-time,0.54018,472,979,0.50895,0.57142
1987,West,female,Either,0.11988,126,979,0.09952,0.14023
1987,West,female,I'm not sure yet,0.06704,85,979,0.05136,0.08271
1988,West,male,Full-time,0.83484,485,561,0.80408,0.86559
1988,West,male,Either,0.06963,37,561,0.04855,0.09071
1988,West,male,I'm not sure yet,0.05504,39,561,0.03615,0.07393
1988,West,female,Full-time,0.27885,287,930,0.25001,0.30769
1988,West,female,Part-time,0.53594,454,930,0.50387,0.56801
1988,West,female,Either,0.11182,104,930,0.09156,0.13209
1988,West,female,I'm not sure yet,0.07339,85,930,0.05662,0.09016
1989,West,male,Full-time,0.81982,409,484,0.78554,0.85409
1989,West,male,Either,0.06323,33,484,0.04152,0.08493
1989,West,male,I'm not sure yet,0.09140,42,484,0.06570,0.11710
1989,West,female,Full-time,0.26516,243,828,0.23508,0.29525
1989,West,female,Part-time,0.57488,436,828,0.54119,0.60857
1989,West,female,Either,0.07964,68,828,0.06119,0.09809
1989,West,female,I'm not sure yet,0.08032,81,828,0.06179,0.09884
1990,East,male,Full-time,0.71317,80,80,0.61344,0.81291
1990,East,female,Full-time,0.33318,78,215,0.27002,0.39633
1990,East,female,Part-time,0.44444,95,215,0.37786,0.51101
1990,East,female,Either,0.18111,42,215,0.12951,0.23270
1991,West,male,Full-time,0.77813,331,372,0.73585,0.82041
1991,West,male,Either,0.12329,41,372,0.08984,0.15675
1991,West,female,Full-time,0.24624,200,735,0.21507,0.27741
1991,West,female,Part-time,0.59088,398,735,0.55531,0.62645
1991,West,female,Either,0.07560,69,735,0.05648,0.09473
1991,West,female,I'm not sure yet,0.08728,68,735,0.06686,0.10770
1991,East,male,Full-time,0.70744,149,149,0.63415,0.78074
1991,East,female,Full-time,0.36040,121,307,0.30660,0.41419
1991,East,female,Part-time,0.32410,101,307,0.27166,0.37654
1991,East,female,Either,0.25279,85,307,0.20410,0.30149
1992,West,male,Full-time,0.79916,344,375,0.75855,0.83976
1992,West,male,I'm not sure yet,0.08319,31,375,0.05520,0.11118
1992,West,female,Full-time,0.24968,224,810,0.21985,0.27951
1992,West,female,Part-time,0.58665,437,810,0.55272,0.62059
1992,West,female,Either,0.08117,66,810,0.06235,0.09999
1992,West,female,I'm not sure yet,0.08250,83,810,0.06354,0.10145
