year,age_gr,sex,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,male,Full-time,0.78083,419,512,0.74496,0.81670
1984,17-29 y.,male,Either,0.12492,58,512,0.09625,0.15359
1984,17-29 y.,male,I'm not sure yet,0.07015,35,512,0.04800,0.09229
1984,17-29 y.,female,Full-time,0.46429,302,666,0.42638,0.50219
1984,17-29 y.,female,Part-time,0.29877,195,666,0.26398,0.33356
1984,17-29 y.,female,Either,0.13647,96,666,0.11038,0.16256
1984,17-29 y.,female,I'm not sure yet,0.10048,73,666,0.07763,0.12333
1984,30-45 y.,male,Full-time,0.78511,76,76,0.69215,0.87807
1984,30-45 y.,female,Full-time,0.13280,100,553,0.10449,0.16111
1984,30-45 y.,female,Part-time,0.72301,359,553,0.68568,0.76034
1984,30-45 y.,female,Either,0.07215,47,553,0.05057,0.09374
1984,30-45 y.,female,I'm not sure yet,0.07204,47,553,0.05047,0.09361
1984,46-65 y.,male,Full-time,0.64221,54,54,0.51316,0.77127
1984,46-65 y.,female,Full-time,0.19364,32,116,0.12142,0.26586
1984,46-65 y.,female,Part-time,0.70738,84,116,0.62423,0.79054
1985,17-29 y.,male,Full-time,0.83881,378,410,0.80317,0.87444
1985,17-29 y.,male,I'm not sure yet,0.07156,32,410,0.04658,0.09654
1985,17-29 y.,female,Full-time,0.51980,256,483,0.47519,0.56440
1985,17-29 y.,female,Part-time,0.29822,143,483,0.25738,0.33906
1985,17-29 y.,female,Either,0.10300,44,483,0.07586,0.13013
1985,17-29 y.,female,I'm not sure yet,0.07898,40,483,0.05490,0.10306
1985,30-45 y.,male,Full-time,0.80574,85,85,0.72114,0.89035
1985,30-45 y.,female,Full-time,0.10818,61,311,0.07361,0.14276
1985,30-45 y.,female,Part-time,0.76781,250,311,0.72081,0.81481
1985,46-65 y.,male,Full-time,0.74021,62,62,0.63016,0.85026
1985,46-65 y.,female,Part-time,0.67083,64,64,0.55479,0.78687
1986,17-29 y.,male,Full-time,0.84312,367,367,0.80586,0.88038
1986,17-29 y.,female,Full-time,0.53323,249,455,0.48734,0.57913
1986,17-29 y.,female,Part-time,0.28287,125,455,0.24144,0.32430
1986,17-29 y.,female,Either,0.11380,41,455,0.08459,0.14301
1986,17-29 y.,female,I'm not sure yet,0.07010,40,455,0.04661,0.09358
1986,30-45 y.,male,Full-time,0.94202,85,85,0.89204,0.99200
1986,30-45 y.,female,Full-time,0.13731,58,336,0.10046,0.17417
1986,30-45 y.,female,Part-time,0.70364,244,336,0.65474,0.75254
1986,30-45 y.,female,I'm not sure yet,0.09849,34,336,0.06658,0.13040
1986,46-65 y.,male,Full-time,0.81657,61,61,0.71864,0.91450
1986,46-65 y.,female,Part-time,0.63152,66,66,0.51425,0.74879
1987,17-29 y.,male,Full-time,0.81879,360,391,0.78056,0.85702
1987,17-29 y.,male,Either,0.07422,31,391,0.04820,0.10023
1987,17-29 y.,female,Full-time,0.47780,220,448,0.43150,0.52411
1987,17-29 y.,female,Part-time,0.32669,128,448,0.28321,0.37017
1987,17-29 y.,female,Either,0.13159,59,448,0.10025,0.16293
1987,17-29 y.,female,I'm not sure yet,0.06392,41,448,0.04124,0.08659
1987,30-45 y.,male,Full-time,0.85140,69,69,0.76685,0.93594
1987,30-45 y.,female,Full-time,0.11098,49,349,0.07798,0.14398
1987,30-45 y.,female,Part-time,0.70698,255,349,0.65916,0.75480
1987,30-45 y.,female,Either,0.10911,45,349,0.07635,0.14186
1987,46-65 y.,male,Full-time,0.72059,60,60,0.60609,0.83509
1987,46-65 y.,female,Part-time,0.66552,88,88,0.56638,0.76467
1988,17-29 y.,male,Full-time,0.85932,351,382,0.82440,0.89423
1988,17-29 y.,male,I'm not sure yet,0.06657,31,382,0.04154,0.09160
1988,17-29 y.,female,Full-time,0.46285,216,448,0.41663,0.50908
1988,17-29 y.,female,Part-time,0.32285,131,448,0.27950,0.36619
1988,17-29 y.,female,Either,0.13467,54,448,0.10302,0.16631
1988,17-29 y.,female,I'm not sure yet,0.07963,47,448,0.05454,0.10473
1988,30-45 y.,male,Full-time,0.80814,70,70,0.71523,0.90105
1988,30-45 y.,female,Full-time,0.12222,50,323,0.08644,0.15799
1988,30-45 y.,female,Part-time,0.73464,241,323,0.68641,0.78286
1988,30-45 y.,female,Either,0.09024,32,323,0.05894,0.12154
1988,46-65 y.,male,Full-time,0.73741,64,64,0.62875,0.84608
1988,46-65 y.,female,Part-time,0.64145,82,82,0.53701,0.74589
1989,17-29 y.,male,Full-time,0.84151,313,349,0.80314,0.87988
1989,17-29 y.,male,I'm not sure yet,0.10545,36,349,0.07318,0.13773
1989,17-29 y.,female,Full-time,0.46434,187,405,0.41571,0.51298
1989,17-29 y.,female,Part-time,0.37473,140,405,0.32753,0.42194
1989,17-29 y.,female,Either,0.07732,34,405,0.05127,0.10337
1989,17-29 y.,female,I'm not sure yet,0.08360,44,405,0.05661,0.11059
1989,30-45 y.,male,Full-time,0.75199,44,44,0.62291,0.88107
1989,30-45 y.,female,Part-time,0.77488,233,265,0.72450,0.82527
