year,migback,sex,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,male,People usually try to be helpful,0.34294,3098,8936,0.33309,0.35278
2003,No migration background,male,People usually only pursue their own interests,0.65706,5838,8936,0.64722,0.66691
2003,No migration background,female,People usually try to be helpful,0.37912,3524,9574,0.36940,0.38884
2003,No migration background,female,People usually only pursue their own interests,0.62088,6050,9574,0.61116,0.63060
2003,Direct migration background,male,People usually try to be helpful,0.33651,435,1241,0.31021,0.36281
2003,Direct migration background,male,People usually only pursue their own interests,0.66349,806,1241,0.63719,0.68979
2003,Direct migration background,female,People usually try to be helpful,0.38928,517,1318,0.36294,0.41561
2003,Direct migration background,female,People usually only pursue their own interests,0.61072,801,1318,0.58439,0.63706
2003,Indirect migration background,male,People usually try to be helpful,0.27061,116,365,0.22497,0.31625
2003,Indirect migration background,male,People usually only pursue their own interests,0.72939,249,365,0.68375,0.77503
2003,Indirect migration background,female,People usually try to be helpful,0.32872,141,401,0.28269,0.37476
2003,Indirect migration background,female,People usually only pursue their own interests,0.67128,260,401,0.62524,0.71731
2008,No migration background,male,People usually try to be helpful,0.34987,2833,7850,0.33932,0.36042
2008,No migration background,male,People usually only pursue their own interests,0.65013,5017,7850,0.63958,0.66068
2008,No migration background,female,People usually try to be helpful,0.39770,3434,8557,0.38733,0.40807
2008,No migration background,female,People usually only pursue their own interests,0.60230,5123,8557,0.59193,0.61267
2008,Direct migration background,male,People usually try to be helpful,0.33071,296,868,0.29939,0.36203
2008,Direct migration background,male,People usually only pursue their own interests,0.66929,572,868,0.63797,0.70061
2008,Direct migration background,female,People usually try to be helpful,0.38101,401,1002,0.35092,0.41109
2008,Direct migration background,female,People usually only pursue their own interests,0.61899,601,1002,0.58891,0.64908
2008,Indirect migration background,male,People usually try to be helpful,0.28529,119,360,0.23857,0.33200
2008,Indirect migration background,male,People usually only pursue their own interests,0.71471,241,360,0.66800,0.76143
2008,Indirect migration background,female,People usually try to be helpful,0.28344,133,392,0.23877,0.32811
2008,Indirect migration background,female,People usually only pursue their own interests,0.71656,259,392,0.67189,0.76123
2013,No migration background,male,People usually try to be helpful,0.41319,4125,9631,0.40335,0.42302
2013,No migration background,male,People usually only pursue their own interests,0.58681,5506,9631,0.57698,0.59665
2013,No migration background,female,People usually try to be helpful,0.45211,5269,11551,0.44303,0.46119
2013,No migration background,female,People usually only pursue their own interests,0.54789,6282,11551,0.53881,0.55697
2013,Direct migration background,male,People usually try to be helpful,0.40042,481,1183,0.37249,0.42836
2013,Direct migration background,male,People usually only pursue their own interests,0.59958,702,1183,0.57164,0.62751
2013,Direct migration background,female,People usually try to be helpful,0.45330,718,1558,0.42857,0.47802
2013,Direct migration background,female,People usually only pursue their own interests,0.54670,840,1558,0.52198,0.57143
2013,Indirect migration background,male,People usually try to be helpful,0.35515,174,501,0.31320,0.39710
2013,Indirect migration background,male,People usually only pursue their own interests,0.64485,327,501,0.60290,0.68680
2013,Indirect migration background,female,People usually try to be helpful,0.40622,230,589,0.36652,0.44592
2013,Indirect migration background,female,People usually only pursue their own interests,0.59378,359,589,0.55408,0.63348
2018,No migration background,male,People usually try to be helpful,0.45437,4052,8837,0.44399,0.46475
2018,No migration background,male,People usually only pursue their own interests,0.54563,4785,8837,0.53525,0.55601
2018,No migration background,female,People usually try to be helpful,0.48227,4890,10238,0.47259,0.49195
2018,No migration background,female,People usually only pursue their own interests,0.51773,5348,10238,0.50805,0.52741
2018,Direct migration background,male,People usually try to be helpful,0.46624,1825,3759,0.45029,0.48219
2018,Direct migration background,male,People usually only pursue their own interests,0.53376,1934,3759,0.51781,0.54971
2018,Direct migration background,female,People usually try to be helpful,0.46948,1837,3684,0.45336,0.48560
2018,Direct migration background,female,People usually only pursue their own interests,0.53052,1847,3684,0.51440,0.54664
2018,Indirect migration background,male,People usually try to be helpful,0.40539,288,733,0.36983,0.44096
2018,Indirect migration background,male,People usually only pursue their own interests,0.59461,445,733,0.55904,0.63017
2018,Indirect migration background,female,People usually try to be helpful,0.38346,323,853,0.35081,0.41611
2018,Indirect migration background,female,People usually only pursue their own interests,0.61654,530,853,0.58389,0.64919
