year,pgisced97,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No answer / don't know,People usually try to be helpful,0.38848,88,234,0.32590,0.45107
2003,No answer / don't know,People usually only pursue their own interests,0.61152,146,234,0.54893,0.67410
2003,Pre-primary Level,People usually try to be helpful,0.38869,245,612,0.35004,0.42735
2003,Pre-primary Level,People usually only pursue their own interests,0.61131,367,612,0.57265,0.64996
2003,Primary Level,People usually try to be helpful,0.35791,99,260,0.29952,0.41629
2003,Primary Level,People usually only pursue their own interests,0.64209,161,260,0.58371,0.70048
2003,Lower Secondary Level,People usually try to be helpful,0.39301,1042,2685,0.37453,0.41148
2003,Lower Secondary Level,People usually only pursue their own interests,0.60699,1643,2685,0.58852,0.62547
2003,Upper Secondary Level,People usually try to be helpful,0.34987,3811,10967,0.34095,0.35880
2003,Upper Secondary Level,People usually only pursue their own interests,0.65013,7156,10967,0.64120,0.65905
2003,Post-secondary Non-tertiary Level,People usually try to be helpful,0.32152,338,1134,0.29432,0.34871
2003,Post-secondary Non-tertiary Level,People usually only pursue their own interests,0.67848,796,1134,0.65129,0.70568
2003,First Stage of Tertiary Education,People usually try to be helpful,0.31303,518,1658,0.29070,0.33536
2003,First Stage of Tertiary Education,People usually only pursue their own interests,0.68697,1140,1658,0.66464,0.70930
2003,Second Stage of Tertiary Education,People usually try to be helpful,0.39429,1690,4285,0.37965,0.40892
2003,Second Stage of Tertiary Education,People usually only pursue their own interests,0.60571,2595,4285,0.59108,0.62035
2008,No answer / don't know,People usually try to be helpful,0.38004,125,324,0.32710,0.43298
2008,No answer / don't know,People usually only pursue their own interests,0.61996,199,324,0.56702,0.67290
2008,Pre-primary Level,People usually try to be helpful,0.36777,138,349,0.31710,0.41843
2008,Pre-primary Level,People usually only pursue their own interests,0.63223,211,349,0.58157,0.68290
2008,Primary Level,People usually try to be helpful,0.29985,69,180,0.23272,0.36697
2008,Primary Level,People usually only pursue their own interests,0.70015,111,180,0.63303,0.76728
2008,Lower Secondary Level,People usually try to be helpful,0.38125,761,1985,0.35988,0.40263
2008,Lower Secondary Level,People usually only pursue their own interests,0.61875,1224,1985,0.59737,0.64012
2008,Upper Secondary Level,People usually try to be helpful,0.35518,3515,9605,0.34560,0.36475
2008,Upper Secondary Level,People usually only pursue their own interests,0.64482,6090,9605,0.63525,0.65440
2008,Post-secondary Non-tertiary Level,People usually try to be helpful,0.33033,357,1078,0.30224,0.35842
2008,Post-secondary Non-tertiary Level,People usually only pursue their own interests,0.66967,721,1078,0.64158,0.69776
2008,First Stage of Tertiary Education,People usually try to be helpful,0.35753,490,1396,0.33238,0.38268
2008,First Stage of Tertiary Education,People usually only pursue their own interests,0.64247,906,1396,0.61732,0.66762
2008,Second Stage of Tertiary Education,People usually try to be helpful,0.41752,1761,4112,0.40244,0.43259
2008,Second Stage of Tertiary Education,People usually only pursue their own interests,0.58248,2351,4112,0.56741,0.59756
2013,No answer / don't know,People usually try to be helpful,0.40493,189,451,0.35958,0.45029
2013,No answer / don't know,People usually only pursue their own interests,0.59507,262,451,0.54971,0.64042
2013,Pre-primary Level,People usually try to be helpful,0.38598,164,436,0.34023,0.43173
2013,Pre-primary Level,People usually only pursue their own interests,0.61402,272,436,0.56827,0.65977
2013,Primary Level,People usually try to be helpful,0.40880,112,317,0.35459,0.46300
2013,Primary Level,People usually only pursue their own interests,0.59120,205,317,0.53700,0.64541
2013,Lower Secondary Level,People usually try to be helpful,0.44420,1093,2532,0.42484,0.46356
2013,Lower Secondary Level,People usually only pursue their own interests,0.55580,1439,2532,0.53644,0.57516
2013,Upper Secondary Level,People usually try to be helpful,0.40521,4986,12214,0.39650,0.41392
2013,Upper Secondary Level,People usually only pursue their own interests,0.59479,7228,12214,0.58608,0.60350
2013,Post-secondary Non-tertiary Level,People usually try to be helpful,0.41530,776,1737,0.39212,0.43848
2013,Post-secondary Non-tertiary Level,People usually only pursue their own interests,0.58470,961,1737,0.56152,0.60788
2013,First Stage of Tertiary Education,People usually try to be helpful,0.40126,676,1645,0.37756,0.42495
2013,First Stage of Tertiary Education,People usually only pursue their own interests,0.59874,969,1645,0.57505,0.62244
2013,Second Stage of Tertiary Education,People usually try to be helpful,0.51203,3001,5681,0.49904,0.52503
2013,Second Stage of Tertiary Education,People usually only pursue their own interests,0.48797,2680,5681,0.47497,0.50096
2018,No answer / don't know,People usually try to be helpful,0.37358,354,821,0.34047,0.40669
2018,No answer / don't know,People usually only pursue their own interests,0.62642,467,821,0.59331,0.65953
2018,Pre-primary Level,People usually try to be helpful,0.46298,159,348,0.41052,0.51545
2018,Pre-primary Level,People usually only pursue their own interests,0.53702,189,348,0.48455,0.58948
2018,Primary Level,People usually try to be helpful,0.39611,807,1544,0.37170,0.42051
2018,Primary Level,People usually only pursue their own interests,0.60389,737,1544,0.57949,0.62830
2018,Lower Secondary Level,People usually try to be helpful,0.43345,1448,3235,0.41637,0.45053
2018,Lower Secondary Level,People usually only pursue their own interests,0.56655,1787,3235,0.54947,0.58363
2018,Upper Secondary Level,People usually try to be helpful,0.44154,5118,11837,0.43259,0.45048
2018,Upper Secondary Level,People usually only pursue their own interests,0.55846,6719,11837,0.54952,0.56741
2018,Post-secondary Non-tertiary Level,People usually try to be helpful,0.47068,1009,2164,0.44964,0.49171
2018,Post-secondary Non-tertiary Level,People usually only pursue their own interests,0.52932,1155,2164,0.50829,0.55036
2018,First Stage of Tertiary Education,People usually try to be helpful,0.46770,619,1402,0.44157,0.49382
2018,First Stage of Tertiary Education,People usually only pursue their own interests,0.53230,783,1402,0.50618,0.55843
2018,Second Stage of Tertiary Education,People usually try to be helpful,0.53633,3701,6753,0.52443,0.54822
2018,Second Stage of Tertiary Education,People usually only pursue their own interests,0.46367,3052,6753,0.45178,0.47557
