year,plh0196,regtyp,sampreg,proportion,n,lower_confidence,upper_confidence
2003,People usually try to be helpful,Urban regions,West,0.6182362122788762,27727,0.6125177505959299,0.6239546739618224
2003,People usually try to be helpful,Rural regions,West,0.17872008324661812,27727,0.17421049478486272,0.1832296717083735
2003,People usually try to be helpful,Rural regions,East,0.13189386056191468,27727,0.1279109245054093,0.13587679661842006
2003,People usually try to be helpful,Urban regions,East,0.07114984391259105,27727,0.0681238751865776,0.0741758126386045
2003,People usually only pursue their own interests,Urban regions,West,0.5673383589446216,27727,0.5615065954792735,0.5731701224099697
2003,People usually only pursue their own interests,Rural regions,East,0.1781675848071905,27727,0.1736634579885429,0.1826717116258381
2003,People usually only pursue their own interests,Rural regions,West,0.17019425920556683,27727,0.16577076664597581,0.17461775176515784
2003,People usually only pursue their own interests,Urban regions,East,0.08429979704262106,27727,0.0810294446661126,0.08757014941912951
2008,People usually try to be helpful,Urban regions,West,0.6026884700665188,23673,0.5964548339358327,0.608922106197205
2008,People usually try to be helpful,Rural regions,West,0.18098669623059868,23673,0.17608215684248166,0.1858912356187157
2008,People usually try to be helpful,Rural regions,East,0.13941241685144123,23673,0.13499998827855228,0.1438248454243302
2008,People usually try to be helpful,Urban regions,East,0.07691241685144125,23673,0.07351812558909526,0.08030670811378723
2008,People usually only pursue their own interests,Urban regions,West,0.5521036146618132,23673,0.545768879012458,0.5584383503111685
2008,People usually only pursue their own interests,Rural regions,West,0.181325658173199,23673,0.17641754415316888,0.18623377219322915
2008,People usually only pursue their own interests,Rural regions,East,0.17861677812579363,23673,0.17373741138394946,0.1834961448676378
2008,People usually only pursue their own interests,Urban regions,East,0.08795394903919411,23673,0.08434595777180293,0.0915619403065853
2013,People usually try to be helpful,Urban regions,West,0.5633354551241248,44486,0.5587265061425196,0.5679444041057299
2013,People usually try to be helpful,Rural regions,West,0.2250613803764663,44486,0.2211805153898335,0.22894224536309912
2013,People usually try to be helpful,Rural regions,East,0.1406747294716741,44486,0.1374437720958924,0.14390568684745578
2013,People usually try to be helpful,Urban regions,East,0.07092843502773484,44486,0.06854293643012146,0.07331393362534822
2013,People usually only pursue their own interests,Urban regions,West,0.5520119863013698,44486,0.5473908173820858,0.5566331552206538
2013,People usually only pursue their own interests,Rural regions,West,0.2125428082191781,44486,0.20874107991077562,0.21634453652758057
2013,People usually only pursue their own interests,Rural regions,East,0.15396689497716895,44486,0.1506129823318561,0.1573208076224818
2013,People usually only pursue their own interests,Urban regions,East,0.0814783105022831,44486,0.07893610819745393,0.08402051280711227
2018,People usually try to be helpful,Urban regions,West,0.5884979190314037,43121,0.583853085613632,0.5931427524491754
2018,People usually try to be helpful,Rural regions,West,0.21044267877412032,43121,0.2065952516483154,0.21429010589992523
2018,People usually try to be helpful,Rural regions,East,0.12334468407113129,43121,0.1202409370678772,0.1264484310743854
2018,People usually try to be helpful,Urban regions,East,0.07771471812334468,43121,0.07518777226729537,0.080241663979394
2018,People usually only pursue their own interests,Urban regions,West,0.5805628316206596,43121,0.5759051507367803,0.5852205125045389
2018,People usually only pursue their own interests,Rural regions,West,0.2075357646584727,43121,0.20370797583701522,0.2113635534799302
2018,People usually only pursue their own interests,Rural regions,East,0.1395661226408758,43121,0.13629527423196836,0.14283697104978327
2018,People usually only pursue their own interests,Urban regions,East,0.07233528107999194,43121,0.06989026192414627,0.07478030023583762
