year,sampreg,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,West,People usually try to be helpful,0.37371,6235,16556,0.36634,0.38108
2003,West,People usually only pursue their own interests,0.62629,10321,16556,0.61892,0.63366
2003,East,People usually try to be helpful,0.30064,1596,5279,0.28827,0.31301
2003,East,People usually only pursue their own interests,0.69936,3683,5279,0.68699,0.71173
2008,West,People usually try to be helpful,0.37718,5655,14319,0.36924,0.38511
2008,West,People usually only pursue their own interests,0.62282,8664,14319,0.61489,0.63076
2008,East,People usually try to be helpful,0.32810,1561,4710,0.31469,0.34151
2008,East,People usually only pursue their own interests,0.67190,3149,4710,0.65849,0.68531
2013,West,People usually try to be helpful,0.43826,8670,19386,0.43128,0.44525
2013,West,People usually only pursue their own interests,0.56174,10716,19386,0.55475,0.56872
2013,East,People usually try to be helpful,0.40224,2327,5627,0.38943,0.41506
2013,East,People usually only pursue their own interests,0.59776,3300,5627,0.58494,0.61057
2018,West,People usually try to be helpful,0.46508,10558,22292,0.45853,0.47163
2018,West,People usually only pursue their own interests,0.53492,11734,22292,0.52837,0.54147
2018,East,People usually try to be helpful,0.46019,2657,5812,0.44737,0.47300
2018,East,People usually only pursue their own interests,0.53981,3155,5812,0.52700,0.55263
