year,bula_h,migback,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Schleswig-Holstein,No migration background,People usually try to be helpful,0.42842,273,574,0.38790,0.46894
2003,Schleswig-Holstein,No migration background,People usually only pursue their own interests,0.57158,301,574,0.53106,0.61210
2003,Schleswig-Holstein,Direct migration background,People usually only pursue their own interests,0.55976,34,34,0.39038,0.72913
2003,Hamburg,No migration background,People usually try to be helpful,0.34061,102,259,0.28278,0.39844
2003,Hamburg,No migration background,People usually only pursue their own interests,0.65939,157,259,0.60156,0.71722
2003,Lower Saxony,No migration background,People usually try to be helpful,0.36376,577,1634,0.34043,0.38710
2003,Lower Saxony,No migration background,People usually only pursue their own interests,0.63624,1057,1634,0.61290,0.65957
2003,Lower Saxony,Direct migration background,People usually try to be helpful,0.39786,79,202,0.33020,0.46553
2003,Lower Saxony,Direct migration background,People usually only pursue their own interests,0.60214,123,202,0.53447,0.66980
2003,Lower Saxony,Indirect migration background,People usually only pursue their own interests,0.76868,32,32,0.62024,0.91712
2003,Bremen,No migration background,People usually try to be helpful,0.41703,61,146,0.33677,0.49729
2003,Bremen,No migration background,People usually only pursue their own interests,0.58297,85,146,0.50271,0.66323
2003,North Rhine-Westphalia,No migration background,People usually try to be helpful,0.37719,1375,3680,0.36153,0.39285
2003,North Rhine-Westphalia,No migration background,People usually only pursue their own interests,0.62281,2305,3680,0.60715,0.63847
2003,North Rhine-Westphalia,Direct migration background,People usually try to be helpful,0.35257,247,685,0.31676,0.38837
2003,North Rhine-Westphalia,Direct migration background,People usually only pursue their own interests,0.64743,438,685,0.61163,0.68324
2003,North Rhine-Westphalia,Indirect migration background,People usually try to be helpful,0.32331,74,219,0.26122,0.38540
2003,North Rhine-Westphalia,Indirect migration background,People usually only pursue their own interests,0.67669,145,219,0.61460,0.73878
2003,Hesse,No migration background,People usually try to be helpful,0.30798,368,1161,0.28141,0.33454
2003,Hesse,No migration background,People usually only pursue their own interests,0.69202,793,1161,0.66546,0.71859
2003,Hesse,Direct migration background,People usually try to be helpful,0.32336,72,245,0.26467,0.38206
2003,Hesse,Direct migration background,People usually only pursue their own interests,0.67664,173,245,0.61794,0.73533
2003,Hesse,Indirect migration background,People usually only pursue their own interests,0.90117,53,53,0.82005,0.98228
2003,"Rhineland-Palatinate, Saarland",No migration background,People usually try to be helpful,0.44708,470,1101,0.41769,0.47646
2003,"Rhineland-Palatinate, Saarland",No migration background,People usually only pursue their own interests,0.55292,631,1101,0.52354,0.58231
2003,"Rhineland-Palatinate, Saarland",Direct migration background,People usually try to be helpful,0.36435,71,189,0.29556,0.43315
2003,"Rhineland-Palatinate, Saarland",Direct migration background,People usually only pursue their own interests,0.63565,118,189,0.56685,0.70444
2003,Baden-Wuerttemberg,No migration background,People usually try to be helpful,0.38951,768,1881,0.36746,0.41155
2003,Baden-Wuerttemberg,No migration background,People usually only pursue their own interests,0.61049,1113,1881,0.58845,0.63254
2003,Baden-Wuerttemberg,Direct migration background,People usually try to be helpful,0.39729,250,582,0.35750,0.43708
2003,Baden-Wuerttemberg,Direct migration background,People usually only pursue their own interests,0.60271,332,582,0.56292,0.64250
2003,Baden-Wuerttemberg,Indirect migration background,People usually try to be helpful,0.34941,79,198,0.28283,0.41599
2003,Baden-Wuerttemberg,Indirect migration background,People usually only pursue their own interests,0.65059,119,198,0.58401,0.71717
2003,Bavaria,No migration background,People usually try to be helpful,0.37767,956,2571,0.35892,0.39641
2003,Bavaria,No migration background,People usually only pursue their own interests,0.62233,1615,2571,0.60359,0.64108
2003,Bavaria,Direct migration background,People usually try to be helpful,0.34023,132,389,0.29309,0.38738
2003,Bavaria,Direct migration background,People usually only pursue their own interests,0.65977,257,389,0.61262,0.70691
2003,Bavaria,Indirect migration background,People usually try to be helpful,0.32964,37,119,0.24482,0.41446
2003,Bavaria,Indirect migration background,People usually only pursue their own interests,0.67036,82,119,0.58554,0.75518
2003,Berlin,No migration background,People usually try to be helpful,0.33319,229,712,0.29855,0.36784
