year,plh0196,pgisced97,quintil_oecd,proportion,n,lower_confidence,upper_confidence
2003,People usually try to be helpful,middle vocational,3rd Quintile,0.13539473684210526,27727,0.1313674324211799,0.13942204126303062
2003,People usually try to be helpful,higher education,5th Quintile,0.12263157894736842,27727,0.11877060572482577,0.1264925521699111
2003,People usually try to be helpful,middle vocational,4th Quintile,0.1093421052631579,27727,0.10566882718649209,0.1130153833398237
2003,People usually try to be helpful,middle vocational,2nd Quintile,0.10894736842105263,27727,0.10527991437308863,0.11261482246901662
2003,People usually try to be helpful,middle vocational,5th Quintile,0.09842105263157895,27727,0.09491474098754397,0.10192736427561393
2003,People usually try to be helpful,higher education,4th Quintile,0.05131578947368421,27727,0.04871867571056258,0.053912903236805844
2003,People usually try to be helpful,middle vocational,1st Quintile,0.049210526315789475,27727,0.04666442420122459,0.05175662843035436
2003,People usually try to be helpful,general elementary,2nd Quintile,0.03986842105263158,27727,0.03756547096636736,0.042171371138895804
2003,People usually try to be helpful,general elementary,3rd Quintile,0.030526315789473683,27727,0.028501386608856445,0.03255124497009092
2003,People usually try to be helpful,higher education,3rd Quintile,0.02881578947368421,27727,0.026846676208136126,0.030784902739232296
2003,People usually try to be helpful,general elementary,1st Quintile,0.027763157894736844,27727,0.025829297590802845,0.029697018198670842
2003,People usually try to be helpful,general elementary,4th Quintile,0.023421052631578947,27727,0.02164088248345769,0.025201222779700203
2003,People usually try to be helpful,higher vocational,4th Quintile,0.02,27727,0.018352093124158225,0.021647906875841776
2003,People usually try to be helpful,higher vocational,5th Quintile,0.019342105263157893,27727,0.017720984882112583,0.020963225644203203
2003,People usually try to be helpful,higher vocational,3rd Quintile,0.016578947368421054,27727,0.015075968560061926,0.018081926176780182
2003,People usually try to be helpful,vocational + Abi,5th Quintile,0.01381578947368421,27727,0.012441837646435968,0.015189741300932452
2003,People usually try to be helpful,general elementary,5th Quintile,0.011710526315789473,27727,0.010444231227952433,0.012976821403626514
2003,People usually try to be helpful,higher education,2nd Quintile,0.010789473684210526,27727,0.009573430144840798,0.012005517223580254
2003,People usually try to be helpful,vocational + Abi,4th Quintile,0.010657894736842106,27727,0.009449208464268017,0.011866581009416195
2003,People usually try to be helpful,vocational + Abi,3rd Quintile,0.009605263157894737,27727,0.008457206223942148,0.010753320091847325
2003,People usually try to be helpful,higher education,1st Quintile,0.008815789473684211,27727,0.007715486154815569,0.009916092792552853
2003,People usually try to be helpful,higher vocational,2nd Quintile,0.008157894736842105,27727,0.007099092258530606,0.009216697215153604
2003,People usually try to be helpful,vocational + Abi,2nd Quintile,0.0060526315789473685,27727,0.005139657506976269,0.006965605650918468
2003,People usually try to be helpful,inadequately,1st Quintile,0.005526315789473684,27727,0.004653707916840486,0.006398923662106881
2003,People usually try to be helpful,in school,5th Quintile,0.005394736842105263,27727,0.004532522705979938,0.0062569509782305875
2003,People usually try to be helpful,in school,3rd Quintile,0.005,27727,0.004169764742265143,0.005830235257734857
2003,People usually try to be helpful,vocational + Abi,1st Quintile,0.0043421052631578945,27727,0.003568160662481833,0.005116049863833956
2003,People usually try to be helpful,higher vocational,1st Quintile,0.004210526315789474,27727,0.003448348000132275,0.004972704631446672
2003,People usually try to be helpful,inadequately,2nd Quintile,0.0035526315789473684,27727,0.002852294858110424,0.004252968299784313
2003,People usually try to be helpful,inadequately,3rd Quintile,0.002631578947368421,27727,0.002028546558788724,0.003234611335948118
2003,People usually try to be helpful,in school,2nd Quintile,0.002631578947368421,27727,0.002028546558788724,0.003234611335948118
2003,People usually try to be helpful,in school,4th Quintile,0.002631578947368421,27727,0.002028546558788724,0.003234611335948118
2003,People usually try to be helpful,in school,1st Quintile,0.0017105263157894738,27727,0.0012241216232999278,0.00219693100827902
2003,People usually try to be helpful,inadequately,4th Quintile,0.0010526315789473684,27727,0.0006709386354359689,0.001434324522458768
2003,People usually try to be helpful,inadequately,5th Quintile,0.00013157894736842105,27727,-3.4320856185613303e-06,0.00026658998035540343
2003,People usually only pursue their own interests,middle vocational,3rd Quintile,0.132014652014652,27727,0.12803016977960474,0.13599913424969928
2003,People usually only pursue their own interests,middle vocational,4th Quintile,0.12490842490842491,27727,0.12101683339641371,0.1288000164204361
2003,People usually only pursue their own interests,middle vocational,2nd Quintile,0.11238095238095239,27727,0.10866333841568229,0.11609856634622248
