year,age_gr,sampreg,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,West,People usually try to be helpful,0.31725,988,2897,0.30030,0.33420
2003,17-29 y.,West,People usually only pursue their own interests,0.68275,1909,2897,0.66580,0.69970
2003,17-29 y.,East,People usually try to be helpful,0.24227,267,1060,0.21647,0.26808
2003,17-29 y.,East,People usually only pursue their own interests,0.75773,793,1060,0.73192,0.78353
2003,30-45 y.,West,People usually try to be helpful,0.31014,1720,5358,0.29775,0.32252
2003,30-45 y.,West,People usually only pursue their own interests,0.68986,3638,5358,0.67748,0.70225
2003,30-45 y.,East,People usually try to be helpful,0.23709,382,1468,0.21533,0.25886
2003,30-45 y.,East,People usually only pursue their own interests,0.76291,1086,1468,0.74114,0.78467
2003,46-65 y.,West,People usually try to be helpful,0.35574,2100,5612,0.34322,0.36827
2003,46-65 y.,West,People usually only pursue their own interests,0.64426,3512,5612,0.63173,0.65678
2003,46-65 y.,East,People usually try to be helpful,0.28434,549,1857,0.26382,0.30487
2003,46-65 y.,East,People usually only pursue their own interests,0.71566,1308,1857,0.69513,0.73618
2003,66 and older,West,People usually try to be helpful,0.53703,1427,2689,0.51818,0.55588
2003,66 and older,West,People usually only pursue their own interests,0.46297,1262,2689,0.44412,0.48182
2003,66 and older,East,People usually try to be helpful,0.44583,398,894,0.41323,0.47843
2003,66 and older,East,People usually only pursue their own interests,0.55417,496,894,0.52157,0.58677
2008,17-29 y.,West,People usually try to be helpful,0.32919,820,2305,0.31000,0.34838
2008,17-29 y.,West,People usually only pursue their own interests,0.67081,1485,2305,0.65162,0.69000
2008,17-29 y.,East,People usually try to be helpful,0.29313,246,813,0.26182,0.32444
2008,17-29 y.,East,People usually only pursue their own interests,0.70687,567,813,0.67556,0.73818
2008,30-45 y.,West,People usually try to be helpful,0.32138,1361,3951,0.30681,0.33594
2008,30-45 y.,West,People usually only pursue their own interests,0.67862,2590,3951,0.66406,0.69319
2008,30-45 y.,East,People usually try to be helpful,0.26593,306,1136,0.24022,0.29163
2008,30-45 y.,East,People usually only pursue their own interests,0.73407,830,1136,0.70837,0.75978
2008,46-65 y.,West,People usually try to be helpful,0.35122,1840,4943,0.33791,0.36453
2008,46-65 y.,West,People usually only pursue their own interests,0.64878,3103,4943,0.63547,0.66209
2008,46-65 y.,East,People usually try to be helpful,0.30125,530,1655,0.27914,0.32336
2008,46-65 y.,East,People usually only pursue their own interests,0.69875,1125,1655,0.67664,0.72086
2008,66 and older,West,People usually try to be helpful,0.51657,1634,3120,0.49903,0.53411
2008,66 and older,West,People usually only pursue their own interests,0.48343,1486,3120,0.46589,0.50097
2008,66 and older,East,People usually try to be helpful,0.44811,479,1106,0.41878,0.47743
2008,66 and older,East,People usually only pursue their own interests,0.55189,627,1106,0.52257,0.58122
2013,17-29 y.,West,People usually try to be helpful,0.39244,1113,2816,0.37440,0.41048
2013,17-29 y.,West,People usually only pursue their own interests,0.60756,1703,2816,0.58952,0.62560
2013,17-29 y.,East,People usually try to be helpful,0.34791,258,698,0.31255,0.38328
2013,17-29 y.,East,People usually only pursue their own interests,0.65209,440,698,0.61672,0.68745
2013,30-45 y.,West,People usually try to be helpful,0.37997,2561,6168,0.36786,0.39209
2013,30-45 y.,West,People usually only pursue their own interests,0.62003,3607,6168,0.60791,0.63214
2013,30-45 y.,East,People usually try to be helpful,0.34403,635,1674,0.32126,0.36679
2013,30-45 y.,East,People usually only pursue their own interests,0.65597,1039,1674,0.63321,0.67874
2013,46-65 y.,West,People usually try to be helpful,0.39183,2894,6780,0.38021,0.40345
2013,46-65 y.,West,People usually only pursue their own interests,0.60817,3886,6780,0.59655,0.61979
2013,46-65 y.,East,People usually try to be helpful,0.37305,805,2047,0.35210,0.39401
2013,46-65 y.,East,People usually only pursue their own interests,0.62695,1242,2047,0.60599,0.64790
2013,66 and older,West,People usually try to be helpful,0.57699,2102,3622,0.56090,0.59308
2013,66 and older,West,People usually only pursue their own interests,0.42301,1520,3622,0.40692,0.43910
2013,66 and older,East,People usually try to be helpful,0.52412,629,1208,0.49594,0.55229
2013,66 and older,East,People usually only pursue their own interests,0.47588,579,1208,0.44771,0.50406
2018,17-29 y.,West,People usually try to be helpful,0.39159,1832,4333,0.37705,0.40613
2018,17-29 y.,West,People usually only pursue their own interests,0.60841,2501,4333,0.59387,0.62295
2018,17-29 y.,East,People usually try to be helpful,0.35707,342,849,0.32482,0.38931
2018,17-29 y.,East,People usually only pursue their own interests,0.64293,507,849,0.61069,0.67518
2018,30-45 y.,West,People usually try to be helpful,0.42936,2975,6470,0.41730,0.44142
2018,30-45 y.,West,People usually only pursue their own interests,0.57064,3495,6470,0.55858,0.58270
2018,30-45 y.,East,People usually try to be helpful,0.43862,684,1612,0.41439,0.46285
2018,30-45 y.,East,People usually only pursue their own interests,0.56138,928,1612,0.53715,0.58561
2018,46-65 y.,West,People usually try to be helpful,0.43840,3592,7805,0.42739,0.44941
2018,46-65 y.,West,People usually only pursue their own interests,0.56160,4213,7805,0.55059,0.57261
2018,46-65 y.,East,People usually try to be helpful,0.43743,952,2135,0.41638,0.45848
2018,46-65 y.,East,People usually only pursue their own interests,0.56257,1183,2135,0.54152,0.58362
2018,66 and older,West,People usually try to be helpful,0.58567,2159,3684,0.56976,0.60158
2018,66 and older,West,People usually only pursue their own interests,0.41433,1525,3684,0.39842,0.43024
2018,66 and older,East,People usually try to be helpful,0.57459,679,1216,0.54679,0.60239
2018,66 and older,East,People usually only pursue their own interests,0.42541,537,1216,0.39761,0.45321
