year,bula_h,regtyp,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Schleswig-Holstein,Urban regions,People usually try to be helpful,0.43865,133,276,0.38000,0.49730
2003,Schleswig-Holstein,Urban regions,People usually only pursue their own interests,0.56135,143,276,0.50270,0.62000
2003,Schleswig-Holstein,Rural regions,People usually try to be helpful,0.42224,168,365,0.37150,0.47298
2003,Schleswig-Holstein,Rural regions,People usually only pursue their own interests,0.57776,197,365,0.52702,0.62850
2003,Hamburg,Urban regions,People usually try to be helpful,0.35248,117,290,0.29740,0.40756
2003,Hamburg,Urban regions,People usually only pursue their own interests,0.64752,173,290,0.59244,0.70260
2003,Lower Saxony,Urban regions,People usually try to be helpful,0.34506,311,911,0.31417,0.37595
2003,Lower Saxony,Urban regions,People usually only pursue their own interests,0.65494,600,911,0.62405,0.68583
2003,Lower Saxony,Rural regions,People usually try to be helpful,0.38281,358,970,0.35220,0.41341
2003,Lower Saxony,Rural regions,People usually only pursue their own interests,0.61719,612,970,0.58659,0.64780
2003,Bremen,Urban regions,People usually try to be helpful,0.41422,74,173,0.34060,0.48783
2003,Bremen,Urban regions,People usually only pursue their own interests,0.58578,99,173,0.51217,0.65940
2003,North Rhine-Westphalia,Urban regions,People usually try to be helpful,0.37655,1668,4479,0.36236,0.39074
2003,North Rhine-Westphalia,Urban regions,People usually only pursue their own interests,0.62345,2811,4479,0.60926,0.63764
2003,North Rhine-Westphalia,Rural regions,People usually only pursue their own interests,0.79388,77,77,0.70294,0.88483
2003,Hesse,Urban regions,People usually try to be helpful,0.29862,369,1208,0.27280,0.32444
2003,Hesse,Urban regions,People usually only pursue their own interests,0.70138,839,1208,0.67556,0.72720
2003,Hesse,Rural regions,People usually try to be helpful,0.31529,84,264,0.25913,0.37144
2003,Hesse,Rural regions,People usually only pursue their own interests,0.68471,180,264,0.62856,0.74087
2003,"Rhineland-Palatinate, Saarland",Urban regions,People usually try to be helpful,0.42670,423,1016,0.39627,0.45712
2003,"Rhineland-Palatinate, Saarland",Urban regions,People usually only pursue their own interests,0.57330,593,1016,0.54288,0.60373
2003,"Rhineland-Palatinate, Saarland",Rural regions,People usually try to be helpful,0.44013,132,315,0.38522,0.49503
2003,"Rhineland-Palatinate, Saarland",Rural regions,People usually only pursue their own interests,0.55987,183,315,0.50497,0.61478
2003,Baden-Wuerttemberg,Urban regions,People usually try to be helpful,0.39140,1020,2433,0.37201,0.41080
2003,Baden-Wuerttemberg,Urban regions,People usually only pursue their own interests,0.60860,1413,2433,0.58920,0.62799
2003,Baden-Wuerttemberg,Rural regions,People usually try to be helpful,0.36610,77,228,0.30344,0.42877
2003,Baden-Wuerttemberg,Rural regions,People usually only pursue their own interests,0.63390,151,228,0.57123,0.69656
2003,Bavaria,Urban regions,People usually try to be helpful,0.35601,582,1573,0.33234,0.37968
2003,Bavaria,Urban regions,People usually only pursue their own interests,0.64399,991,1573,0.62032,0.66766
2003,Bavaria,Rural regions,People usually try to be helpful,0.38692,543,1506,0.36231,0.41152
2003,Bavaria,Rural regions,People usually only pursue their own interests,0.61308,963,1506,0.58848,0.63769
2003,Berlin,Urban regions,People usually try to be helpful,0.33281,263,814,0.30042,0.36520
2003,Berlin,Urban regions,People usually only pursue their own interests,0.66719,551,814,0.63480,0.69958
