year,pgisced97,regtyp,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No answer / don't know,Urban regions,People usually try to be helpful,0.41989,63,155,0.34194,0.49784
2003,No answer / don't know,Urban regions,People usually only pursue their own interests,0.58011,92,155,0.50216,0.65806
2003,No answer / don't know,Rural regions,People usually only pursue their own interests,0.67381,54,54,0.54759,0.80003
2003,Pre-primary Level,Urban regions,People usually try to be helpful,0.38506,170,418,0.33836,0.43177
2003,Pre-primary Level,Urban regions,People usually only pursue their own interests,0.61494,248,418,0.56823,0.66164
2003,Pre-primary Level,Rural regions,People usually try to be helpful,0.39761,75,194,0.32856,0.46666
2003,Pre-primary Level,Rural regions,People usually only pursue their own interests,0.60239,119,194,0.53334,0.67144
2003,Primary Level,Urban regions,People usually try to be helpful,0.35268,78,201,0.28646,0.41890
2003,Primary Level,Urban regions,People usually only pursue their own interests,0.64732,123,201,0.58110,0.71354
2003,Primary Level,Rural regions,People usually only pursue their own interests,0.62286,38,38,0.46669,0.77903
2003,Lower Secondary Level,Urban regions,People usually try to be helpful,0.39257,715,1814,0.37010,0.41505
2003,Lower Secondary Level,Urban regions,People usually only pursue their own interests,0.60743,1099,1814,0.58495,0.62990
2003,Lower Secondary Level,Rural regions,People usually try to be helpful,0.39393,327,871,0.36147,0.42640
2003,Lower Secondary Level,Rural regions,People usually only pursue their own interests,0.60607,544,871,0.57360,0.63853
2003,Upper Secondary Level,Urban regions,People usually try to be helpful,0.35376,2528,6998,0.34255,0.36496
2003,Upper Secondary Level,Urban regions,People usually only pursue their own interests,0.64624,4470,6998,0.63504,0.65745
2003,Upper Secondary Level,Rural regions,People usually try to be helpful,0.34234,1283,3969,0.32757,0.35710
2003,Upper Secondary Level,Rural regions,People usually only pursue their own interests,0.65766,2686,3969,0.64290,0.67243
2003,Post-secondary Non-tertiary Level,Urban regions,People usually try to be helpful,0.33561,268,868,0.30418,0.36704
2003,Post-secondary Non-tertiary Level,Urban regions,People usually only pursue their own interests,0.66439,600,868,0.63296,0.69582
