"plh0196","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Leute sind hilfsbereit","2003","17-29","(noch) kein Abschluss","251","0.375316805515213","0.337803354294673","0.412830256735754"
"Leute sind hilfsbereit","2003","17-29","Hauptschule","232","0.301963980386837","0.269215503754551","0.334712457019124"
"Leute sind hilfsbereit","2003","17-29","Realschule","343","0.267311602327781","0.242219751314907","0.292403453340656"
"Leute sind hilfsbereit","2003","17-29","(Fach-)Abitur","289","0.28782173864963","0.25921181441588","0.31643166288338"
"Leute sind hilfsbereit","2003","17-29","AkademikerIn","66","0.319292526014248","0.254842262376719","0.383742789651777"
"Leute sind hilfsbereit","2003","30-45","(noch) kein Abschluss","18","","",""
"Leute sind hilfsbereit","2003","30-45","Hauptschule","581","0.296361736781009","0.27568104833951","0.317042425222507"
"Leute sind hilfsbereit","2003","30-45","Realschule","707","0.28424525372901","0.26643194420722","0.302058563250799"
"Leute sind hilfsbereit","2003","30-45","(Fach-)Abitur","247","0.282816947278754","0.25234257034744","0.313291324210068"
"Leute sind hilfsbereit","2003","30-45","AkademikerIn","540","0.334903112234548","0.311430338485595","0.358375885983502"
"Leute sind hilfsbereit","2003","46-65","(noch) kein Abschluss","40","0.340464516674476","0.251910806962818","0.429018226386134"
"Leute sind hilfsbereit","2003","46-65","Hauptschule","1140","0.333456491462062","0.317410200241882","0.349502782682243"
"Leute sind hilfsbereit","2003","46-65","Realschule","505","0.292561779053764","0.270516809903591","0.314606748203937"
"Leute sind hilfsbereit","2003","46-65","(Fach-)Abitur","135","0.313806417041835","0.269689225050273","0.357923609033397"
"Leute sind hilfsbereit","2003","46-65","AkademikerIn","822","0.425755826429866","0.403915766203873","0.447595886655858"
"Leute sind hilfsbereit","2003","66","(noch) kein Abschluss","","","",""
"Leute sind hilfsbereit","2003","66","Hauptschule","","","",""
"Leute sind hilfsbereit","2003","66","Realschule","","","",""
"Leute sind hilfsbereit","2003","66","(Fach-)Abitur","","","",""
"Leute sind hilfsbereit","2003","66","AkademikerIn","","","",""
"Leute verfolgen Eigeninteresse","2003","17-29","(noch) kein Abschluss","389","0.624683194484787","0.587169743264246","0.662196645705327"
"Leute verfolgen Eigeninteresse","2003","17-29","Hauptschule","523","0.698036019613163","0.665287542980876","0.730784496245449"
"Leute verfolgen Eigeninteresse","2003","17-29","Realschule","852","0.732688397672219","0.707596546659344","0.757780248685093"
"Leute verfolgen Eigeninteresse","2003","17-29","(Fach-)Abitur","673","0.71217826135037","0.68356833711662","0.740788185584121"
"Leute verfolgen Eigeninteresse","2003","17-29","AkademikerIn","135","0.680707473985752","0.616257210348223","0.745157737623281"
"Leute verfolgen Eigeninteresse","2003","30-45","(noch) kein Abschluss","52","0.763501702095855","0.663957015062963","0.863046389128748"
"Leute verfolgen Eigeninteresse","2003","30-45","Hauptschule","1292","0.703638263218992","0.682957574777493","0.72431895166049"
"Leute verfolgen Eigeninteresse","2003","30-45","Realschule","1756","0.71575474627099","0.697941436749201","0.73356805579278"
