year,quintil_oecd,regtyp,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,1st Quintile,Urban regions,People usually try to be helpful,0.37020,774,2142,0.34975,0.39066
2003,1st Quintile,Urban regions,People usually only pursue their own interests,0.62980,1368,2142,0.60934,0.65025
2003,1st Quintile,Rural regions,People usually try to be helpful,0.28133,325,1200,0.25588,0.30678
2003,1st Quintile,Rural regions,People usually only pursue their own interests,0.71867,875,1200,0.69322,0.74412
2003,2nd Quintile,Urban regions,People usually try to be helpful,0.34661,826,2266,0.32701,0.36621
2003,2nd Quintile,Urban regions,People usually only pursue their own interests,0.65339,1440,2266,0.63379,0.67299
2003,2nd Quintile,Rural regions,People usually try to be helpful,0.38535,537,1541,0.36104,0.40966
2003,2nd Quintile,Rural regions,People usually only pursue their own interests,0.61465,1004,1541,0.59034,0.63896
2003,3rd Quintile,Urban regions,People usually try to be helpful,0.36971,928,2544,0.35094,0.38847
2003,3rd Quintile,Urban regions,People usually only pursue their own interests,0.63029,1616,2544,0.61153,0.64906
2003,3rd Quintile,Rural regions,People usually try to be helpful,0.36348,514,1471,0.33889,0.38807
2003,3rd Quintile,Rural regions,People usually only pursue their own interests,0.63652,957,1471,0.61193,0.66111
2003,4th Quintile,Urban regions,People usually try to be helpful,0.37180,1045,2880,0.35415,0.38945
2003,4th Quintile,Urban regions,People usually only pursue their own interests,0.62820,1835,2880,0.61055,0.64585
2003,4th Quintile,Rural regions,People usually try to be helpful,0.32314,490,1536,0.29974,0.34653
2003,4th Quintile,Rural regions,People usually only pursue their own interests,0.67686,1046,1536,0.65347,0.70026
2003,5th Quintile,Urban regions,People usually try to be helpful,0.37370,1829,4708,0.35988,0.38752
2003,5th Quintile,Urban regions,People usually only pursue their own interests,0.62630,2879,4708,0.61248,0.64012
2003,5th Quintile,Rural regions,People usually try to be helpful,0.36678,561,1543,0.34273,0.39084
2003,5th Quintile,Rural regions,People usually only pursue their own interests,0.63322,982,1543,0.60916,0.65727
2008,1st Quintile,Urban regions,People usually try to be helpful,0.35389,655,1842,0.33205,0.37574
2008,1st Quintile,Urban regions,People usually only pursue their own interests,0.64611,1187,1842,0.62426,0.66795
2008,1st Quintile,Rural regions,People usually try to be helpful,0.34767,355,1080,0.31925,0.37608
2008,1st Quintile,Rural regions,People usually only pursue their own interests,0.65233,725,1080,0.62392,0.68075
2008,2nd Quintile,Urban regions,People usually try to be helpful,0.36277,737,2035,0.34187,0.38366
2008,2nd Quintile,Urban regions,People usually only pursue their own interests,0.63723,1298,2035,0.61634,0.65813
2008,2nd Quintile,Rural regions,People usually try to be helpful,0.36336,471,1300,0.33721,0.38952
