year,migback,regtyp,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,Urban regions,People usually try to be helpful,0.36846,4363,11763,0.35974,0.37718
2003,No migration background,Urban regions,People usually only pursue their own interests,0.63154,7400,11763,0.62282,0.64026
2003,No migration background,Rural regions,People usually try to be helpful,0.34819,2259,6747,0.33683,0.35956
2003,No migration background,Rural regions,People usually only pursue their own interests,0.65181,4488,6747,0.64044,0.66317
2003,Direct migration background,Urban regions,People usually try to be helpful,0.37580,812,2111,0.35513,0.39646
2003,Direct migration background,Urban regions,People usually only pursue their own interests,0.62420,1299,2111,0.60354,0.64487
2003,Direct migration background,Rural regions,People usually try to be helpful,0.30766,140,448,0.26488,0.35045
2003,Direct migration background,Rural regions,People usually only pursue their own interests,0.69234,308,448,0.64955,0.73512
2003,Indirect migration background,Urban regions,People usually try to be helpful,0.30220,229,669,0.26737,0.33702
2003,Indirect migration background,Urban regions,People usually only pursue their own interests,0.69780,440,669,0.66298,0.73263
2003,Indirect migration background,Rural regions,People usually only pursue their own interests,0.71239,69,69,0.60481,0.81998
2008,No migration background,Urban regions,People usually try to be helpful,0.38531,4119,10329,0.37592,0.39470
2008,No migration background,Urban regions,People usually only pursue their own interests,0.61469,6210,10329,0.60530,0.62408
2008,No migration background,Rural regions,People usually try to be helpful,0.35395,2148,6078,0.34193,0.36597
2008,No migration background,Rural regions,People usually only pursue their own interests,0.64605,3930,6078,0.63403,0.65807
2008,Direct migration background,Urban regions,People usually try to be helpful,0.35577,575,1531,0.33178,0.37976
2008,Direct migration background,Urban regions,People usually only pursue their own interests,0.64423,956,1531,0.62024,0.66822
2008,Direct migration background,Rural regions,People usually try to be helpful,0.36196,122,339,0.31073,0.41320
2008,Direct migration background,Rural regions,People usually only pursue their own interests,0.63804,217,339,0.58680,0.68927
2008,Indirect migration background,Urban regions,People usually try to be helpful,0.29578,219,643,0.26047,0.33108
2008,Indirect migration background,Urban regions,People usually only pursue their own interests,0.70422,424,643,0.66892,0.73953
2008,Indirect migration background,Rural regions,People usually try to be helpful,0.22698,33,109,0.14798,0.30599
2008,Indirect migration background,Rural regions,People usually only pursue their own interests,0.77302,76,109,0.69401,0.85202
2013,No migration background,Urban regions,People usually try to be helpful,0.43492,5791,12957,0.42639,0.44346
2013,No migration background,Urban regions,People usually only pursue their own interests,0.56508,7166,12957,0.55654,0.57361
2013,No migration background,Rural regions,People usually try to be helpful,0.43031,3603,8225,0.41961,0.44101
2013,No migration background,Rural regions,People usually only pursue their own interests,0.56969,4622,8225,0.55899,0.58039
2013,Direct migration background,Urban regions,People usually try to be helpful,0.42720,883,2056,0.40581,0.44858
2013,Direct migration background,Urban regions,People usually only pursue their own interests,0.57280,1173,2056,0.55142,0.59419
2013,Direct migration background,Rural regions,People usually try to be helpful,0.43306,316,685,0.39592,0.47019
2013,Direct migration background,Rural regions,People usually only pursue their own interests,0.56694,369,685,0.52981,0.60408
2013,Indirect migration background,Urban regions,People usually try to be helpful,0.37718,318,879,0.34512,0.40924
2013,Indirect migration background,Urban regions,People usually only pursue their own interests,0.62282,561,879,0.59076,0.65488
2013,Indirect migration background,Rural regions,People usually try to be helpful,0.39152,86,211,0.32550,0.45753
2013,Indirect migration background,Rural regions,People usually only pursue their own interests,0.60848,125,211,0.54247,0.67450
2018,No migration background,Urban regions,People usually try to be helpful,0.47387,5638,11748,0.46484,0.48290
2018,No migration background,Urban regions,People usually only pursue their own interests,0.52613,6110,11748,0.51710,0.53516
2018,No migration background,Rural regions,People usually try to be helpful,0.45857,3304,7327,0.44716,0.46998
2018,No migration background,Rural regions,People usually only pursue their own interests,0.54143,4023,7327,0.53002,0.55284
2018,Direct migration background,Urban regions,People usually try to be helpful,0.46462,2673,5515,0.45146,0.47779
2018,Direct migration background,Urban regions,People usually only pursue their own interests,0.53538,2842,5515,0.52221,0.54854
2018,Direct migration background,Rural regions,People usually try to be helpful,0.48097,989,1928,0.45867,0.50328
2018,Direct migration background,Rural regions,People usually only pursue their own interests,0.51903,939,1928,0.49672,0.54133
2018,Indirect migration background,Urban regions,People usually try to be helpful,0.40246,506,1291,0.37570,0.42923
2018,Indirect migration background,Urban regions,People usually only pursue their own interests,0.59754,785,1291,0.57077,0.62430
2018,Indirect migration background,Rural regions,People usually try to be helpful,0.35038,105,295,0.29585,0.40492
2018,Indirect migration background,Rural regions,People usually only pursue their own interests,0.64962,190,295,0.59508,0.70415
