"plh0196","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"Leute sind hilfsbereit","2003","(noch) kein Abschluss","maennlich","161","0.366773610351971","0.320407294890815","0.413139925813127"
"Leute sind hilfsbereit","2003","(noch) kein Abschluss","weiblich","181","0.372638320372684","0.328832893663658","0.41644374708171"
"Leute sind hilfsbereit","2003","Hauptschule","maennlich","1442","0.359670048265887","0.344860759926491","0.374479336605283"
"Leute sind hilfsbereit","2003","Hauptschule","weiblich","1753","0.410716476564672","0.396010374343355","0.42542257878599"
"Leute sind hilfsbereit","2003","Realschule","maennlich","704","0.281238661925043","0.263428320293078","0.299049003557008"
"Leute sind hilfsbereit","2003","Realschule","weiblich","1058","0.32820392606105","0.312082757183741","0.344325094938358"
"Leute sind hilfsbereit","2003","(Fach-)Abitur","maennlich","352","0.306654908047505","0.279331232931984","0.333978583163026"
"Leute sind hilfsbereit","2003","(Fach-)Abitur","weiblich","396","0.326160626529358","0.300478140266919","0.351843112791797"
"Leute sind hilfsbereit","2003","AkademikerIn","maennlich","939","0.377342945626539","0.358042650143349","0.396643241109729"
"Leute sind hilfsbereit","2003","AkademikerIn","weiblich","751","0.417612465299378","0.39521231074534","0.440012619853416"
"Leute verfolgen Eigeninteresse","2003","(noch) kein Abschluss","maennlich","254","0.633226389648029","0.586860074186873","0.679592705109185"
"Leute verfolgen Eigeninteresse","2003","(noch) kein Abschluss","weiblich","287","0.627361679627316","0.58355625291829","0.671167106336342"
"Leute verfolgen Eigeninteresse","2003","Hauptschule","maennlich","2592","0.640329951734113","0.625520663394717","0.655139240073509"
"Leute verfolgen Eigeninteresse","2003","Hauptschule","weiblich","2546","0.589283523435328","0.57457742121401","0.603989625656645"
"Leute verfolgen Eigeninteresse","2003","Realschule","maennlich","1744","0.718761338074957","0.700950996442992","0.736571679706922"
"Leute verfolgen Eigeninteresse","2003","Realschule","weiblich","2201","0.67179607393895","0.655674905061642","0.687917242816259"
"Leute verfolgen Eigeninteresse","2003","(Fach-)Abitur","maennlich","742","0.693345091952495","0.666021416836974","0.720668767068016"
"Leute verfolgen Eigeninteresse","2003","(Fach-)Abitur","weiblich","884","0.673839373470642","0.648156887208203","0.699521859733081"
"Leute verfolgen Eigeninteresse","2003","AkademikerIn","maennlich","1484","0.622657054373461","0.603356758890271","0.641957349856651"
"Leute verfolgen Eigeninteresse","2003","AkademikerIn","weiblich","1111","0.582387534700622","0.559987380146584","0.60478768925466"
"Leute sind hilfsbereit","2004","(noch) kein Abschluss","maennlich","","","",""
"Leute sind hilfsbereit","2004","(noch) kein Abschluss","weiblich","","","",""
"Leute sind hilfsbereit","2004","Hauptschule","maennlich","","","",""
"Leute sind hilfsbereit","2004","Hauptschule","weiblich","","","",""
"Leute sind hilfsbereit","2004","Realschule","maennlich","","","",""
"Leute sind hilfsbereit","2004","Realschule","weiblich","","","",""
"Leute sind hilfsbereit","2004","(Fach-)Abitur","maennlich","","","",""
"Leute sind hilfsbereit","2004","(Fach-)Abitur","weiblich","","","",""
"Leute sind hilfsbereit","2004","AkademikerIn","maennlich","","","",""
"Leute sind hilfsbereit","2004","AkademikerIn","weiblich","","","",""
"Leute verfolgen Eigeninteresse","2004","(noch) kein Abschluss","maennlich","","","",""
"Leute verfolgen Eigeninteresse","2004","(noch) kein Abschluss","weiblich","","","",""
"Leute verfolgen Eigeninteresse","2004","Hauptschule","maennlich","","","",""
"Leute verfolgen Eigeninteresse","2004","Hauptschule","weiblich","","","",""
"Leute verfolgen Eigeninteresse","2004","Realschule","maennlich","","","",""
"Leute verfolgen Eigeninteresse","2004","Realschule","weiblich","","","",""
