"plh0196","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Leute sind hilfsbereit","2003","(noch) kein Abschluss","Westdeutschland","276","0.368303578046481","0.332597162122145","0.404009993970817"
"Leute sind hilfsbereit","2003","(noch) kein Abschluss","Ostdeutschland","66","0.377529851320499","0.307101534357107","0.447958168283892"
"Leute sind hilfsbereit","2003","Hauptschule","Westdeutschland","2690","0.389895998996252","0.378396328589681","0.401395669402823"
"Leute sind hilfsbereit","2003","Hauptschule","Ostdeutschland","505","0.362924028787388","0.337940768359912","0.387907289214864"
"Leute sind hilfsbereit","2003","Realschule","Westdeutschland","1274","0.339053000628498","0.323867251890019","0.354238749366977"
"Leute sind hilfsbereit","2003","Realschule","Ostdeutschland","488","0.228288762207574","0.209772889100825","0.246804635314324"
"Leute sind hilfsbereit","2003","(Fach-)Abitur","Westdeutschland","655","0.323970311189297","0.303506165750216","0.344434456628379"
"Leute sind hilfsbereit","2003","(Fach-)Abitur","Ostdeutschland","93","0.258443388707657","0.213531995480914","0.3033547819344"
"Leute sind hilfsbereit","2003","AkademikerIn","Westdeutschland","1260","0.411422177856303","0.393833743865569","0.429010611847038"
"Leute sind hilfsbereit","2003","AkademikerIn","Ostdeutschland","430","0.344231728061311","0.318183192478761","0.370280263643861"
"Leute verfolgen Eigeninteresse","2003","(noch) kein Abschluss","Westdeutschland","425","0.631696421953519","0.595990006029183","0.667402837877855"
"Leute verfolgen Eigeninteresse","2003","(noch) kein Abschluss","Ostdeutschland","116","0.622470148679501","0.552041831716109","0.692898465642893"
"Leute verfolgen Eigeninteresse","2003","Hauptschule","Westdeutschland","4220","0.610104001003748","0.598604330597177","0.621603671410319"
"Leute verfolgen Eigeninteresse","2003","Hauptschule","Ostdeutschland","918","0.637075971212612","0.612092710785136","0.662059231640088"
"Leute verfolgen Eigeninteresse","2003","Realschule","Westdeutschland","2459","0.660946999371502","0.645761250633023","0.676132748109981"
"Leute verfolgen Eigeninteresse","2003","Realschule","Ostdeutschland","1486","0.771711237792426","0.753195364685676","0.790227110899175"
"Leute verfolgen Eigeninteresse","2003","(Fach-)Abitur","Westdeutschland","1354","0.676029688810703","0.655565543371621","0.696493834249784"
"Leute verfolgen Eigeninteresse","2003","(Fach-)Abitur","Ostdeutschland","272","0.741556611292343","0.6966452180656","0.786468004519086"
"Leute verfolgen Eigeninteresse","2003","AkademikerIn","Westdeutschland","1747","0.588577822143697","0.570989388152962","0.606166256134431"
"Leute verfolgen Eigeninteresse","2003","AkademikerIn","Ostdeutschland","848","0.655768271938689","0.629719736356139","0.681816807521239"
"Leute sind hilfsbereit","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Leute sind hilfsbereit","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2004","Hauptschule","Westdeutschland","","","",""
"Leute sind hilfsbereit","2004","Hauptschule","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2004","Realschule","Westdeutschland","","","",""
"Leute sind hilfsbereit","2004","Realschule","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Leute sind hilfsbereit","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2004","AkademikerIn","Westdeutschland","","","",""
"Leute sind hilfsbereit","2004","AkademikerIn","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2004","(noch) kein Abschluss","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2004","(noch) kein Abschluss","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2004","Hauptschule","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2004","Hauptschule","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2004","Realschule","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2004","Realschule","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2004","(Fach-)Abitur","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2004","(Fach-)Abitur","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2004","AkademikerIn","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2004","AkademikerIn","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2005","(noch) kein Abschluss","Westdeutschland","","","",""
"Leute sind hilfsbereit","2005","(noch) kein Abschluss","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2005","Hauptschule","Westdeutschland","","","",""
"Leute sind hilfsbereit","2005","Hauptschule","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2005","Realschule","Westdeutschland","","","",""
"Leute sind hilfsbereit","2005","Realschule","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2005","(Fach-)Abitur","Westdeutschland","","","",""
"Leute sind hilfsbereit","2005","(Fach-)Abitur","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2005","AkademikerIn","Westdeutschland","","","",""
"Leute sind hilfsbereit","2005","AkademikerIn","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2005","(noch) kein Abschluss","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2005","(noch) kein Abschluss","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2005","Hauptschule","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2005","Hauptschule","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2005","Realschule","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2005","Realschule","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2005","(Fach-)Abitur","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2005","(Fach-)Abitur","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2005","AkademikerIn","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2005","AkademikerIn","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Leute sind hilfsbereit","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2006","Hauptschule","Westdeutschland","","","",""
"Leute sind hilfsbereit","2006","Hauptschule","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2006","Realschule","Westdeutschland","","","",""
"Leute sind hilfsbereit","2006","Realschule","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Leute sind hilfsbereit","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2006","AkademikerIn","Westdeutschland","","","",""
"Leute sind hilfsbereit","2006","AkademikerIn","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2006","(noch) kein Abschluss","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2006","(noch) kein Abschluss","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2006","Hauptschule","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2006","Hauptschule","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2006","Realschule","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2006","Realschule","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2006","(Fach-)Abitur","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2006","(Fach-)Abitur","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2006","AkademikerIn","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2006","AkademikerIn","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2007","(noch) kein Abschluss","Westdeutschland","","","",""
"Leute sind hilfsbereit","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2007","Hauptschule","Westdeutschland","","","",""
"Leute sind hilfsbereit","2007","Hauptschule","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2007","Realschule","Westdeutschland","","","",""
"Leute sind hilfsbereit","2007","Realschule","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2007","(Fach-)Abitur","Westdeutschland","","","",""
"Leute sind hilfsbereit","2007","(Fach-)Abitur","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2007","AkademikerIn","Westdeutschland","","","",""
"Leute sind hilfsbereit","2007","AkademikerIn","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","(noch) kein Abschluss","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","(noch) kein Abschluss","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","Hauptschule","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","Hauptschule","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","Realschule","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","Realschule","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","(Fach-)Abitur","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","(Fach-)Abitur","Ostdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","AkademikerIn","Westdeutschland","","","",""
"Leute verfolgen Eigeninteresse","2007","AkademikerIn","Ostdeutschland","","","",""
"Leute sind hilfsbereit","2008","(noch) kein Abschluss","Westdeutschland","172","0.33025425820302","0.286159540551132","0.374348975854907"
"Leute sind hilfsbereit","2008","(noch) kein Abschluss","Ostdeutschland","33","0.34520111875759","0.251071756818604","0.439330480696577"
"Leute sind hilfsbereit","2008","Hauptschule","Westdeutschland","2154","0.388040619584308","0.375207498226199","0.400873740942418"
"Leute sind hilfsbereit","2008","Hauptschule","Ostdeutschland","459","0.399096097689504","0.371201924522735","0.426990270856273"
"Leute sind hilfsbereit","2008","Realschule","Westdeutschland","1224","0.340146189116982","0.324062446906731","0.356229931327234"
"Leute sind hilfsbereit","2008","Realschule","Ostdeutschland","493","0.269976022696209","0.249032060027283","0.290919985365135"
"Leute sind hilfsbereit","2008","(Fach-)Abitur","Westdeutschland","656","0.349975984989721","0.327793487886065","0.372158482093376"
"Leute sind hilfsbereit","2008","(Fach-)Abitur","Ostdeutschland","99","0.287372112936589","0.240819024769448","0.333925201103729"
"Leute sind hilfsbereit","2008","AkademikerIn","Westdeutschland","1319","0.433370605158903","0.415294536819673","0.451446673498133"
"Leute sind hilfsbereit","2008","AkademikerIn","Ostdeutschland","442","0.364818450029178","0.33786170933975","0.391775190718607"
"Leute verfolgen Eigeninteresse","2008","(noch) kein Abschluss","Westdeutschland","265","0.66974574179698","0.625651024145093","0.713840459448868"
"Leute verfolgen Eigeninteresse","2008","(noch) kein Abschluss","Ostdeutschland","65","0.65479888124241","0.560669519303423","0.748928243181396"
"Leute verfolgen Eigeninteresse","2008","Hauptschule","Westdeutschland","3385","0.611959380415692","0.599126259057583","0.624792501773801"
"Leute verfolgen Eigeninteresse","2008","Hauptschule","Ostdeutschland","725","0.600903902310496","0.573009729143727","0.628798075477265"
