year,age_gr,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,People usually try to be helpful,0.30251,1255,3957,0.28820,0.31683
2003,17-29 y.,People usually only pursue their own interests,0.69749,2702,3957,0.68317,0.71180
2003,30-45 y.,People usually try to be helpful,0.29757,2102,6826,0.28673,0.30842
2003,30-45 y.,People usually only pursue their own interests,0.70243,4724,6826,0.69158,0.71327
2003,46-65 y.,People usually try to be helpful,0.34188,2649,7469,0.33112,0.35264
2003,46-65 y.,People usually only pursue their own interests,0.65812,4820,7469,0.64736,0.66888
2003,66 and older,People usually try to be helpful,0.51882,1825,3583,0.50246,0.53518
2003,66 and older,People usually only pursue their own interests,0.48118,1758,3583,0.46482,0.49754
2008,17-29 y.,People usually try to be helpful,0.32205,1066,3118,0.30564,0.33845
2008,17-29 y.,People usually only pursue their own interests,0.67795,2052,3118,0.66155,0.69436
2008,30-45 y.,People usually try to be helpful,0.31218,1667,5087,0.29945,0.32492
2008,30-45 y.,People usually only pursue their own interests,0.68782,3420,5087,0.67508,0.70055
2008,46-65 y.,People usually try to be helpful,0.34188,2370,6598,0.33044,0.35333
2008,46-65 y.,People usually only pursue their own interests,0.65812,4228,6598,0.64667,0.66956
2008,66 and older,People usually try to be helpful,0.50287,2113,4226,0.48780,0.51795
2008,66 and older,People usually only pursue their own interests,0.49713,2113,4226,0.48205,0.51220
2013,17-29 y.,People usually try to be helpful,0.38440,1371,3514,0.36832,0.40049
2013,17-29 y.,People usually only pursue their own interests,0.61560,2143,3514,0.59951,0.63168
2013,30-45 y.,People usually try to be helpful,0.37338,3196,7842,0.36267,0.38409
2013,30-45 y.,People usually only pursue their own interests,0.62662,4646,7842,0.61591,0.63733
2013,46-65 y.,People usually try to be helpful,0.38793,3699,8827,0.37777,0.39810
2013,46-65 y.,People usually only pursue their own interests,0.61207,5128,8827,0.60190,0.62223
2013,66 and older,People usually try to be helpful,0.56704,2731,4830,0.55306,0.58101
2013,66 and older,People usually only pursue their own interests,0.43296,2099,4830,0.41899,0.44694
2018,17-29 y.,People usually try to be helpful,0.38648,2174,5182,0.37322,0.39974
2018,17-29 y.,People usually only pursue their own interests,0.61352,3008,5182,0.60026,0.62678
2018,30-45 y.,People usually try to be helpful,0.43101,3659,8082,0.42021,0.44181
2018,30-45 y.,People usually only pursue their own interests,0.56899,4423,8082,0.55819,0.57979
2018,46-65 y.,People usually try to be helpful,0.43823,4544,9940,0.42847,0.44798
2018,46-65 y.,People usually only pursue their own interests,0.56177,5396,9940,0.55202,0.57153
2018,66 and older,People usually try to be helpful,0.58379,2838,4900,0.56999,0.59760
2018,66 and older,People usually only pursue their own interests,0.41621,2062,4900,0.40240,0.43001
