year,regtyp,sex,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Urban regions,male,People usually try to be helpful,0.34790,2521,7008,0.33674,0.35905
2003,Urban regions,male,People usually only pursue their own interests,0.65210,4487,7008,0.64095,0.66326
2003,Urban regions,female,People usually try to be helpful,0.38520,2883,7535,0.37421,0.39619
2003,Urban regions,female,People usually only pursue their own interests,0.61480,4652,7535,0.60381,0.62579
2003,Rural regions,male,People usually try to be helpful,0.32256,1128,3534,0.30715,0.33798
2003,Rural regions,male,People usually only pursue their own interests,0.67744,2406,3534,0.66202,0.69285
2003,Rural regions,female,People usually try to be helpful,0.36521,1299,3758,0.34982,0.38061
2003,Rural regions,female,People usually only pursue their own interests,0.63479,2459,3758,0.61939,0.65018
2008,Urban regions,male,People usually try to be helpful,0.35071,2208,5928,0.33857,0.36286
2008,Urban regions,male,People usually only pursue their own interests,0.64929,3720,5928,0.63714,0.66143
2008,Urban regions,female,People usually try to be helpful,0.39953,2705,6575,0.38769,0.41137
2008,Urban regions,female,People usually only pursue their own interests,0.60047,3870,6575,0.58863,0.61231
2008,Rural regions,male,People usually try to be helpful,0.33080,1040,3150,0.31436,0.34723
2008,Rural regions,male,People usually only pursue their own interests,0.66920,2110,3150,0.65277,0.68564
2008,Rural regions,female,People usually try to be helpful,0.37109,1263,3376,0.35480,0.38739
2008,Rural regions,female,People usually only pursue their own interests,0.62891,2113,3376,0.61261,0.64520
2013,Urban regions,male,People usually try to be helpful,0.40919,3031,7134,0.39778,0.42060
2013,Urban regions,male,People usually only pursue their own interests,0.59081,4103,7134,0.57940,0.60222
2013,Urban regions,female,People usually try to be helpful,0.45316,3961,8758,0.44273,0.46359
2013,Urban regions,female,People usually only pursue their own interests,0.54684,4797,8758,0.53641,0.55727
2013,Rural regions,male,People usually try to be helpful,0.41241,1749,4181,0.39749,0.42734
2013,Rural regions,male,People usually only pursue their own interests,0.58759,2432,4181,0.57266,0.60251
2013,Rural regions,female,People usually try to be helpful,0.44656,2256,4940,0.43269,0.46042
2013,Rural regions,female,People usually only pursue their own interests,0.55344,2684,4940,0.53958,0.56731
2018,Urban regions,male,People usually try to be helpful,0.45637,4121,8795,0.44596,0.46678
2018,Urban regions,male,People usually only pursue their own interests,0.54363,4674,8795,0.53322,0.55404
2018,Urban regions,female,People usually try to be helpful,0.47742,4696,9759,0.46750,0.48733
2018,Urban regions,female,People usually only pursue their own interests,0.52258,5063,9759,0.51267,0.53250
2018,Rural regions,male,People usually try to be helpful,0.44626,2044,4534,0.43179,0.46074
2018,Rural regions,male,People usually only pursue their own interests,0.55374,2490,4534,0.53926,0.56821
2018,Rural regions,female,People usually try to be helpful,0.46907,2354,5016,0.45526,0.48289
2018,Rural regions,female,People usually only pursue their own interests,0.53093,2662,5016,0.51711,0.54474
