year,migback,sampreg,plh0196,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,West,People usually try to be helpful,0.37859,5069,13363,0.37037,0.38681
2003,No migration background,West,People usually only pursue their own interests,0.62141,8294,13363,0.61319,0.62963
2003,No migration background,East,People usually try to be helpful,0.30024,1553,5147,0.28771,0.31276
2003,No migration background,East,People usually only pursue their own interests,0.69976,3594,5147,0.68724,0.71229
2003,Direct migration background,West,People usually try to be helpful,0.36516,919,2458,0.34612,0.38420
2003,Direct migration background,West,People usually only pursue their own interests,0.63484,1539,2458,0.61580,0.65388
2003,Direct migration background,East,People usually try to be helpful,0.31615,33,101,0.22502,0.40729
2003,Direct migration background,East,People usually only pursue their own interests,0.68385,68,101,0.59271,0.77498
2003,Indirect migration background,West,People usually try to be helpful,0.30014,247,735,0.26698,0.33329
2003,Indirect migration background,West,People usually only pursue their own interests,0.69986,488,735,0.66671,0.73302
2008,No migration background,West,People usually try to be helpful,0.38664,4744,11814,0.37786,0.39542
2008,No migration background,West,People usually only pursue their own interests,0.61336,7070,11814,0.60458,0.62214
2008,No migration background,East,People usually try to be helpful,0.33072,1523,4593,0.31711,0.34432
2008,No migration background,East,People usually only pursue their own interests,0.66928,3070,4593,0.65568,0.68289
2008,Direct migration background,West,People usually try to be helpful,0.35920,670,1794,0.33699,0.38141
2008,Direct migration background,West,People usually only pursue their own interests,0.64080,1124,1794,0.61859,0.66301
2008,Direct migration background,East,People usually only pursue their own interests,0.71727,49,49,0.58987,0.84467
2008,Indirect migration background,West,People usually try to be helpful,0.28930,241,711,0.25595,0.32265
2008,Indirect migration background,West,People usually only pursue their own interests,0.71070,470,711,0.67735,0.74405
2013,No migration background,West,People usually try to be helpful,0.44173,7171,15776,0.43398,0.44948
2013,No migration background,West,People usually only pursue their own interests,0.55827,8605,15776,0.55052,0.56602
2013,No migration background,East,People usually try to be helpful,0.40213,2223,5406,0.38906,0.41520
2013,No migration background,East,People usually only pursue their own interests,0.59787,3183,5406,0.58480,0.61094
2013,Direct migration background,West,People usually try to be helpful,0.42829,1121,2587,0.40922,0.44737
2013,Direct migration background,West,People usually only pursue their own interests,0.57171,1466,2587,0.55263,0.59078
2013,Direct migration background,East,People usually try to be helpful,0.43387,78,154,0.35533,0.51240
2013,Direct migration background,East,People usually only pursue their own interests,0.56613,76,154,0.48760,0.64467
2013,Indirect migration background,West,People usually try to be helpful,0.38210,378,1023,0.35231,0.41189
2013,Indirect migration background,West,People usually only pursue their own interests,0.61790,645,1023,0.58811,0.64769
2013,Indirect migration background,East,People usually only pursue their own interests,0.65799,41,41,0.51098,0.80500
2018,No migration background,West,People usually try to be helpful,0.47107,6735,14160,0.46285,0.47929
2018,No migration background,West,People usually only pursue their own interests,0.52893,7425,14160,0.52071,0.53715
2018,No migration background,East,People usually try to be helpful,0.45897,2207,4915,0.44503,0.47290
2018,No migration background,East,People usually only pursue their own interests,0.54103,2708,4915,0.52710,0.55497
2018,Direct migration background,West,People usually try to be helpful,0.46647,3257,6658,0.45449,0.47846
2018,Direct migration background,West,People usually only pursue their own interests,0.53353,3401,6658,0.52154,0.54551
2018,Direct migration background,East,People usually try to be helpful,0.49319,405,785,0.45820,0.52819
2018,Direct migration background,East,People usually only pursue their own interests,0.50681,380,785,0.47181,0.54180
2018,Indirect migration background,West,People usually try to be helpful,0.39272,566,1474,0.36778,0.41766
2018,Indirect migration background,West,People usually only pursue their own interests,0.60728,908,1474,0.58234,0.63222
2018,Indirect migration background,East,People usually try to be helpful,0.43216,45,112,0.34001,0.52432
2018,Indirect migration background,East,People usually only pursue their own interests,0.56784,67,112,0.47568,0.65999
