"year","bildungsniveau","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2006","(Fach-)Abitur","Laendlicher Raum","7.51","7.5","585","7.36","7.66"
"2006","(Fach-)Abitur","Staedtischer Raum","7.46","7.5","1836","7.37","7.55"
"2006","(noch) kein Abschluss","Laendlicher Raum","7.61","7.5","179","7.31","7.91"
"2006","(noch) kein Abschluss","Staedtischer Raum","7.45","7.5","462","7.27","7.63"
"2006","AkademikerIn","Laendlicher Raum","7.54","7.5","1325","7.43","7.65"
"2006","AkademikerIn","Staedtischer Raum","7.55","7.5","3191","7.48","7.62"
"2006","Hauptschule","Laendlicher Raum","7.67","7.5","2844","7.59","7.75"
"2006","Hauptschule","Staedtischer Raum","7.57","7.5","5106","7.51","7.63"
"2006","Realschule","Laendlicher Raum","7.67","7.5","2352","7.59","7.75"
"2006","Realschule","Staedtischer Raum","7.53","7.5","3298","7.46","7.6"
"2007","(Fach-)Abitur","Laendlicher Raum","7.39","7.5","576","7.23","7.55"
"2007","(Fach-)Abitur","Staedtischer Raum","7.32","7.5","1741","7.23","7.41"
"2007","(noch) kein Abschluss","Laendlicher Raum","7.52","7.5","163","7.21","7.83"
"2007","(noch) kein Abschluss","Staedtischer Raum","7.27","7.5","381","7.07","7.47"
"2007","AkademikerIn","Laendlicher Raum","7.57","7.5","1276","7.47","7.67"
"2007","AkademikerIn","Staedtischer Raum","7.59","7.5","3058","7.52","7.66"
"2007","Hauptschule","Laendlicher Raum","7.67","7.5","2603","7.59","7.75"
"2007","Hauptschule","Staedtischer Raum","7.59","7.5","4597","7.53","7.65"
"2007","Realschule","Laendlicher Raum","7.57","7.5","2215","7.49","7.65"
"2007","Realschule","Staedtischer Raum","7.56","7.5","3104","7.49","7.63"
"2008","(Fach-)Abitur","Laendlicher Raum","7.56","7.5","536","7.39","7.73"
"2008","(Fach-)Abitur","Staedtischer Raum","7.53","7.5","1623","7.43","7.63"
"2008","(noch) kein Abschluss","Laendlicher Raum","7.64","7.5","161","7.34","7.94"
"2008","(noch) kein Abschluss","Staedtischer Raum","7.49","7.5","377","7.29","7.69"
"2008","AkademikerIn","Laendlicher Raum","7.58","7.5","1220","7.47","7.69"
"2008","AkademikerIn","Staedtischer Raum","7.62","7.5","2944","7.55","7.69"
"2008","Hauptschule","Laendlicher Raum","7.81","7.5","2450","7.73","7.89"
"2008","Hauptschule","Staedtischer Raum","7.71","7.5","4295","7.65","7.77"
"2008","Realschule","Laendlicher Raum","7.71","7.5","2114","7.63","7.79"
"2008","Realschule","Staedtischer Raum","7.56","7.5","2971","7.49","7.63"
"2009","(Fach-)Abitur","Laendlicher Raum","7.37","7.5","515","7.19","7.55"
"2009","(Fach-)Abitur","Staedtischer Raum","7.54","7.5","1476","7.44","7.64"
"2009","(noch) kein Abschluss","Laendlicher Raum","6.95","6.5","134","6.62","7.28"
"2009","(noch) kein Abschluss","Staedtischer Raum","7.42","7.5","341","7.2","7.64"
"2009","AkademikerIn","Laendlicher Raum","7.65","7.5","1213","7.54","7.76"
"2009","AkademikerIn","Staedtischer Raum","7.7","7.5","2797","7.63","7.77"
"2009","Hauptschule","Laendlicher Raum","7.66","7.5","2267","7.57","7.75"
"2009","Hauptschule","Staedtischer Raum","7.7","7.5","3895","7.64","7.76"
"2009","Realschule","Laendlicher Raum","7.6","7.5","2032","7.51","7.69"
"2009","Realschule","Staedtischer Raum","7.61","7.5","2752","7.54","7.68"
"2010","(Fach-)Abitur","Laendlicher Raum","7.73","7.5","796","7.6","7.86"
"2010","(Fach-)Abitur","Staedtischer Raum","7.61","7.5","2248","7.53","7.69"
"2010","(noch) kein Abschluss","Laendlicher Raum","8.06","7.5","234","7.83","8.29"
"2010","(noch) kein Abschluss","Staedtischer Raum","7.73","7.5","534","7.56","7.9"
"2010","AkademikerIn","Laendlicher Raum","7.67","7.5","1474","7.57","7.77"
"2010","AkademikerIn","Staedtischer Raum","7.7","7.5","3877","7.64","7.76"
"2010","Hauptschule","Laendlicher Raum","7.77","7.5","2734","7.69","7.85"
"2010","Hauptschule","Staedtischer Raum","7.72","7.5","4702","7.66","7.78"
"2010","Realschule","Laendlicher Raum","7.67","7.5","2918","7.6","7.74"
"2010","Realschule","Staedtischer Raum","7.64","7.5","3829","7.58","7.7"
"2011","(Fach-)Abitur","Laendlicher Raum","7.87","7.5","898","7.75","7.99"
"2011","(Fach-)Abitur","Staedtischer Raum","7.74","7.5","2368","7.67","7.81"
"2011","(noch) kein Abschluss","Laendlicher Raum","8.05","7.5","248","7.81","8.29"
"2011","(noch) kein Abschluss","Staedtischer Raum","7.64","7.5","547","7.48","7.8"
"2011","AkademikerIn","Laendlicher Raum","7.73","7.5","1619","7.64","7.82"
"2011","AkademikerIn","Staedtischer Raum","7.75","7.5","4098","7.69","7.81"
"2011","Hauptschule","Laendlicher Raum","7.81","7.5","2973","7.74","7.88"
"2011","Hauptschule","Staedtischer Raum","7.78","7.5","4858","7.73","7.83"
"2011","Realschule","Laendlicher Raum","7.79","7.5","3181","7.73","7.85"
"2011","Realschule","Staedtischer Raum","7.69","7.5","4024","7.63","7.75"
"2012","(Fach-)Abitur","Laendlicher Raum","7.82","7.5","941","7.7","7.94"
"2012","(Fach-)Abitur","Staedtischer Raum","7.82","7.5","2409","7.75","7.89"
"2012","(noch) kein Abschluss","Laendlicher Raum","7.72","7.5","268","7.49","7.95"
"2012","(noch) kein Abschluss","Staedtischer Raum","7.8","7.5","564","7.63","7.97"
