year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No answer / don't know,,,,,,,,,,,,
1985,Urban regions,,,,,,,,,,,,
1985,Rural regions,,,,,,,,,,,,
1986,Urban regions,,,,,,,,,,,,
1986,Rural regions,,,,,,,,,,,,
1987,Urban regions,,,,,,,,,,,,
1987,Rural regions,,,,,,,,,,,,
1988,Urban regions,,,,,,,,,,,,
1988,Rural regions,,,,,,,,,,,,
1989,Urban regions,,,,,,,,,,,,
1989,Rural regions,,,,,,,,,,,,
1990,No answer / don't know,,,,,,,,,,,,
1990,Urban regions,,,,,,,,,,,,
1990,Rural regions,,,,,,,,,,,,
1991,No answer / don't know,,,,,,,,,,,,
1991,Urban regions,,,,,,,,,,,,
1991,Rural regions,,,,,,,,,,,,
1992,No answer / don't know,,,,,,,,,,,,
1992,Urban regions,,,,,,,,,,,,
1992,Rural regions,,,,,,,,,,,,
1993,Urban regions,,,,,,,,,,,,
1993,Rural regions,,,,,,,,,,,,
1994,Urban regions,,,,,,,,,,,,
1994,Rural regions,,,,,,,,,,,,
1995,Urban regions,,,,,,,,,,,,
1995,Rural regions,,,,,,,,,,,,
1996,Urban regions,,,,,,,,,,,,
1996,Rural regions,,,,,,,,,,,,
1997,No answer / don't know,,,,,,,,,,,,
1997,Urban regions,,,,,,,,,,,,
1997,Rural regions,,,,,,,,,,,,
1998,Urban regions,,,,,,,,,,,,
1998,Rural regions,,,,,,,,,,,,
1999,Urban regions,,,,,,,,,,,,
1999,Rural regions,,,,,,,,,,,,
2000,Urban regions,,,,,,,,,,,,
2000,Rural regions,,,,,,,,,,,,
2001,Urban regions,,,,,,,,,,,,
2001,Rural regions,,,,,,,,,,,,
2002,Urban regions,,,,,,,,,,,,
2002,Rural regions,,,,,,,,,,,,
2003,Urban regions,,,,,,,,,,,,
2003,Rural regions,,,,,,,,,,,,
2004,Urban regions,,,,,,,,,,,,
2004,Rural regions,,,,,,,,,,,,
2005,Urban regions,,,,,,,,,,,,
2005,Rural regions,,,,,,,,,,,,
2006,Urban regions,14256,7.53958,7.50499,7.57418,7.00000,8.00000,9.00000,4.00000,10,,,
2006,Rural regions,7339,7.62178,7.57409,7.66946,7.00000,8.00000,9.00000,4.00000,10,,,
2007,Urban regions,13264,7.53355,7.49826,7.56883,7.00000,8.00000,9.00000,4.00000,10,,,
2007,Rural regions,6895,7.58046,7.53101,7.62991,7.00000,8.00000,9.00000,4.00000,10,,,
2008,Urban regions,12593,7.63455,7.59762,7.67148,7.00000,8.00000,9.00000,4.00000,10,,,
2008,Rural regions,6566,7.69891,7.64913,7.74869,7.00000,8.00000,9.00000,4.00000,10,,,
2009,Urban regions,11631,7.65712,7.61926,7.69498,7.00000,8.00000,9.00000,4.00000,10,,,
2009,Rural regions,6256,7.59961,7.54634,7.65289,7.00000,8.00000,9.00000,4.00000,10,,,
2010,Urban regions,15575,7.68160,7.64853,7.71466,7.00000,8.00000,9.00000,4.00000,10,,,
2010,Rural regions,8232,7.72230,7.67714,7.76747,7.00000,8.00000,9.00000,4.00000,10,,,
2011,Urban regions,16432,7.74967,7.71840,7.78093,7.00000,8.00000,9.00000,4.00000,10,,,
